TimeSinceCollection,Timestamp,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,AngularVelX,AngularVelY,AngularVelZ,Q1,Q2,Q3,Q4,MagX,MagY,MagZ,Height,Airpressure
4290,28752,0.421094,9.74736,-0.0239258,83.562,-2.23022,-14.7931,-4.94385,-8.78906,-7.32422,0.740936,0.658813,-0.100159,-0.0826416,-12.7417,-51.6833,-53.9833,433,-29799
4296,28758,0.397168,9.57031,0.062207,83.5345,-2.19177,-14.8315,-8.05664,-8.72803,-8.36182,0.740967,0.658722,-0.100159,-0.0830994,-12.6667,-51.6417,-53.8917,433,-29799
4302,28764,0.29668,9.27842,0.430664,83.4576,-2.13135,-14.8975,-10.376,-6.83594,-6.16455,0.741241,0.658325,-0.100067,-0.0840759,-12.65,-51.6167,-53.8417,433,-29799
4308,28770,0.253613,9.221,0.516797,83.4302,-2.11487,-14.9139,-8.78906,-5.43213,-3.60107,0.741425,0.658081,-0.100037,-0.0844421,-12.6167,-51.5917,-53.8083,433,-29799
4314,28776,0.248828,9.3167,0.516797,83.4082,-2.10938,-14.9304,-6.53076,-4.63867,-1.09863,0.741577,0.657867,-0.100037,-0.0846863,-12.6,-51.575,-53.7917,433,-29799
4320,28782,0.229688,9.36455,0.492871,83.3972,-2.11487,-14.9359,-4.94385,-3.05176,1.2207,0.741669,0.657715,-0.100067,-0.0848389,-12.5833,-51.5583,-53.775,433,-29799
4326,28788,-0.248828,8.72813,0.162695,83.3643,-2.14783,-14.9249,-8.72803,0.366211,6.7749,0.74176,0.657623,-0.100128,-0.0848389,-12.6,-51.525,-53.7917,433,-29799
4332,28794,0.851758,10.0105,0.478516,83.2434,-2.23572,-14.8975,-14.7095,-0.793457,6.83594,0.74234,0.656982,-0.100433,-0.0842285,-12.625,-51.5083,-53.8167,433,-29799
4338,28800,0.693848,10.0728,0.411523,83.183,-2.2467,-14.8865,-14.4653,0.549316,2.92969,0.742737,0.656555,-0.100555,-0.0840454,-12.6333,-51.4917,-53.8667,433,-29799
4344,28806,0.459375,10.0201,0.483301,83.1281,-2.2467,-14.8645,-13.3057,1.70898,0,0.743073,0.656189,-0.100525,-0.0839233,-12.6167,-51.5,-53.9167,433,-29799
4350,28812,0.244043,9.84307,0.559863,83.0841,-2.23572,-14.8425,-11.7798,2.74658,-0.793457,0.743408,0.655853,-0.100372,-0.0838623,-12.6,-51.5,-53.9333,433,-29799
4356,28818,0.16748,9.68516,0.679492,83.0457,-2.23572,-14.8151,-9.70459,3.479,0.183105,0.743683,0.655548,-0.100159,-0.0838013,-12.5417,-51.5333,-53.925,433,-29799
4362,28824,0.291895,9.79521,0.617285,82.9907,-2.25769,-14.7656,-7.50732,2.86865,3.54004,0.74411,0.655182,-0.0998535,-0.0834961,-12.525,-51.55,-53.8917,433,-29799
4368,28830,0.287109,9.86221,0.512012,82.9633,-2.27966,-14.7382,-7.87354,3.479,4.63867,0.744293,0.654999,-0.0997925,-0.0832825,-12.5,-51.5667,-53.8417,433,-29799
4374,28836,0.287109,9.87656,0.397168,82.9248,-2.30164,-14.6997,-9.52148,4.76074,5.85938,0.744476,0.654846,-0.0997314,-0.0830078,-12.4917,-51.6,-53.825,433,-29799
4380,28842,0.287109,9.95313,0.330176,82.8809,-2.3291,-14.6667,-11.0474,4.21143,6.34766,0.74472,0.654602,-0.0996399,-0.0826416,-12.475,-51.6333,-53.825,433,-29799
4386,28848,0.258398,10.044,0.311035,82.8314,-2.35657,-14.6448,-12.2681,1.89209,6.04248,0.744995,0.654327,-0.0996094,-0.0823059,-12.4583,-51.7167,-53.8833,433,-29799
4392,28854,0.263184,10.044,0.47373,82.738,-2.39502,-14.6393,-11.6577,-2.31934,3.41797,0.745636,0.653687,-0.0996704,-0.0819092,-12.4667,-51.7417,-53.9417,433,-29799
4398,28860,0.287109,10.0201,0.574219,82.7051,-2.40601,-14.6448,-9.94873,-3.90625,2.31934,0.74588,0.653381,-0.099762,-0.0818481,-12.4417,-51.7667,-53.975,433,-29799
4404,28866,0.354102,10.0536,0.569434,82.6776,-2.41699,-14.6613,-8.8501,-4.82178,1.70898,0.746094,0.653107,-0.0998535,-0.0818787,-12.4333,-51.8,-54.0333,433,-29799
4410,28872,0.349316,9.95313,0.626855,82.6501,-2.42798,-14.6722,-8.05664,-4.63867,2.01416,0.746246,0.652893,-0.0999756,-0.0819397,-12.425,-51.8417,-54.0667,433,-29799
4416,28878,0.334961,9.87656,0.722559,82.6282,-2.43896,-14.6832,-7.50732,-3.72314,2.56348,0.746399,0.65271,-0.100098,-0.0819702,-12.4,-51.9083,-54.1333,433,-29799
4422,28884,0.354102,9.88135,0.746484,82.5842,-2.46643,-14.6832,-7.14111,-1.89209,2.50244,0.746643,0.652405,-0.100311,-0.0819397,-12.375,-51.95,-54.15,433,-29799
4428,28890,0.358887,9.93398,0.736914,82.5568,-2.47192,-14.6777,-8.05664,-0.610352,1.58691,0.746796,0.652252,-0.100372,-0.0818787,-12.775,-51.9583,-54.1667,433,-29799
4434,28896,0.349316,9.94834,0.75127,82.5183,-2.47192,-14.6667,-9.64355,0.976563,0.732422,0.746948,0.652069,-0.100372,-0.0818481,-13.125,-51.975,-54.1583,433,-29799
4440,28902,0.325391,9.90527,0.794336,82.4744,-2.46643,-14.6503,-11.4136,2.56348,-0.549316,0.747162,0.651825,-0.100281,-0.0817871,-13.4333,-52,-54.1583,433,-29799
4446,28908,0.301465,9.81914,0.784766,82.4249,-2.46094,-14.6338,-13.0005,2.86865,-1.09863,0.747437,0.651581,-0.100098,-0.0817566,-13.9583,-52.025,-54.2,433,-29799
4452,28914,0.45459,9.78086,0.77998,82.2876,-2.43347,-14.5898,-16.9678,4.27246,-1.64795,0.748077,0.650879,-0.0997009,-0.0817566,-13.775,-52.05,-54.2417,433,-29799
4458,28920,0.459375,9.85264,0.76084,82.1997,-2.41699,-14.5514,-20.3857,6.95801,-2.50244,0.748505,0.650452,-0.0994263,-0.0817261,-13.6167,-52.0667,-54.2667,433,-29799
4464,28926,0.46416,9.90527,0.799121,82.0898,-2.39502,-14.502,-23.8647,9.52148,-3.2959,0.749023,0.649902,-0.0990295,-0.081665,-13.4917,-52.1,-54.3083,433,-29799
4470,28932,0.440234,9.88135,0.813477,81.969,-2.36206,-14.4415,-26.4893,11.4746,-4.39453,0.749664,0.649261,-0.0985107,-0.0815735,-13.375,-52.1417,-54.3583,433,-29799
4476,28938,0.392383,9.82393,0.856543,81.8427,-2.32361,-14.3811,-27.832,12.0239,-5.31006,0.750366,0.64856,-0.0978699,-0.0814514,-13.175,-52.2417,-54.425,433,-29799
4482,28944,0.282324,9.86221,0.650781,81.5845,-2.24121,-14.2822,-28.2593,8.48389,-7.32422,0.751862,0.647034,-0.0965576,-0.0813293,-13.1,-52.2917,-54.4667,433,-29799
4488,28950,0.229688,9.83828,0.62207,81.4581,-2.19727,-14.2548,-27.4658,5.43213,-7.99561,0.752594,0.646271,-0.0959167,-0.0813904,-13.0333,-52.35,-54.5333,433,-29799
4494,28956,0.110059,9.69951,0.732129,81.3483,-2.15881,-14.2438,-25.1465,2.01416,-7.38525,0.753296,0.645508,-0.0953979,-0.0815735,-12.975,-52.4167,-54.5833,433,-29799
4500,28962,0.0191406,9.58467,0.846973,81.2659,-2.13135,-14.2493,-20.0806,-0.732422,-5.43213,0.753906,0.644836,-0.0950012,-0.0818176,-12.925,-52.4833,-54.6667,433,-29799
4506,28968,0.0430664,9.5751,0.942676,81.2109,-2.12036,-14.2548,-13.855,-2.44141,-2.13623,0.754364,0.644287,-0.0947571,-0.0820618,-12.8417,-52.5917,-54.85,433,-29799
4512,28974,0.186621,9.77129,0.947461,81.189,-2.14783,-14.2822,-2.50244,-5.00488,3.66211,0.754791,0.643768,-0.0947876,-0.0822754,-12.825,-52.65,-54.9583,433,-29799
4518,28980,0.124414,9.93398,0.866113,81.2109,-2.18079,-14.3097,1.2207,-7.32422,6.46973,0.754761,0.643738,-0.0950012,-0.0822754,-12.8083,-52.725,-55.0583,433,-29799
4524,28986,0.16748,9.98184,0.756055,81.2384,-2.23572,-14.3427,2.92969,-9.27734,9.21631,0.754669,0.643829,-0.0953979,-0.0822144,-12.8167,-52.3417,-55.15,433,-29799
4530,28992,0.114844,10.0153,0.693848,81.2769,-2.29614,-14.3811,3.72314,-11.2305,11.3525,0.754486,0.643951,-0.0959473,-0.0821228,-12.8083,-52.0083,-55.2333,433,-29799
4536,28998,0.0957031,9.91963,0.689063,81.3098,-2.36755,-14.4305,4.21143,-13.6108,12.9395,0.754303,0.644104,-0.0965881,-0.0820007,-12.7833,-51.4417,-55.3667,433,-29799
4542,29004,0.665137,9.4124,1.04795,81.4252,-2.49939,-14.5184,9.76563,-10.1929,11.2305,0.753845,0.644409,-0.098175,-0.0818176,-12.7667,-51.625,-55.4583,433,-29799
4548,29010,0.636426,9.40762,1.0623,81.4966,-2.54883,-14.5294,11.7798,-4.57764,9.82666,0.753479,0.644745,-0.0988159,-0.0816345,-12.7417,-51.8,-55.55,433,-29799
4554,29016,0.593359,9.43154,1.04795,81.5625,-2.59277,-14.5074,11.9019,0.793457,9.70459,0.753113,0.645172,-0.0992432,-0.0813599,-12.7083,-51.9583,-55.5833,433,-29799
4560,29022,0.550293,9.56553,1.00967,81.6284,-2.63672,-14.469,10.2539,5.37109,10.0098,0.752747,0.645599,-0.0994873,-0.0809021,-12.675,-52.0917,-55.6333,433,-29799
4566,29028,0.559863,9.72822,0.899609,81.6669,-2.67517,-14.4086,6.71387,8.91113,9.82666,0.752472,0.645996,-0.0995789,-0.0803528,-13.0167,-52.3333,-55.6667,433,-29799
4572,29034,0.669922,10.068,0.684277,81.6724,-2.7301,-14.2383,-4.27246,17.1509,7.14111,0.752258,0.646454,-0.0993042,-0.0789795,-13.35,-52.4333,-55.6417,433,-29799
4578,29040,0.631641,10.1972,0.574219,81.6284,-2.74109,-14.1394,-10.3149,18.4937,4.69971,0.752411,0.646423,-0.0989075,-0.0782471,-13.6583,-52.5167,-55.625,433,-29799
4584,29046,0.569434,10.2307,0.516797,81.5515,-2.7356,-14.0405,-16.6626,18.2495,2.31934,0.752747,0.64621,-0.0983582,-0.0775757,-13.9167,-52.6,-55.5667,433,-29799
4590,29052,0.502441,10.2977,0.540723,81.4471,-2.72461,-13.9471,-22.9492,18.3105,0.610352,0.753235,0.645782,-0.0977478,-0.0770264,-13.75,-52.675,-55.5333,433,-29799
4596,29058,0.397168,10.2307,0.6125,81.3153,-2.70264,-13.8483,-28.1372,18.4326,-0.793457,0.753906,0.645172,-0.0970764,-0.0765686,-13.45,-52.8,-55.525,433,-29799
4602,29064,0.330176,9.95313,0.77041,81.0077,-2.64771,-13.656,-32.6538,18.7378,-3.23486,0.755585,0.643524,-0.09552,-0.0758057,-13.3333,-52.425,-55.5333,433,-29799
4608,29070,0.392383,9.82393,0.837402,80.8649,-2.60925,-13.5681,-31.1279,17.7612,-4.3335,0.75647,0.642639,-0.0946655,-0.07547,-13.225,-52.1,-55.575,433,-29799
4614,29076,0.358887,9.73779,0.808691,80.7385,-2.56531,-13.4912,-27.8931,15.564,-5.79834,0.757324,0.641785,-0.093811,-0.0752258,-13.1333,-51.8167,-55.6167,433,-29799
4620,29082,0.31582,9.55117,0.856543,80.6287,-2.52136,-13.4253,-23.6816,13.3667,-6.46973,0.758087,0.641022,-0.0930481,-0.0750427,-13.0583,-51.5833,-55.6917,433,-29799
4626,29088,0.330176,9.40283,0.995313,80.5518,-2.4884,-13.3649,-18.0054,12.6953,-5.43213,0.758698,0.640411,-0.0923157,-0.0749512,-12.95,-51.1833,-55.9,433,-29799
4632,29094,0.330176,9.40283,1.1915,80.5023,-2.42798,-13.2495,-3.90625,10.498,-3.54004,0.759399,0.639771,-0.0910645,-0.0746155,-12.9083,-51.025,-56.05,433,-29799
4638,29100,0.311035,9.53203,1.08145,80.5298,-2.40051,-13.2056,2.56348,8.66699,-3.90625,0.75946,0.639801,-0.0905762,-0.0744019,-12.8917,-50.8833,-56.2,433,-29799
4644,29106,0.301465,9.7043,0.899609,80.5737,-2.37305,-13.1671,6.40869,7.50732,-4.27246,0.759338,0.640015,-0.0901794,-0.0742493,-12.8833,-50.7333,-56.325,433,-29799
4650,29112,0.291895,9.91963,0.794336,80.6232,-2.34009,-13.1287,7.08008,7.38525,-4.63867,0.759125,0.640381,-0.0898132,-0.0741272,-12.8917,-50.6083,-56.4083,433,-29799
4656,29118,0.267969,10.0632,0.665137,80.6561,-2.30713,-13.0957,5.06592,6.71387,-5.61523,0.75885,0.640747,-0.089447,-0.0740051,-12.9,-50.4,-56.6083,433,-29799
4662,29124,0.100488,10.0871,0.708203,80.6891,-2.23022,-13.0627,-1.28174,2.74658,-7.50732,0.758514,0.641266,-0.0887146,-0.0740051,-12.9167,-50.3083,-56.6667,433,-29799
4668,29130,0.090918,9.96748,0.736914,80.6836,-2.19177,-13.0627,-4.02832,0.488281,-7.8125,0.758453,0.641357,-0.0883789,-0.0741272,-12.925,-50.2417,-56.775,433,-29799
4674,29136,0.181836,9.89092,0.756055,80.6671,-2.15332,-13.0737,-6.10352,-1.2207,-7.99561,0.758453,0.641357,-0.0881042,-0.0743713,-12.9583,-50.175,-56.8667,433,-29799
4680,29142,0.282324,9.8,0.808691,80.6451,-2.10938,-13.0902,-7.75146,-2.80762,-8.36182,0.758514,0.641266,-0.0878906,-0.0746765,-12.9833,-50.1083,-56.95,433,-29799
4686,29148,0.330176,9.74258,0.870898,80.6122,-2.07092,-13.1122,-9.58252,-3.35693,-9.09424,0.758636,0.641144,-0.0877075,-0.0750122,-13.025,-50,-57.1333,433,-29799
4692,29154,0.349316,9.71387,1.02881,80.5023,-1.97754,-13.1396,-15.625,-1.52588,-9.76563,0.759003,0.640656,-0.0873108,-0.0758362,-13.05,-49.95,-57.225,433,-29799
4698,29160,0.392383,9.7665,1.06709,80.4254,-1.9281,-13.1506,-18.5547,-0.610352,-10.0098,0.759308,0.640259,-0.0870056,-0.0762329,-13.075,-49.8917,-57.275,433,-29799
4704,29166,0.449805,9.81436,1.05752,80.3265,-1.87866,-13.1506,-22.0337,0.671387,-10.1318,0.759735,0.639771,-0.0866699,-0.0766296,-13.1083,-49.8417,-57.325,433,-29799
4710,29172,0.435449,9.87178,1.06709,80.2112,-1.82373,-13.1451,-26.1841,2.2583,-10.498,0.760223,0.639191,-0.0863037,-0.0769958,-13.1333,-49.8,-57.3667,433,-29799
4716,29178,0.382813,9.94355,1.04795,80.0739,-1.7688,-13.1287,-30.1514,4.02832,-10.498,0.760864,0.638458,-0.0858154,-0.0773315,-13.1833,-49.7417,-57.4583,433,-29799
4722,29184,-0.344531,10.1637,0.91875,79.7607,-1.66992,-13.0847,-35.0952,5.85938,-7.87354,0.762421,0.636658,-0.0847168,-0.0779419,-13.2083,-49.7333,-57.475,433,-29799
4728,29190,-0.689063,10.202,0.789551,79.5959,-1.66443,-13.0463,-35.9497,7.87354,0.549316,0.763306,0.635651,-0.084198,-0.078125,-13.25,-49.725,-57.525,433,-29799
4734,29196,-0.588574,10.0584,0.966602,79.4421,-1.69739,-13.0243,-34.4849,2.68555,6.71387,0.764252,0.634583,-0.0838318,-0.0780029,-13.2833,-49.7417,-57.575,433,-29799
4740,29202,-0.492871,9.97705,1.11016,79.3103,-1.75232,-13.0298,-29.9683,-3.23486,11.4746,0.765137,0.633545,-0.0838013,-0.0778198,-13.325,-49.75,-57.6417,433,-29799
4746,29208,-0.368457,9.78086,1.23457,79.2059,-1.83472,-13.0573,-24.0479,-7.44629,15.686,0.7659,0.632599,-0.084137,-0.0776367,-13.3833,-49.7917,-57.85,433,-29799
4752,29214,0.00478516,9.48897,1.6126,79.1071,-2.05444,-13.1342,-9.8877,-13.5498,22.9492,0.766907,0.631256,-0.0855408,-0.0771484,-13.4083,-49.85,-57.95,433,-29799
4758,29220,0.272754,9.4124,1.71309,79.1071,-2.19177,-13.1891,-3.41797,-15.2588,25.5737,0.76712,0.63089,-0.0865784,-0.0768127,-13.4167,-49.9,-58.0667,433,-29799
4764,29226,0.535937,9.34541,1.72266,79.129,-2.33459,-13.244,1.64795,-15.8081,26.4282,0.767151,0.630737,-0.0877991,-0.076416,-13.4083,-49.9667,-58.1667,433,-29799
4770,29232,0.722559,9.36934,1.68916,79.173,-2.46643,-13.2935,5.12695,-15.686,25.5127,0.767029,0.630737,-0.0890198,-0.0759583,-13.3833,-50.0417,-58.2667,433,-29799
4776,29238,0.76084,9.29756,1.61738,79.2279,-2.59827,-13.3484,7.75146,-15.625,24.0479,0.766846,0.630859,-0.0902405,-0.075531,-13.3167,-50.2083,-58.425,433,-29799
4782,29244,0.957031,9.17793,1.55518,79.3652,-2.81799,-13.4418,12.207,-13.1836,19.5923,0.766235,0.631348,-0.0925598,-0.0747681,-13.275,-50.3,-58.4667,433,-29799
4788,29250,1.03359,9.16357,1.48818,79.4476,-2.90588,-13.4747,13.916,-10.0708,16.7847,0.765839,0.631714,-0.0935364,-0.0744324,-13.2167,-50.3833,-58.4917,433,-29799
4794,29256,1.03838,9.17793,1.44512,79.5355,-2.98279,-13.4912,14.9536,-6.71387,14.3433,0.765411,0.632172,-0.0943604,-0.0740662,-13.15,-50.025,-58.525,433,-29799
4800,29262,0.894824,9.23535,1.3207,79.6234,-3.04321,-13.5022,15.4419,-5.37109,11.7188,0.764984,0.63266,-0.0950012,-0.0737,-13.0833,-50.1333,-58.55,433,-29799
4806,29268,0.846973,9.34062,1.22979,79.7113,-3.09265,-13.5132,15.8691,-5.43213,9.33838,0.764496,0.633179,-0.0954895,-0.0733643,-12.9333,-49.5083,-58.6083,433,-29799
4812,29274,0.851758,9.57988,1.10059,79.8816,-3.17505,-13.5242,14.1602,-2.44141,7.87354,0.76355,0.634277,-0.096344,-0.0728455,-13.275,-49.6667,-58.6167,433,-29799
4818,29280,0.77041,9.71865,1.11494,79.9475,-3.20801,-13.5077,11.8408,0.915527,7.69043,0.763123,0.634766,-0.0966492,-0.0725708,-13.5667,-49.8,-58.575,433,-29799
4824,29286,0.703418,9.85264,0.947461,80.0079,-3.23547,-13.4528,9.94873,8.54492,7.69043,0.762787,0.635193,-0.0968628,-0.0722046,-13.825,-49.9083,-58.525,433,-29799
4830,29292,0.62207,9.89092,0.808691,80.0409,-3.26843,-13.3923,6.34766,10.6812,8.17871,0.762512,0.63559,-0.0968018,-0.0716553,-14.0583,-50,-58.475,433,-29799
4836,29298,0.559863,9.90527,0.861328,80.0629,-3.30139,-13.3374,2.31934,9.39941,8.60596,0.76236,0.635864,-0.0966492,-0.0710449,-14.45,-50.125,-58.375,433,-29799
4842,29304,0.875684,9.60859,0.947461,80.0684,-3.32336,-13.2166,-1.34277,12.3901,2.92969,0.762299,0.636078,-0.096405,-0.0699463,-14.6,-50.175,-58.3083,433,-29799
4848,29310,0.746484,9.53682,1.00967,80.0629,-3.31787,-13.1506,-2.19727,12.6953,0.366211,0.76236,0.636108,-0.0960693,-0.0694885,-14.725,-50.2333,-58.2667,433,-29799
4854,29316,0.60293,9.51289,1.15322,80.0574,-3.2959,-13.0957,-2.80762,10.9863,-1.77002,0.762421,0.636169,-0.0956421,-0.0691223,-14.85,-50.2833,-58.2083,433,-29799
4860,29322,0.60293,9.55596,1.16279,80.0519,-3.27393,-13.0627,-2.38037,7.69043,-3.72314,0.762482,0.636169,-0.0952148,-0.0688782,-14.9417,-50.3417,-58.15,433,-29799
4866,29328,0.655566,9.62773,1.1915,80.0519,-3.24097,-13.0463,-1.64795,4.39453,-5.5542,0.762512,0.6362,-0.0948486,-0.0687866,-15.1417,-50.4167,-58.0083,433,-29799
4872,29334,0.555078,9.69473,1.18672,80.0574,-3.15308,-13.0353,-1.15967,1.70898,-9.27734,0.762482,0.636292,-0.0942383,-0.0690308,-15.2417,-50.4417,-57.9083,433,-29799
4878,29340,0.478516,9.71387,1.22021,80.0684,-3.10364,-13.0463,-0.793457,-0.244141,-10.7422,0.762421,0.636383,-0.0939331,-0.0692749,-15.35,-50.4583,-57.8417,433,-29799
4884,29346,0.406738,9.71865,1.30156,80.0793,-3.04871,-13.0627,1.0376,-1.70898,-11.3525,0.76236,0.636444,-0.0936584,-0.0696411,-15.0417,-50.4583,-57.8083,433,-29799
4890,29352,0.382813,9.66123,1.41162,80.1123,-2.99377,-13.0902,4.45557,-3.2959,-11.4746,0.762238,0.636597,-0.0934143,-0.0700378,-14.7667,-50.4667,-57.8083,433,-29799
4896,29358,0.425879,9.75215,1.44512,80.1672,-2.94434,-13.1122,8.23975,-3.78418,-11.1084,0.762024,0.636841,-0.0932007,-0.0704651,-14.2833,-50.475,-57.9167,433,-29799
4902,29364,0.526367,9.8,1.37334,80.2991,-2.84546,-13.1561,11.7798,-3.35693,-10.6812,0.761292,0.637665,-0.092865,-0.0712891,-14.0917,-50.475,-57.9667,433,-29799
4908,29370,0.545508,9.82393,1.3207,80.365,-2.79602,-13.1836,12.0239,-4.02832,-10.498,0.760895,0.638123,-0.0927124,-0.0716248,-13.925,-50.475,-57.9667,433,-29799
4914,29376,0.579004,9.88135,1.35898,80.4364,-2.75208,-13.2056,11.9019,-4.27246,-10.3149,0.760468,0.638611,-0.0925903,-0.0720215,-13.775,-50.4583,-57.9333,433,-29799
4920,29382,0.593359,9.89092,1.28242,80.5023,-2.70264,-13.2275,11.3525,-3.78418,-10.8643,0.76004,0.639099,-0.0924683,-0.0723877,-13.6333,-50.4417,-57.9083,433,-29799
4926,29388,0.488086,9.93398,1.20107,80.5627,-2.6532,-13.255,10.7422,-4.5166,-10.9863,0.759644,0.639557,-0.0922852,-0.0727539,-13.4,-50.4083,-57.8417,433,-29799
4932,29394,0.363672,9.96748,1.17715,80.6836,-2.55981,-13.3594,10.1929,-11.6577,-10.7422,0.75885,0.640411,-0.0921326,-0.0736694,-13.3167,-50.375,-57.8417,433,-29799
4938,29400,0.401953,9.96748,1.23936,80.744,-2.52136,-13.4253,9.82666,-12.4512,-9.70459,0.758453,0.640778,-0.0922241,-0.0742493,-13.25,-50.325,-57.825,433,-29799
4944,29406,0.449805,9.96748,1.23457,80.799,-2.4939,-13.4802,9.52148,-11.3525,-8.42285,0.758057,0.641174,-0.0923767,-0.0748291,-13.1917,-50.275,-57.8083,433,-29799
4950,29412,0.435449,10.0728,1.18193,80.8484,-2.46643,-13.5297,8.30078,-9.94873,-7.62939,0.75769,0.64151,-0.0924988,-0.0753479,-13.1417,-50.2167,-57.8,433,-29799
4956,29418,0.392383,10.0488,1.15801,80.8923,-2.43896,-13.5736,6.71387,-9.94873,-7.38525,0.757385,0.641846,-0.0926208,-0.0757751,-13.0167,-50.1,-57.725,433,-29799
4962,29424,0.392383,10.1206,1.14365,80.9528,-2.38953,-13.678,3.54004,-11.2915,-6.46973,0.756866,0.642303,-0.0928955,-0.0766602,-12.95,-50.0583,-57.6833,433,-29799
4968,29430,0.330176,10.068,1.09102,80.9692,-2.37305,-13.7274,1.95313,-10.7422,-5.37109,0.756653,0.642456,-0.0930481,-0.0771179,-12.875,-50.025,-57.6,433,-29799
4974,29436,0.191406,10.0393,1.03359,80.9802,-2.36206,-13.7823,0.549316,-11.6577,-4.5166,0.7565,0.642548,-0.0932312,-0.0775146,-12.8167,-49.9917,-57.4917,433,-29799
4980,29442,0.0143555,9.8957,1.06709,80.9967,-2.35657,-13.8538,0.427246,-15.686,-3.23486,0.756409,0.642609,-0.0934753,-0.0779419,-12.7583,-49.9583,-57.4,433,-29799
4986,29448,0.0717773,9.79521,1.13887,81.0132,-2.36755,-13.9526,2.01416,-20.813,-1.34277,0.756287,0.642639,-0.0938721,-0.0784302,-12.6917,-49.8833,-57.275,433,-29799
4992,29454,0.430664,9.78564,1.0958,81.0846,-2.4115,-14.1669,5.18799,-23.3154,1.64795,0.755859,0.642761,-0.0952454,-0.0795898,-12.6833,-49.8167,-57.2417,433,-29799
4998,29460,0.497656,9.79043,1.0623,81.123,-2.43896,-14.2603,5.5542,-21.2402,1.77002,0.755585,0.642914,-0.0960388,-0.0801086,-12.675,-49.7667,-57.225,433,-29799
5004,29466,0.44502,9.71865,1.09102,81.1615,-2.45544,-14.3481,5.67627,-19.6533,1.09863,0.755341,0.643066,-0.0967407,-0.0805664,-12.675,-49.725,-57.1917,433,-29799
5010,29472,0.378027,9.62773,1.15322,81.2054,-2.47192,-14.4415,7.14111,-20.1416,-0.12207,0.755066,0.643219,-0.0974121,-0.0809937,-12.6583,-49.6917,-57.1417,433,-29799
5016,29478,0.46416,9.58467,1.18193,81.2604,-2.47742,-14.5294,8.91113,-20.1416,-1.40381,0.754761,0.643433,-0.098053,-0.0814514,-12.5917,-49.625,-56.9917,433,-29799
5022,29484,0.526367,9.65166,1.06709,81.3812,-2.47192,-14.6997,10.1318,-17.8223,-4.27246,0.753967,0.644012,-0.0991821,-0.0824585,-12.9667,-49.575,-56.8917,433,-29799
5028,29490,0.44502,9.64688,1.0958,81.4362,-2.45544,-14.7876,9.0332,-18.5547,-6.40869,0.753571,0.644348,-0.0996399,-0.0830078,-13.2667,-49.5333,-56.8,433,-29799
5034,29496,0.459375,9.6708,1.05273,81.4856,-2.42798,-14.8865,7.93457,-19.2261,-8.30078,0.753204,0.644653,-0.100067,-0.0836487,-13.5417,-49.5,-56.7083,433,-29799
5040,29502,0.531152,9.68516,1.01924,81.5295,-2.39502,-14.9744,7.01904,-17.9443,-9.76563,0.752838,0.644928,-0.100464,-0.0843811,-13.7833,-49.4667,-56.6,433,-29799
5046,29508,0.545508,9.72344,1.0001,81.5735,-2.35107,-15.0513,6.65283,-14.8315,-10.8032,0.752502,0.645172,-0.100769,-0.0851135,-14.175,-49.4167,-56.3833,433,-29799
5052,29514,0.416309,9.74736,0.90918,81.6559,-2.2522,-15.1447,6.83594,-7.14111,-11.8408,0.751862,0.645691,-0.100983,-0.0864258,-14.35,-49.3917,-56.2917,433,-29799
5058,29520,0.368457,9.80957,0.861328,81.6998,-2.19727,-15.1666,7.14111,-3.41797,-11.9019,0.751587,0.645966,-0.100891,-0.0869446,-14.5083,-49.7917,-56.2,433,-29799
5064,29526,0.282324,9.8335,0.77041,81.7383,-2.13684,-15.1721,6.95801,-0.549316,-11.8408,0.751282,0.646301,-0.100677,-0.0873718,-14.675,-49.7167,-56.1417,433,-29799
5070,29532,0.196191,9.89092,0.665137,81.7767,-2.08191,-15.1831,6.71387,-0.427246,-12.0239,0.751007,0.646606,-0.100372,-0.0877075,-14.8333,-50.0833,-56.075,433,-29799
5076,29538,0.153125,9.93398,0.631641,81.8152,-2.02148,-15.1941,5.98145,-1.58691,-12.3291,0.750732,0.646912,-0.100067,-0.0880432,-15.1,-50.65,-55.9,433,-29799
5082,29544,-0.0382813,9.87178,0.550293,81.8701,-1.90613,-15.2216,3.54004,-1.64795,-11.7188,0.750275,0.64743,-0.0995178,-0.0888367,-15.2333,-50.8667,-55.8333,433,-29799
5088,29550,-0.124414,9.78564,0.60293,81.8976,-1.85669,-15.2435,4.02832,-2.56348,-10.0098,0.750092,0.647644,-0.0992432,-0.0892334,-15.3333,-51.0667,-55.7667,433,-29799
5094,29556,-0.0382813,9.78564,0.60293,81.9305,-1.81824,-15.26,4.88281,-2.50244,-8.23975,0.749878,0.647858,-0.0990601,-0.0895996,-15.4417,-51.2583,-55.725,433,-29799
5100,29562,0.0669922,9.83828,0.569434,81.9635,-1.78528,-15.2655,5.24902,-0.366211,-6.7749,0.749664,0.648102,-0.098938,-0.0899048,-15.1083,-51.4333,-55.6667,433,-29799
5106,29568,0.0717773,9.86221,0.559863,81.9965,-1.75232,-15.26,4.57764,1.83105,-6.34766,0.749451,0.648346,-0.0987549,-0.0900879,-14.975,-51.7083,-55.55,433,-29799
