TimeSinceCollection,Timestamp,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,AngularVelX,AngularVelY,AngularVelZ,Q1,Q2,Q3,Q4,MagX,MagY,MagZ,Height,Airpressure
0,24462,0.0382813,0.746484,10.135,2.27417,-0.148315,-16.5619,-1.15967,0.549316,0.549316,0.989319,0.0194702,-0.00418091,-0.143951,-13.9417,38.8667,-73.5333,441,-29800
6,24468,-0.00478516,0.741699,10.1302,2.27966,-0.142822,-16.5564,-0.488281,1.09863,0.854492,0.989349,0.0194702,-0.00411987,-0.143951,-13.9333,39.2333,-73.5417,441,-29800
12,24474,-0.00478516,0.76084,10.1206,2.28516,-0.131836,-16.5509,-0.244141,1.2207,0.915527,0.989349,0.0195313,-0.00408936,-0.143921,-13.9417,39.5667,-73.5333,441,-29800
18,24480,-0.0287109,0.77998,10.1015,2.29065,-0.131836,-16.5454,-0.488281,1.0376,0.976563,0.989349,0.0195618,-0.00402832,-0.14389,-13.9583,39.8583,-73.5083,441,-29800
24,24486,-0.0239258,0.784766,10.1015,2.29065,-0.126343,-16.5454,-1.0376,0.793457,0.854492,0.989349,0.0195923,-0.0039978,-0.14386,-13.975,40.1167,-73.475,441,-29800
30,24492,-0.0239258,0.77998,10.1158,2.28516,-0.12085,-16.5399,-1.58691,0.488281,0.610352,0.989349,0.0196228,-0.00396729,-0.143829,-13.6,40.1833,-73.45,441,-29800
36,24498,0.00957031,0.76084,10.1302,2.28516,-0.12085,-16.5399,-2.50244,0.12207,0.0610352,0.989349,0.0195618,-0.00393677,-0.143768,-13.2417,40.0083,-73.4417,441,-29800
42,24504,0.0287109,0.746484,10.1493,2.26868,-0.12085,-16.5289,-2.50244,-0.12207,-0.12207,0.98938,0.0195007,-0.00390625,-0.143738,-12.9333,40.2667,-73.4583,441,-29800
48,24510,0.0239258,0.717773,10.135,2.26318,-0.12085,-16.5289,-2.31934,0.366211,0.0610352,0.98938,0.0194397,-0.00390625,-0.143707,-12.6417,40.4833,-73.4417,441,-29800
54,24516,0.090918,0.756055,10.001,2.25769,-0.109863,-16.5234,-2.31934,1.64795,0.12207,0.98938,0.0194092,-0.00387573,-0.143677,-12.7917,40.6833,-73.425,441,-29800
60,24522,0.0382813,0.746484,10.001,2.2522,-0.098877,-16.5179,-2.31934,2.50244,0,0.98938,0.0193787,-0.0038147,-0.143646,-13.0417,41.025,-73.35,441,-29800
66,24528,-0.0478516,0.799121,10.2689,2.2522,-0.0878906,-16.5179,-0.671387,1.64795,0.915527,0.98938,0.0193176,-0.00360107,-0.143585,-13.125,40.7583,-73.3333,441,-29800
72,24534,-0.0957031,0.736914,10.312,2.25769,-0.0714111,-16.5015,-0.12207,2.0752,1.58691,0.98941,0.0193787,-0.00354004,-0.143524,-13.2167,40.9417,-73.3167,441,-29800
78,24540,-0.133984,0.708203,10.2689,2.26868,-0.0604248,-16.485,0.305176,2.0752,2.31934,0.98941,0.0194092,-0.00344849,-0.143463,-13.2917,40.675,-73.3333,441,-29800
84,24546,-0.119629,0.698633,10.1876,2.27417,-0.0549316,-16.474,0.671387,1.58691,2.38037,0.989441,0.0195007,-0.00335693,-0.143341,-13.3667,40.4667,-73.3417,441,-29800
90,24552,-0.0191406,0.756055,10.111,2.28516,-0.0494385,-16.463,0.305176,0.915527,2.2583,0.989441,0.0195923,-0.0032959,-0.14325,-13.5167,40.1,-73.4083,441,-29800
96,24558,0.0669922,0.818262,10.0728,2.28516,-0.0439453,-16.4575,-1.95313,-0.0610352,-0.12207,0.989471,0.0196838,-0.00326538,-0.143066,-13.175,39.975,-73.45,441,-29800
102,24564,0.0813477,0.77041,10.0584,2.27417,-0.0494385,-16.463,-2.99072,-0.366211,-1.28174,0.989471,0.0196533,-0.00326538,-0.143097,-13.2833,39.8417,-73.4667,441,-29800
108,24570,0.0526367,0.756055,10.0823,2.26318,-0.0494385,-16.4685,-3.11279,-0.549316,-1.28174,0.989441,0.0195618,-0.00326538,-0.143127,-13.375,39.725,-73.4917,441,-29800
114,24576,0.0382813,0.736914,10.0919,2.2522,-0.0494385,-16.474,-2.92969,-0.244141,-0.976563,0.989441,0.0195007,-0.00326538,-0.143188,-13.0417,39.6167,-73.5167,441,-29800
120,24582,0.00957031,0.722559,10.0775,2.2467,-0.0549316,-16.474,-2.50244,-0.244141,-0.183105,0.989441,0.0194092,-0.00326538,-0.143219,-13.25,39.3917,-73.5167,441,-29800
126,24588,0.0287109,0.712988,10.0632,2.24121,-0.0494385,-16.4685,-1.64795,0.610352,1.15967,0.989441,0.0193176,-0.00326538,-0.143188,-13.35,39.2833,-73.5333,441,-29800
132,24594,0.0382813,0.712988,10.068,2.24121,-0.0439453,-16.4575,-1.52588,0.915527,1.64795,0.989471,0.0192871,-0.00323486,-0.143158,-13.425,39.1833,-73.5417,441,-29800
138,24600,0.0382813,0.712988,10.0823,2.23572,-0.0384521,-16.452,-1.40381,0.976563,1.52588,0.989471,0.0192871,-0.00317383,-0.143097,-13.5083,39.1083,-73.5583,441,-29800
144,24606,0.0430664,0.712988,10.1206,2.23572,-0.032959,-16.4465,-1.52588,1.2207,1.28174,0.989471,0.0192871,-0.00314331,-0.143036,-13.575,39.475,-73.5667,441,-29800
150,24612,-0.00478516,0.746484,10.1397,2.23572,-0.0274658,-16.441,-1.89209,1.2207,0.732422,0.989471,0.0192871,-0.00308228,-0.142975,-13.6917,39.275,-73.575,441,-29800
156,24618,0.0143555,0.698633,10.1732,2.23022,-0.0219727,-16.441,-2.56348,0.305176,-0.305176,0.989502,0.0192261,-0.00299072,-0.142975,-13.3417,39.1833,-73.5583,441,-29800
162,24624,-0.00478516,0.703418,10.1732,2.21375,-0.0219727,-16.441,-2.74658,0.244141,-0.366211,0.989502,0.019165,-0.00296021,-0.142975,-13.0167,39.1083,-73.5333,441,-29800
168,24630,-0.00957031,0.703418,10.1685,2.20276,-0.0219727,-16.441,-2.74658,-0.12207,-0.366211,0.989502,0.0190735,-0.00296021,-0.142975,-12.7167,39.4583,-73.4833,441,-29800
174,24636,0,0.717773,10.1397,2.19727,-0.0219727,-16.4465,-2.62451,0.0610352,-0.610352,0.989502,0.0190125,-0.00296021,-0.142975,-12.875,39.7833,-73.4417,441,-29800
180,24642,0.062207,0.818262,10.0871,2.19177,-0.0219727,-16.4465,-2.19727,0,-0.549316,0.989502,0.0189514,-0.00292969,-0.142975,-13.125,40.325,-73.3667,441,-29800
186,24648,-0.0430664,0.722559,10.1206,2.18628,-0.0219727,-16.4465,-1.83105,0.305176,0.183105,0.989502,0.0188904,-0.00292969,-0.143005,-12.8167,40.5583,-73.4083,441,-29800
192,24654,-0.0861328,0.689063,10.1062,2.18628,-0.0164795,-16.4355,-1.40381,1.15967,0.732422,0.989502,0.0188599,-0.00292969,-0.142975,-12.5417,40.3417,-73.4667,441,-29800
198,24660,-0.0526367,0.708203,10.1493,2.18628,-0.0109863,-16.4301,-1.2207,1.15967,0.976563,0.989502,0.0188599,-0.00286865,-0.142914,-12.7167,40.1833,-73.5167,441,-29800
204,24666,-0.0143555,0.75127,10.1541,2.18628,-0.00549316,-16.4191,-1.0376,1.09863,1.2207,0.989502,0.0188599,-0.00280762,-0.142853,-12.8667,40.0417,-73.5917,441,-29800
210,24672,0,0.741699,10.1732,2.18628,0,-16.4136,-1.15967,1.2207,1.09863,0.989532,0.0188599,-0.0027771,-0.142792,-13.1,39.7583,-73.6333,441,-29800
216,24678,-0.0191406,0.712988,10.2067,2.18628,0,-16.4081,-1.77002,0.854492,0.244141,0.989532,0.0188904,-0.00268555,-0.1427,-13.1917,40.05,-73.625,441,-29800
222,24684,-0.0574219,0.722559,10.2163,2.18079,0.00549316,-16.4081,-1.70898,0.610352,0,0.989532,0.0188599,-0.00265503,-0.14267,-13.275,40.3167,-73.6083,441,-29800
228,24690,-0.0334961,0.727344,10.2259,2.17529,0.0109863,-16.4081,-1.89209,0.366211,-0.427246,0.989532,0.0188293,-0.00262451,-0.14267,-13.3667,40.5417,-73.625,441,-29800
234,24696,-0.0382813,0.722559,10.245,2.17529,0.0109863,-16.4136,-1.70898,0.305176,-0.854492,0.989532,0.0188293,-0.00259399,-0.14267,-13.45,40.7583,-73.625,441,-29800
240,24702,-0.062207,0.736914,10.2402,2.1698,0.0109863,-16.4191,-1.52588,0.244141,-1.15967,0.989532,0.0187988,-0.00259399,-0.142731,-13.5917,41.1,-73.6333,441,-29800
246,24708,-0.0765625,0.75127,10.1876,2.1698,0.0109863,-16.4246,-1.09863,0.0610352,-0.549316,0.989532,0.0187683,-0.00256348,-0.142822,-13.65,41.2417,-73.6417,441,-29800
252,24714,-0.119629,0.789551,10.1254,2.17529,0.0109863,-16.4301,-0.854492,-0.183105,-0.244141,0.989502,0.0187988,-0.00256348,-0.142853,-13.7,41.3667,-73.6333,441,-29800
258,24720,-0.0813477,0.808691,10.068,2.17529,0.0109863,-16.4301,-1.09863,-0.12207,0.183105,0.989502,0.0187988,-0.00256348,-0.142853,-13.7333,41.4917,-73.6417,441,-29800
264,24726,-0.0717773,0.808691,10.0823,2.17529,0.0109863,-16.4301,-1.46484,-0.305176,0.183105,0.989502,0.0187988,-0.00256348,-0.142853,-13.775,41.5917,-73.6667,441,-29800
270,24732,-0.0287109,0.827832,10.0345,2.1698,0.0109863,-16.4246,-1.58691,-0.12207,0.549316,0.989502,0.0187988,-0.00256348,-0.142853,-13.8583,41.025,-73.7,441,-29800
276,24738,-0.0430664,0.784766,10.0393,2.1698,0.0109863,-16.4246,-2.01416,-0.12207,1.0376,0.989532,0.0187683,-0.00256348,-0.142822,-13.9,40.8083,-73.7333,441,-29800
282,24744,-0.0239258,0.75127,10.0728,2.15881,0.0109863,-16.4191,-2.13623,-0.0610352,1.28174,0.989532,0.0187378,-0.00256348,-0.142792,-13.925,40.6,-73.7167,441,-29800
288,24750,-0.0143555,0.712988,10.0919,2.15881,0.0109863,-16.4136,-2.0752,0.0610352,1.40381,0.989532,0.0186768,-0.00256348,-0.142761,-13.95,40.3833,-73.7,441,-29800
294,24756,-0.0239258,0.641211,10.1445,2.15332,0.0109863,-16.4081,-1.95313,0.0610352,1.46484,0.989532,0.0186462,-0.00256348,-0.142731,-13.975,40.1833,-73.6917,441,-29800
300,24762,0,0.607715,10.1254,2.14783,0.0109863,-16.4026,-1.77002,0.183105,1.52588,0.989532,0.0186157,-0.00253296,-0.14267,-14.0167,40.2417,-73.6083,441,-29800
306,24768,0.0191406,0.60293,10.1972,2.14783,0.0109863,-16.3971,-1.52588,0.244141,1.09863,0.989563,0.0185852,-0.00253296,-0.142609,-14.0167,40.075,-73.575,441,-29800
312,24774,0.0287109,0.626855,10.2259,2.14783,0.0164795,-16.3971,-1.34277,0.305176,0.610352,0.989563,0.0185852,-0.00250244,-0.142578,-14.025,39.9,-73.5333,441,-29800
318,24780,0.0430664,0.631641,10.1972,2.14783,0.0164795,-16.3971,-1.34277,0.244141,0.0610352,0.989563,0.0185547,-0.00250244,-0.142578,-14.0333,40.1833,-73.525,441,-29800
324,24786,-0.00957031,0.636426,10.2642,2.14233,0.0219727,-16.4026,-1.2207,0.427246,-0.244141,0.989563,0.0185547,-0.00247192,-0.142609,-14.05,40.4167,-73.5417,441,-29800
330,24792,0.0143555,0.660352,10.245,2.14783,0.0219727,-16.4081,-0.549316,0.549316,-0.244141,0.989563,0.0185547,-0.00247192,-0.142639,-14.0417,40.8333,-73.5583,441,-29800
336,24798,-0.0191406,0.698633,10.202,2.15332,0.0274658,-16.4081,0.244141,0.732422,0,0.989532,0.0186462,-0.00241089,-0.14267,-14.025,40.5917,-73.5667,441,-29800
342,24804,-0.0478516,0.712988,10.178,2.1698,0.032959,-16.4081,0.549316,0.549316,0.427246,0.989532,0.0187073,-0.00241089,-0.1427,-14.0167,40.4083,-73.5417,441,-29800
348,24810,-0.0334961,0.727344,10.1732,2.17529,0.032959,-16.4081,0.671387,0.549316,0.610352,0.989532,0.0187683,-0.00238037,-0.1427,-14.0333,40.2417,-73.55,441,-29800
354,24816,-0.0478516,0.736914,10.1445,2.18628,0.0384521,-16.4081,0.427246,0.366211,0.915527,0.989532,0.0188599,-0.00238037,-0.1427,-14.05,40.0833,-73.5917,441,-29800
360,24822,-0.0430664,0.741699,10.1589,2.19177,0.0384521,-16.4081,0,0.183105,0.976563,0.989532,0.0189209,-0.00234985,-0.1427,-13.6667,39.775,-73.65,441,-29800
366,24828,-0.0287109,0.703418,10.1732,2.19727,0.0384521,-16.4026,-0.366211,-0.244141,0.732422,0.989532,0.0190125,-0.00238037,-0.142639,-13.725,39.6333,-73.725,441,-29800
372,24834,-0.0191406,0.665137,10.1732,2.20276,0.032959,-16.4026,-0.488281,-0.427246,0.488281,0.989532,0.019043,-0.00238037,-0.142639,-13.7667,39.5083,-73.7417,441,-29800
378,24840,-0.0143555,0.674707,10.1062,2.20276,0.032959,-16.4081,-0.488281,-0.488281,0.366211,0.989532,0.0190735,-0.00241089,-0.142639,-13.8,39.4333,-73.7333,441,-29800
384,24846,-0.0191406,0.674707,10.1541,2.20825,0.0274658,-16.4081,-0.732422,-0.549316,0,0.989532,0.019104,-0.00244141,-0.14267,-13.8417,39.3583,-73.7333,441,-29800
390,24852,-0.0191406,0.689063,10.1541,2.20825,0.0274658,-16.4136,-1.09863,-0.671387,-0.0610352,0.989532,0.019104,-0.00247192,-0.1427,-13.9,39.1833,-73.75,441,-29800
396,24858,0.00957031,0.669922,10.1637,2.20276,0.0219727,-16.4191,-1.83105,-1.46484,-0.854492,0.989532,0.0190735,-0.00253296,-0.142761,-13.9167,39.525,-73.7667,441,-29800
402,24864,0.0143555,0.689063,10.1828,2.19727,0.00549316,-16.4355,-2.19727,-1.40381,-1.2207,0.989502,0.019043,-0.00259399,-0.142822,-13.925,39.8167,-73.7583,441,-29800
408,24870,0,0.679492,10.202,2.19177,0,-16.4465,-2.13623,-1.28174,-1.64795,0.989502,0.0189819,-0.00262451,-0.142914,-13.9417,40.0833,-73.7417,441,-29800
414,24876,0,0.708203,10.202,2.18628,0,-16.4575,-1.64795,-1.0376,-1.52588,0.989502,0.0189209,-0.00268555,-0.143005,-13.95,40.3417,-73.7167,441,-29800
420,24882,-0.0239258,0.736914,10.1876,2.18628,0,-16.4685,-1.28174,-0.976563,-1.52588,0.989471,0.0188904,-0.00271606,-0.143097,-14,39.9667,-73.675,441,-29800
426,24888,-0.0478516,0.77041,10.1254,2.18628,-0.00549316,-16.474,-0.244141,-0.732422,-0.244141,0.989471,0.0188904,-0.0027771,-0.143219,-13.6083,39.8083,-73.6917,441,-29800
432,24894,-0.0382813,0.775195,10.0728,2.19727,-0.0109863,-16.474,0,-0.427246,0.12207,0.989441,0.0189209,-0.00280762,-0.14325,-13.2583,40.0917,-73.7,441,-29800
438,24900,-0.0239258,0.799121,10.0536,2.20276,-0.0109863,-16.4685,0.0610352,-0.183105,0.549316,0.989441,0.0189514,-0.00283813,-0.14325,-13.3583,40.325,-73.6917,441,-29800
444,24906,-0.0287109,0.803906,10.0488,2.20825,-0.0109863,-16.4685,-0.0610352,0,0.549316,0.989471,0.0190125,-0.00286865,-0.143219,-13.4417,40.5417,-73.6833,441,-29800
450,24912,-0.0191406,0.823047,10.0153,2.21375,-0.0109863,-16.463,-0.0610352,0.244141,0.549316,0.989471,0.0190735,-0.00286865,-0.143188,-13.1083,40.7583,-73.6583,441,-29800
456,24918,-0.062207,0.827832,10.0584,2.21924,-0.00549316,-16.4575,-0.305176,0.305176,0.854492,0.989471,0.0191345,-0.00283813,-0.143127,-12.9083,40.35,-73.6167,433,-29799
462,24924,-0.0861328,0.808691,10.0871,2.22473,-0.00549316,-16.4465,-0.305176,0.305176,0.793457,0.989471,0.0191956,-0.00283813,-0.143066,-12.625,40.2083,-73.5917,433,-29799
468,24930,-0.0382813,0.789551,10.1062,2.23022,0,-16.441,-0.549316,0.12207,0.854492,0.989471,0.0192261,-0.00280762,-0.143005,-12.7833,40.0917,-73.6,433,-29799
474,24936,-0.0717773,0.789551,10.1254,2.23022,0,-16.4355,-0.610352,0,0.854492,0.989502,0.0192566,-0.00280762,-0.142975,-12.925,39.9667,-73.6,433,-29799
480,24942,-0.0239258,0.784766,10.1158,2.23572,0,-16.4355,-0.854492,0,0.854492,0.989502,0.0192871,-0.00280762,-0.142914,-13.0333,39.8167,-73.5667,433,-29799
486,24948,-0.0813477,0.799121,10.1541,2.23572,0,-16.4301,-1.2207,-0.244141,0.610352,0.989502,0.0193176,-0.00280762,-0.142853,-13.225,39.575,-73.55,433,-29799
492,24954,-0.0861328,0.813477,10.1541,2.23572,-0.00549316,-16.4246,-1.2207,-0.427246,0.549316,0.989502,0.0193176,-0.00283813,-0.142853,-13.3083,39.4667,-73.5667,433,-29799
498,24960,-0.0382813,0.803906,10.1445,2.23572,-0.00549316,-16.4246,-1.34277,-0.610352,0.305176,0.989502,0.0192871,-0.00283813,-0.142822,-12.9917,39.3917,-73.6,433,-29799
504,24966,-0.0382813,0.784766,10.1206,2.23572,-0.0109863,-16.4246,-1.46484,-0.976563,0.366211,0.989502,0.0192871,-0.00286865,-0.142822,-13.1083,39.3083,-73.65,433,-29799
510,24972,-0.0143555,0.756055,10.1254,2.23022,-0.0164795,-16.4246,-1.40381,-0.854492,0.366211,0.989502,0.0192871,-0.00289917,-0.142822,-13.225,39.225,-73.6667,433,-29799
516,24978,-0.0191406,0.775195,10.068,2.23022,-0.0164795,-16.4246,-1.09863,-0.732422,0.976563,0.989502,0.0192566,-0.00296021,-0.142792,-13.4083,39.4417,-73.6333,433,-29799
522,24984,0,0.77998,10.068,2.23572,-0.0219727,-16.4136,-0.976563,-0.610352,1.0376,0.989502,0.0192566,-0.00299072,-0.142761,-13.4917,39.75,-73.6083,433,-29799
528,24990,0.0239258,0.789551,10.0536,2.23572,-0.0274658,-16.4081,-0.793457,-0.12207,1.34277,0.989532,0.0192566,-0.00302124,-0.142731,-13.5667,40.0333,-73.6,433,-29799
534,24996,-0.00478516,0.75127,10.0488,2.24121,-0.0274658,-16.4026,-0.793457,-0.12207,1.15967,0.989532,0.0192871,-0.00302124,-0.1427,-13.625,40.2667,-73.6167,433,-29799
540,25002,0.0334961,0.741699,10.044,2.24121,-0.0274658,-16.3971,-0.915527,0,1.28174,0.989532,0.0193176,-0.00302124,-0.142639,-13.2667,40.475,-73.625,433,-29799
546,25008,0.0478516,0.703418,10.0488,2.24121,-0.0219727,-16.3916,-1.40381,0.0610352,1.2207,0.989563,0.0193176,-0.00302124,-0.142517,-13.4417,40.8333,-73.6667,433,-29799
552,25014,0.0669922,0.708203,10.0488,2.24121,-0.0219727,-16.3806,-1.40381,-0.0610352,1.28174,0.989563,0.0193176,-0.00299072,-0.142487,-13.525,40.5833,-73.6417,433,-29799
558,25020,0.0526367,0.712988,10.0632,2.23572,-0.0219727,-16.3751,-1.70898,-0.0610352,1.2207,0.989563,0.0193176,-0.00299072,-0.142426,-13.5833,40.375,-73.625,433,-29799
564,25026,0.0526367,0.698633,10.1015,2.23022,-0.0219727,-16.3696,-1.95313,0.0610352,1.09863,0.989563,0.0192871,-0.00299072,-0.142395,-13.6333,40.1833,-73.6167,433,-29799
570,25032,0.0574219,0.689063,10.1206,2.23022,-0.0274658,-16.3696,-2.13623,-0.305176,0.854492,0.989563,0.0192566,-0.00299072,-0.142365,-13.6667,40.0167,-73.5667,433,-29799
576,25038,0.0765625,0.665137,10.1397,2.22473,-0.0274658,-16.3696,-2.01416,0,0.427246,0.989594,0.019165,-0.00299072,-0.142303,-13.7667,39.6917,-73.5333,433,-29799
582,25044,0.0574219,0.684277,10.1589,2.21375,-0.0274658,-16.3641,-1.83105,0,0.244141,0.989594,0.0191345,-0.00299072,-0.142303,-13.8083,39.5583,-73.5167,433,-29799
588,25050,0.0526367,0.665137,10.1541,2.21375,-0.0274658,-16.3696,-1.46484,0.183105,0.183105,0.989594,0.019104,-0.00299072,-0.142303,-13.4333,39.4417,-73.5333,433,-29799
594,25056,0.0382813,0.665137,10.1541,2.21375,-0.0219727,-16.3696,-1.2207,0.427246,0.0610352,0.989594,0.019104,-0.00299072,-0.142303,-13.5167,39.3333,-73.5417,433,-29799
600,25062,0.0143555,0.674707,10.135,2.21375,-0.0219727,-16.3696,-1.15967,0.549316,0.183105,0.989594,0.019104,-0.00296021,-0.142334,-13.5833,39.225,-73.5583,433,-29799
606,25068,0.00957031,0.717773,10.1302,2.21375,-0.0164795,-16.3641,-1.15967,0.366211,0.183105,0.989594,0.019104,-0.00292969,-0.142303,-12.9333,39.8333,-73.55,433,-29799
612,25074,-0.0191406,0.722559,10.1302,2.21375,-0.0164795,-16.3586,-1.2207,0.183105,0.12207,0.989594,0.019104,-0.00289917,-0.142273,-12.65,39.6833,-73.5417,433,-29799
618,25080,0.0239258,0.746484,10.1302,2.21375,-0.0164795,-16.3531,-1.34277,0.12207,0,0.989594,0.019104,-0.00289917,-0.142242,-12.3917,39.975,-73.55,433,-29799
624,25086,0.0191406,0.736914,10.0584,2.20825,-0.0164795,-16.3477,-1.77002,-0.0610352,0,0.989594,0.019104,-0.00289917,-0.142212,-12.1583,40.2333,-73.5833,433,-29799
630,25092,0.00957031,0.736914,10.0775,2.20276,-0.0164795,-16.3477,-2.19727,-0.366211,-0.244141,0.989594,0.0190735,-0.00289917,-0.142151,-11.95,40.05,-73.6167,433,-29799
636,25098,0.00478516,0.712988,10.111,2.19727,-0.0219727,-16.3422,-2.50244,-0.244141,-0.305176,0.989624,0.0189514,-0.00289917,-0.14212,-12.375,39.7333,-73.6417,433,-29799
642,25104,0.00478516,0.693848,10.1397,2.18628,-0.0219727,-16.3422,-2.2583,-0.183105,-0.0610352,0.989624,0.0188904,-0.00292969,-0.14212,-12.55,39.6333,-73.65,433,-29799
648,25110,0,0.693848,10.1493,2.18079,-0.0219727,-16.3422,-2.01416,-0.0610352,-0.183105,0.989624,0.0188599,-0.00292969,-0.14209,-12.7,39.525,-73.6667,433,-29799
654,25116,0,0.708203,10.1302,2.17529,-0.0219727,-16.3422,-1.70898,0.244141,0,0.989624,0.0187988,-0.00292969,-0.14209,-12.8417,39.4167,-73.675,433,-29799
660,25122,0,0.708203,10.1158,2.17529,-0.0219727,-16.3422,-1.2207,0.488281,0.0610352,0.989624,0.0187988,-0.00289917,-0.14209,-12.9583,39.3,-73.65,433,-29799
666,25128,-0.00957031,0.717773,10.135,2.17529,-0.0164795,-16.3422,-0.976563,1.09863,0.244141,0.989624,0.0187988,-0.00283813,-0.14209,-13.1917,39.5167,-73.6,433,-29799
672,25134,-0.00478516,0.736914,10.135,2.18079,-0.00549316,-16.3367,-0.793457,0.976563,0.305176,0.989624,0.0187988,-0.00280762,-0.142059,-12.8833,39.4167,-73.5917,433,-29799
678,25140,-0.0191406,0.741699,10.1828,2.18079,0,-16.3312,-0.793457,0.793457,0.305176,0.989624,0.0188293,-0.00274658,-0.142029,-12.625,39.325,-73.6083,433,-29799
684,25146,-0.0478516,0.746484,10.1685,2.18079,0,-16.3257,-1.0376,0.610352,0.183105,0.989624,0.0188599,-0.00271606,-0.141998,-12.3917,39.2417,-73.6333,441,-29800
690,25152,-0.0861328,0.775195,10.1685,2.18079,0,-16.3202,-1.40381,0.366211,0.0610352,0.989624,0.0188599,-0.00268555,-0.141968,-12.175,39.1667,-73.625,441,-29800
696,25158,-0.062207,0.784766,10.1685,2.18079,0,-16.3202,-1.83105,-0.366211,-0.305176,0.989655,0.0188293,-0.00265503,-0.141907,-11.8,39.825,-73.5667,441,-29800
702,25164,-0.0430664,0.784766,10.135,2.1698,0,-16.3092,-2.01416,-0.427246,-0.488281,0.989655,0.0187988,-0.00268555,-0.141846,-11.625,40.0917,-73.525,441,-29800
708,25170,-0.0717773,0.784766,10.1062,2.16431,0,-16.3037,-2.31934,-0.427246,-0.366211,0.989655,0.0187683,-0.00268555,-0.141815,-11.4667,40.3333,-73.5,441,-29800
714,25176,-0.0382813,0.756055,10.1254,2.16431,0,-16.2982,-2.2583,-0.610352,-0.244141,0.989655,0.0187073,-0.00268555,-0.141785,-11.325,40.5583,-73.475,441,-29800
720,25182,-0.0430664,0.736914,10.1302,2.15881,-0.00549316,-16.2982,-2.2583,-0.488281,0,0.989685,0.0186768,-0.00271606,-0.141754,-11.6083,40.325,-73.425,441,-29800
726,25188,-0.0287109,0.679492,10.1493,2.15332,-0.00549316,-16.2872,-1.77002,-0.305176,1.09863,0.989685,0.0185852,-0.00274658,-0.141632,-12.1,40.375,-73.3917,441,-29800
732,25194,-0.0191406,0.684277,10.1302,2.14783,-0.00549316,-16.2708,-1.58691,0.0610352,1.15967,0.989716,0.0185547,-0.00274658,-0.141571,-12.3167,40.6083,-73.3917,441,-29800
738,25200,0.0143555,0.698633,10.1732,2.14783,-0.00549316,-16.2653,-1.34277,0.244141,0.915527,0.989716,0.0185547,-0.00271606,-0.14151,-12.5,40.8,-73.45,441,-29800
744,25206,0,0.689063,10.1445,2.14783,-0.00549316,-16.2598,-0.854492,0.427246,1.09863,0.989716,0.0185242,-0.00271606,-0.141449,-12.675,40.9917,-73.5167,441,-29800
750,25212,-0.00957031,0.703418,10.1541,2.14783,0,-16.2543,-0.793457,0.732422,0.671387,0.989716,0.0185547,-0.00268555,-0.141388,-12.8333,40.725,-73.6,441,-29800
756,25218,-0.0287109,0.708203,10.1637,2.14783,0,-16.2488,-1.28174,0.366211,0.488281,0.989746,0.0185852,-0.00265503,-0.141296,-13.0833,40.3333,-73.725,441,-29800
762,25224,-0.0287109,0.712988,10.1828,2.14783,0,-16.2488,-1.34277,0.12207,0.244141,0.989746,0.0185852,-0.00262451,-0.141296,-13.1833,40.175,-73.725,441,-29800
768,25230,-0.0382813,0.693848,10.245,2.14783,0,-16.2488,-1.28174,0.0610352,0.0610352,0.989746,0.0185852,-0.00262451,-0.141296,-13.275,40.0083,-73.725,441,-29800
774,25236,-0.0334961,0.717773,10.2163,2.14783,0,-16.2488,-1.09863,0.0610352,0,0.989746,0.0185852,-0.00259399,-0.141296,-13.3583,39.875,-73.7167,441,-29800
780,25242,-0.0526367,0.732129,10.2115,2.14783,0,-16.2488,-0.915527,0.0610352,0,0.989746,0.0185852,-0.00259399,-0.141296,-13.425,39.7417,-73.675,441,-29800
786,25248,0,0.741699,10.1541,2.15332,0,-16.2543,-1.09863,-0.488281,0.366211,0.989746,0.0185852,-0.00262451,-0.141327,-13.5417,39.4833,-73.6583,441,-29800
792,25254,-0.00957031,0.708203,10.1541,2.15332,0,-16.2543,-1.15967,-0.549316,0.366211,0.989746,0.0185852,-0.00262451,-0.141327,-13.6,39.7917,-73.65,441,-29800
798,25260,-0.00957031,0.717773,10.1589,2.15332,0,-16.2488,-1.15967,-0.488281,0.549316,0.989746,0.0185852,-0.00265503,-0.141327,-13.6583,40.075,-73.6667,433,-29799
804,25266,-0.00957031,0.717773,10.1589,2.15332,-0.00549316,-16.2488,-1.2207,-0.610352,0.427246,0.989746,0.0185852,-0.00268555,-0.141327,-13.3,40.3083,-73.6833,433,-29799
810,25272,0,0.708203,10.1302,2.14783,-0.00549316,-16.2488,-1.28174,-0.549316,0.305176,0.989746,0.0185852,-0.00271606,-0.141296,-13.3917,40.5333,-73.6833,433,-29799
816,25278,-0.0382813,0.732129,10.1589,2.14783,-0.0109863,-16.2488,-1.2207,-0.488281,0.12207,0.989746,0.0185547,-0.00274658,-0.141296,-13.5417,40.5667,-73.6083,433,-29799
822,25284,-0.00478516,0.732129,10.1015,2.14783,-0.0109863,-16.2543,-1.09863,-0.427246,0.12207,0.989746,0.0185547,-0.00274658,-0.141327,-13.5917,40.3583,-73.5667,433,-29799
