TimeSinceCollection,Timestamp,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,AngularVelX,AngularVelY,AngularVelZ,Q1,Q2,Q3,Q4,MagX,MagY,MagZ,Height,Airpressure
0,59026,0.344531,0.894824,10.2402,4.95483,-1.74683,-135.341,2.13623,-6.46973,-3.2959,0.380096,0.00231934,-0.0457764,-0.923737,-27.7917,-29.6167,-65.2417,4672,-30307
6,59032,0.349316,0.880469,10.245,4.96582,-1.77429,-135.346,2.44141,-7.75146,-3.66211,0.380066,0.00210571,-0.04599,-0.923767,-27.8,-29.5917,-65.2083,4672,-30307
12,59038,0.325391,0.861328,10.2498,4.9823,-1.81274,-135.357,2.80762,-8.91113,-4.21143,0.380005,0.00186157,-0.0462341,-0.923767,-27.7917,-29.575,-65.2167,4672,-30307
18,59044,0.373242,0.880469,10.3072,5.00427,-1.85669,-135.368,3.72314,-9.8877,-4.5166,0.379913,0.0015564,-0.0465088,-0.923798,-27.7667,-29.5417,-65.2083,4672,-30307
24,59050,0.416309,0.942676,10.2689,5.02625,-1.90063,-135.385,6.16455,-9.39941,-4.76074,0.379791,0.00131226,-0.046875,-0.923828,-27.75,-29.5083,-65.1417,4672,-30307
30,59056,0.44502,1.0001,10.2785,5.09216,-1.97754,-135.412,6.65283,-8.91113,-4.82178,0.379608,0.00088501,-0.0476685,-0.923859,-27.675,-29.4167,-65.0083,4672,-30307
36,59062,0.46416,1.01445,10.2115,5.13062,-2.0105,-135.423,6.89697,-8.72803,-4.3335,0.379517,0.000701904,-0.0480652,-0.923889,-27.6583,-29.3667,-64.925,4672,-30307
42,59068,0.478516,1.04795,10.1685,5.16357,-2.04895,-135.434,6.83594,-8.72803,-3.78418,0.379456,0.000518799,-0.0484619,-0.923889,-27.6417,-29.3417,-64.8583,4672,-30307
48,59074,0.516797,1.0958,10.1254,5.19653,-2.0874,-135.439,6.71387,-8.91113,-3.05176,0.379395,0.000305176,-0.0488892,-0.923889,-27.625,-29.3083,-64.7917,4672,-30307
54,59080,0.607715,1.17715,10.1445,5.23499,-2.13135,-135.445,6.5918,-9.82666,-2.0752,0.379395,6.10E-05,-0.0492859,-0.923859,-27.625,-29.3,-64.7333,4672,-30307
60,59086,0.626855,1.16758,10.1828,5.3009,-2.22473,-135.45,6.65283,-9.8877,-2.2583,0.379364,-0.000396729,-0.0501404,-0.923828,-27.5917,-29.2917,-64.7,4672,-30307
66,59092,0.641211,1.20586,10.1924,5.33386,-2.26318,-135.45,6.34766,-9.39941,-2.2583,0.379364,-0.000640869,-0.0505371,-0.923828,-27.575,-29.2833,-64.6833,4672,-30307
72,59098,0.717773,1.22979,10.1637,5.36682,-2.30713,-135.456,6.04248,-8.66699,-2.50244,0.379333,-0.000854492,-0.0509338,-0.923798,-27.5583,-29.2417,-64.6333,4672,-30307
78,59104,0.727344,1.24414,10.111,5.39429,-2.34009,-135.461,5.7373,-8.05664,-2.80762,0.379272,-0.0010376,-0.0513,-0.923798,-27.55,-29.6333,-64.5833,4672,-30307
84,59110,0.746484,1.26328,10.1206,5.42175,-2.37305,-135.472,4.82178,-6.7749,-2.56348,0.379242,-0.0012207,-0.0516052,-0.923798,-27.525,-29.9583,-64.5167,4672,-30307
90,59116,0.741699,1.26328,10.0919,5.47119,-2.43347,-135.489,4.08936,-6.22559,-2.50244,0.37912,-0.0015564,-0.0521851,-0.923828,-27.4667,-30.4833,-64.4083,4672,-30307
96,59122,0.708203,1.29199,10.068,5.49316,-2.46094,-135.5,3.78418,-5.67627,-2.44141,0.379028,-0.00170898,-0.0524597,-0.923828,-27.4333,-30.7333,-64.3917,4672,-30307
102,59128,0.703418,1.26807,10.1015,5.50415,-2.48291,-135.505,2.68555,-4.76074,-2.13623,0.378998,-0.00183105,-0.0526428,-0.923859,-27.8167,-30.9583,-64.3333,4672,-30307
108,59134,0.727344,1.27285,10.0871,5.52063,-2.4939,-135.511,2.0752,-3.54004,-1.77002,0.378967,-0.00192261,-0.0527954,-0.923859,-28.1667,-31.1583,-64.2833,4672,-30307
114,59140,0.746484,1.23936,10.1254,5.52612,-2.51038,-135.516,0.976563,-1.2207,-0.915527,0.378937,-0.00198364,-0.0529175,-0.923859,-28.0667,-31.3333,-64.2333,4672,-30307
120,59146,0.746484,1.225,10.1062,5.5426,-2.51587,-135.511,0.915527,-0.0610352,0,0.378937,-0.00198364,-0.0530396,-0.923828,-27.9,-31.6167,-64.1333,4672,-30307
126,59152,0.732129,1.23936,10.1062,5.5426,-2.51038,-135.505,0.610352,0.610352,0.610352,0.378998,-0.00195313,-0.0530701,-0.923828,-27.8333,-31.7333,-64.0833,4672,-30307
132,59158,0.708203,1.27285,10.111,5.5481,-2.50488,-135.5,0.183105,1.0376,0.854492,0.379028,-0.00189209,-0.0530701,-0.923798,-27.775,-31.8417,-64.0667,4672,-30307
138,59164,0.708203,1.24414,10.1493,5.5481,-2.49939,-135.494,-0.244141,1.46484,1.0376,0.379089,-0.00183105,-0.0530701,-0.923767,-27.7083,-31.925,-64.0083,4672,-30307
144,59170,0.60293,1.20107,10.1445,5.5481,-2.4939,-135.489,-0.976563,2.86865,0.610352,0.37912,-0.00177002,-0.053009,-0.923767,-27.65,-32,-63.9333,4672,-30307
150,59176,0.574219,1.16758,10.1158,5.5426,-2.46094,-135.478,-1.46484,3.35693,0.793457,0.379211,-0.0015564,-0.0528564,-0.923737,-27.55,-32.15,-63.8,4672,-30307
156,59182,0.516797,1.13408,10.1397,5.53162,-2.44446,-135.472,-1.77002,3.78418,0.976563,0.379242,-0.00143433,-0.0527649,-0.923737,-27.5167,-32.225,-63.7083,4672,-30307
162,59188,0.483301,1.0958,10.1397,5.52612,-2.42798,-135.467,-1.46484,4.15039,1.58691,0.379303,-0.00131226,-0.0526428,-0.923706,-27.4917,-32.2917,-63.675,4672,-30307
168,59194,0.44502,1.07187,10.1302,5.52612,-2.40601,-135.456,-1.28174,4.3335,1.70898,0.379364,-0.00115967,-0.0525513,-0.923706,-27.4583,-32.3583,-63.6583,4672,-30307
174,59200,0.411523,1.10537,10.1493,5.52063,-2.38953,-135.45,0.12207,3.54004,1.70898,0.379425,-0.00100708,-0.0524902,-0.923676,-27.4333,-32.4333,-63.65,4672,-30307
180,59206,0.440234,1.12451,10.111,5.53162,-2.36206,-135.439,0.732422,2.56348,0.915527,0.379486,-0.000762939,-0.0524597,-0.923645,-27.3833,-32.5333,-63.6667,4672,-30307
186,59212,0.416309,1.15322,10.0919,5.53711,-2.35657,-135.439,1.28174,1.58691,0.427246,0.379486,-0.000701904,-0.0524902,-0.923645,-27.3583,-32.5583,-63.6667,4672,-30307
192,59218,0.416309,1.17715,10.068,5.5481,-2.35107,-135.439,1.52588,0.915527,-0.183105,0.379456,-0.000640869,-0.0525818,-0.923645,-27.3667,-32.5667,-63.675,4672,-30307
198,59224,0.401953,1.21064,10.0632,5.55908,-2.35657,-135.45,1.64795,-0.183105,-0.854492,0.379425,-0.000610352,-0.0526733,-0.923676,-27.375,-32.575,-63.7167,4672,-30307
204,59230,0.397168,1.225,10.0201,5.57007,-2.35657,-135.456,1.77002,-1.46484,-1.46484,0.379333,-0.000610352,-0.0527649,-0.923706,-27.3833,-32.5833,-63.725,4672,-30307
210,59236,0.397168,1.25371,9.97705,5.59204,-2.37305,-135.478,1.40381,-1.70898,-1.46484,0.379181,-0.000671387,-0.053009,-0.923737,-27.4,-32.6167,-63.725,4672,-30307
216,59242,0.378027,1.26328,9.97705,5.60303,-2.38403,-135.489,1.34277,-1.89209,-1.28174,0.37912,-0.000732422,-0.0531006,-0.923767,-27.3833,-32.625,-63.75,4672,-30307
222,59248,0.416309,1.27764,9.99619,5.60852,-2.39502,-135.494,0.915527,-2.01416,-1.2207,0.379059,-0.000793457,-0.0531921,-0.923798,-27.375,-32.625,-63.7667,4672,-30307
228,59254,0.435449,1.30635,9.98184,5.61401,-2.40601,-135.505,0.549316,-2.44141,-1.0376,0.378998,-0.000854492,-0.0532837,-0.923798,-27.3667,-32.625,-63.8167,4672,-30307
234,59260,0.488086,1.28721,10.0105,5.61951,-2.41699,-135.505,0.244141,-2.19727,-0.427246,0.378967,-0.000946045,-0.0533752,-0.923828,-27.3583,-32.6167,-63.85,4672,-30307
240,59266,0.521582,1.30156,10.0105,5.625,-2.43347,-135.511,-0.244141,-1.2207,0,0.378937,-0.0010376,-0.0534668,-0.923828,-27.325,-32.625,-63.9,4672,-30307
246,59272,0.516797,1.30635,10.0058,5.625,-2.43896,-135.511,-0.671387,-0.732422,0.0610352,0.378937,-0.00106812,-0.0534668,-0.923828,-27.3167,-32.6417,-63.9083,4672,-30307
252,59278,0.535937,1.3207,9.99619,5.625,-2.43896,-135.511,-1.0376,-0.305176,0.488281,0.378937,-0.00109863,-0.0534668,-0.923828,-27.3,-32.675,-63.8917,4672,-30307
258,59284,0.550293,1.30156,10.0393,5.61951,-2.43896,-135.511,-1.34277,0.305176,0.610352,0.378937,-0.00112915,-0.0534363,-0.923828,-27.2833,-32.7,-63.85,4672,-30307
264,59290,0.512012,1.2585,10.0058,5.61951,-2.43896,-135.505,-1.28174,0.671387,0.610352,0.378967,-0.00109863,-0.0534058,-0.923798,-27.2833,-32.7083,-63.8083,4672,-30307
270,59296,0.44502,1.28242,9.99141,5.61401,-2.42798,-135.5,-1.15967,1.28174,0.732422,0.378998,-0.0010376,-0.0533447,-0.923798,-27.2917,-32.6667,-63.725,4672,-30307
276,59302,0.416309,1.30156,9.99619,5.61401,-2.42249,-135.5,-1.2207,1.2207,0.610352,0.379028,-0.00100708,-0.0533142,-0.923798,-27.2833,-32.6583,-63.7,4672,-30307
282,59308,0.401953,1.28242,9.96748,5.60852,-2.41699,-135.494,-1.34277,1.09863,0.976563,0.379059,-0.000976563,-0.0532837,-0.923767,-27.2917,-32.6583,-63.7083,4672,-30307
288,59314,0.421094,1.2585,9.99619,5.60303,-2.4115,-135.489,-1.64795,1.34277,1.34277,0.37912,-0.000946045,-0.0532227,-0.923767,-27.3083,-32.6833,-63.7333,4672,-30307
294,59320,0.516797,1.22979,9.99141,5.60303,-2.40601,-135.478,-1.46484,1.70898,1.52588,0.379181,-0.000915527,-0.0531616,-0.923737,-27.325,-32.7083,-63.7583,4672,-30307
300,59326,0.497656,1.225,10.0105,5.59204,-2.38953,-135.461,-1.89209,2.2583,1.95313,0.379333,-0.000793457,-0.0530396,-0.923676,-27.35,-32.6917,-63.8167,4672,-30307
306,59332,0.507227,1.2585,10.0153,5.58105,-2.37854,-135.45,-2.19727,2.44141,2.01416,0.379425,-0.000732422,-0.052948,-0.923645,-27.35,-32.6833,-63.7917,4672,-30307
312,59338,0.492871,1.20586,10.0153,5.57556,-2.36755,-135.439,-2.0752,2.13623,2.01416,0.379486,-0.000671387,-0.0528564,-0.923615,-27.3417,-32.6667,-63.7583,4672,-30307
318,59344,0.497656,1.20586,10.0393,5.57007,-2.36755,-135.428,-1.77002,1.46484,1.89209,0.379578,-0.000640869,-0.0527954,-0.923584,-27.3417,-32.6583,-63.75,4672,-30307
324,59350,0.502441,1.24893,10.0153,5.57007,-2.36206,-135.423,-1.52588,0.915527,1.46484,0.379639,-0.000640869,-0.0527649,-0.923584,-27.3417,-32.6667,-63.7333,4672,-30307
330,59356,0.521582,1.2585,10.001,5.56458,-2.36755,-135.412,-1.40381,-0.305176,1.15967,0.3797,-0.000671387,-0.0527039,-0.923553,-27.3333,-32.7167,-63.725,4672,-30307
336,59362,0.535937,1.27764,10.0201,5.55908,-2.37305,-135.406,-1.64795,-0.915527,0.915527,0.37973,-0.000732422,-0.0527039,-0.923523,-27.325,-32.7167,-63.725,4672,-30307
342,59368,0.579004,1.30156,10.0393,5.55359,-2.37854,-135.406,-1.83105,-1.15967,0.610352,0.379761,-0.000793457,-0.0527039,-0.923523,-27.3167,-32.7167,-63.7167,4672,-30307
348,59374,0.617285,1.31592,10.0632,5.5481,-2.38403,-135.406,-1.95313,-1.15967,0.244141,0.379761,-0.00088501,-0.0526733,-0.923523,-27.3083,-32.725,-63.6833,4672,-30307
354,59380,0.62207,1.31592,10.0297,5.5426,-2.38953,-135.412,-1.95313,-0.915527,-0.305176,0.37973,-0.000946045,-0.0526428,-0.923553,-27.3,-32.7083,-63.675,4672,-30307
360,59386,0.583789,1.29678,10.044,5.53162,-2.39502,-135.423,-2.2583,0,-1.2207,0.379608,-0.0010376,-0.0525818,-0.923584,-27.2833,-32.7167,-63.7167,4672,-30307
366,59392,0.583789,1.28721,10.0488,5.52063,-2.39502,-135.434,-2.62451,0.305176,-1.40381,0.379547,-0.0010376,-0.0524902,-0.923615,-27.2833,-32.725,-63.7583,4672,-30307
372,59398,0.588574,1.29678,10.0201,5.50964,-2.39502,-135.439,-3.17383,0.427246,-1.2207,0.379486,-0.00106812,-0.0523987,-0.923645,-27.2917,-32.7333,-63.8,4672,-30307
378,59404,0.593359,1.24893,10.0393,5.49866,-2.38953,-135.445,-3.72314,0.915527,-1.09863,0.379425,-0.00109863,-0.0522766,-0.923676,-27.2917,-32.75,-63.8167,4672,-30307
384,59410,0.531152,1.21064,10.0632,5.48218,-2.38403,-135.45,-3.96729,1.15967,-0.915527,0.379395,-0.00112915,-0.0521545,-0.923706,-27.2917,-32.7583,-63.7917,4672,-30307
390,59416,0.516797,1.20107,10.0488,5.45471,-2.36755,-135.456,-4.08936,2.13623,0,0.379364,-0.00109863,-0.0518494,-0.923737,-27.6917,-32.7667,-63.725,4672,-30307
396,59422,0.497656,1.19629,10.0967,5.43823,-2.36206,-135.45,-4.08936,2.31934,0.366211,0.379395,-0.00106812,-0.0516968,-0.923737,-28.05,-32.7667,-63.6833,4672,-30307
402,59428,0.468945,1.16279,10.0967,5.42175,-2.35107,-135.445,-3.78418,2.56348,0.732422,0.379456,-0.00100708,-0.0515442,-0.923737,-28.375,-32.7583,-63.6667,4672,-30307
408,59434,0.492871,1.15322,10.135,5.41077,-2.34009,-135.434,-3.54004,2.38037,1.09863,0.379517,-0.000976563,-0.0513916,-0.923706,-28.25,-32.7583,-63.6833,4672,-30307
414,59440,0.478516,1.11494,10.111,5.39978,-2.33459,-135.428,-3.11279,2.01416,1.64795,0.379578,-0.000946045,-0.0513,-0.923676,-28.15,-32.7417,-63.6917,4672,-30307
420,59446,0.516797,1.1293,10.111,5.3833,-2.32361,-135.406,-2.19727,1.40381,2.13623,0.379761,-0.000915527,-0.0511475,-0.923615,-28,-32.7083,-63.725,4672,-30307
426,59452,0.550293,1.15801,10.1685,5.37781,-2.31812,-135.39,-1.77002,1.28174,2.2583,0.379852,-0.000915527,-0.0510864,-0.923584,-27.95,-32.7167,-63.75,4672,-30307
432,59458,0.535937,1.15801,10.1972,5.37781,-2.31262,-135.379,-1.46484,1.52588,2.2583,0.379944,-0.00088501,-0.0510559,-0.923553,-27.9083,-32.7333,-63.8,4672,-30307
438,59464,0.535937,1.16279,10.2115,5.37231,-2.30713,-135.368,-1.28174,1.64795,2.19727,0.380035,-0.000823975,-0.0510254,-0.923523,-27.8583,-32.7583,-63.8333,4672,-30307
444,59470,0.497656,1.20586,10.1254,5.37231,-2.30713,-135.357,-0.793457,1.46484,2.13623,0.380127,-0.000793457,-0.0509949,-0.923462,-27.8083,-32.775,-63.875,4672,-30307
450,59476,0.507227,1.22979,10.1302,5.37781,-2.30164,-135.341,-0.427246,0.610352,2.01416,0.38028,-0.000732422,-0.0510254,-0.923401,-27.7083,-32.75,-63.9083,4672,-30307
456,59482,0.516797,1.22979,10.1302,5.37781,-2.30164,-135.33,-0.427246,0.183105,2.13623,0.380341,-0.000762939,-0.0510254,-0.92337,-27.6583,-32.725,-63.9583,4672,-30307
462,59488,0.550293,1.25371,10.1206,5.37781,-2.30713,-135.324,-0.671387,-0.0610352,1.89209,0.380402,-0.000762939,-0.0510559,-0.92334,-27.625,-32.7167,-63.9917,4672,-30307
468,59494,0.540723,1.27764,10.1493,5.37781,-2.30713,-135.319,-0.732422,0.183105,1.52588,0.380463,-0.000762939,-0.0510559,-0.92334,-27.5917,-32.725,-64.025,4672,-30307
474,59500,0.497656,1.23936,10.1158,5.37781,-2.30713,-135.313,-0.671387,0.732422,1.46484,0.380493,-0.000762939,-0.0510559,-0.923309,-27.55,-32.75,-64.05,4672,-30307
480,59506,0.468945,1.2585,10.068,5.3833,-2.29614,-135.297,-0.732422,1.64795,1.46484,0.380615,-0.000671387,-0.0510559,-0.923279,-27.5167,-32.825,-64.0417,4672,-30307
486,59512,0.46416,1.26807,10.0584,5.3833,-2.29065,-135.291,-0.732422,1.83105,1.70898,0.380646,-0.000610352,-0.0510254,-0.923248,-27.5083,-32.85,-64.05,4672,-30307
492,59518,0.468945,1.26807,10.0728,5.3833,-2.28516,-135.28,-1.0376,1.83105,2.19727,0.380737,-0.000579834,-0.0509949,-0.923218,-27.5083,-32.8667,-64.05,4672,-30307
498,59524,0.459375,1.25371,10.0393,5.37781,-2.27966,-135.275,-1.0376,2.19727,1.95313,0.380798,-0.000488281,-0.0509644,-0.923187,-27.5083,-32.8583,-64.05,4672,-30307
504,59530,0.421094,1.28242,10.0105,5.3833,-2.26868,-135.264,-0.854492,1.89209,1.70898,0.380859,-0.000427246,-0.0509338,-0.923157,-27.5083,-32.85,-64.05,4672,-30307
510,59536,0.406738,1.27285,10.0393,5.3833,-2.25769,-135.253,-0.549316,1.2207,1.09863,0.380951,-0.000335693,-0.0509338,-0.923126,-27.5333,-32.8417,-64.0583,4672,-30307
516,59542,0.435449,1.28721,9.99141,5.3833,-2.25769,-135.253,-0.488281,0.549316,0.793457,0.380981,-0.000335693,-0.0509338,-0.923126,-27.5167,-32.85,-64.0583,4672,-30307
522,59548,0.435449,1.28242,10.0058,5.38879,-2.26318,-135.247,-0.732422,0.0610352,0.671387,0.380981,-0.000335693,-0.0509644,-0.923126,-27.5,-32.8667,-64.0667,4672,-30307
528,59554,0.46416,1.30156,10.001,5.38879,-2.26318,-135.247,-0.732422,0,0.671387,0.381012,-0.000335693,-0.0509644,-0.923096,-27.4833,-32.875,-64.075,4672,-30307
534,59560,0.478516,1.28242,10.001,5.38879,-2.26318,-135.247,-1.09863,-0.0610352,0.549316,0.381012,-0.000366211,-0.0509644,-0.923096,-27.475,-32.8833,-64.0917,4672,-30307
540,59566,0.497656,1.2585,10.0345,5.3833,-2.26868,-135.247,-1.58691,-0.0610352,0.12207,0.381012,-0.000396729,-0.0509644,-0.923096,-27.475,-32.8667,-64.15,4672,-30307
546,59572,0.497656,1.27285,10.0584,5.37781,-2.26868,-135.247,-1.77002,0.183105,0.244141,0.381012,-0.000427246,-0.0509338,-0.923096,-27.475,-32.875,-64.1417,4672,-30307
552,59578,0.521582,1.24414,10.0967,5.37781,-2.26868,-135.242,-1.77002,0.732422,0.427246,0.381042,-0.000427246,-0.0509033,-0.923096,-27.4833,-32.8833,-64.1417,4672,-30307
558,59584,0.583789,1.1915,10.0536,5.37231,-2.26318,-135.242,-1.58691,1.34277,0.976563,0.381073,-0.000396729,-0.0508423,-0.923096,-27.4917,-32.9,-64.1167,4672,-30307
564,59590,0.626855,1.20586,10.0823,5.36682,-2.25769,-135.231,-1.52588,1.46484,1.46484,0.381104,-0.000366211,-0.0508118,-0.923065,-27.4833,-32.9,-64.1167,4672,-30307
570,59596,0.660352,1.225,10.0536,5.36133,-2.2467,-135.22,-1.64795,1.40381,1.70898,0.381226,-0.000305176,-0.0507202,-0.923035,-27.4667,-32.8917,-64.0833,4672,-30307
576,59602,0.645996,1.21064,10.0728,5.35583,-2.24121,-135.214,-1.70898,1.77002,1.15967,0.381256,-0.000274658,-0.0506592,-0.923035,-27.4583,-32.8917,-64.05,4672,-30307
582,59608,0.645996,1.22021,10.0393,5.35583,-2.23572,-135.209,-1.64795,1.77002,0.915527,0.381287,-0.000213623,-0.0506287,-0.923004,-27.4417,-32.9,-64.0333,4672,-30307
588,59614,0.60293,1.18672,10.0297,5.35034,-2.23022,-135.209,-1.77002,2.0752,0.732422,0.381287,-0.000183105,-0.0505676,-0.923004,-27.4417,-32.9,-64.0083,4672,-30307
594,59620,0.507227,1.14365,9.98662,5.34485,-2.21924,-135.209,-1.77002,2.44141,0.854492,0.381317,-0.00012207,-0.0505066,-0.923004,-27.45,-32.8917,-63.9917,4672,-30307
600,59626,0.492871,1.16279,9.96748,5.33936,-2.19727,-135.192,-1.64795,2.92969,1.77002,0.381409,0,-0.050354,-0.922974,-27.475,-32.8917,-63.95,4672,-30307
606,59632,0.468945,1.15801,9.98662,5.33386,-2.18628,-135.187,-1.64795,2.74658,1.58691,0.38147,9.16E-05,-0.050293,-0.922974,-27.4833,-32.9,-63.9333,4672,-30307
612,59638,0.44502,1.17236,9.95791,5.33386,-2.18079,-135.181,-1.64795,2.0752,1.64795,0.3815,0.00012207,-0.0502319,-0.922943,-27.5,-32.9333,-63.975,4672,-30307
618,59644,0.425879,1.1915,9.97705,5.32837,-2.17529,-135.176,-1.64795,1.58691,1.2207,0.381531,0.000152588,-0.0502014,-0.922943,-27.5,-32.525,-64.025,4672,-30307
624,59650,0.425879,1.20586,9.95791,5.32288,-2.17529,-135.176,-1.58691,0.549316,0.427246,0.381561,0.000152588,-0.0501709,-0.922943,-27.5083,-32.5917,-64.0667,4672,-30307
630,59656,0.440234,1.23457,9.98184,5.32288,-2.18628,-135.187,-1.09863,-1.40381,-1.34277,0.38147,3.05E-05,-0.0502014,-0.922974,-27.5083,-32.6833,-64.125,4672,-30307
636,59662,0.449805,1.24414,9.97705,5.32288,-2.19727,-135.203,-0.854492,-2.19727,-2.13623,0.381348,-3.05E-05,-0.0502319,-0.923004,-27.5083,-32.7083,-64.1083,4672,-30307
642,59668,0.425879,1.22021,9.97705,5.32288,-2.21375,-135.22,-1.0376,-2.62451,-2.92969,0.381226,-0.000152588,-0.050293,-0.923065,-27.5167,-32.7167,-64.0833,4672,-30307
648,59674,0.421094,1.24893,9.97227,5.32288,-2.22473,-135.236,-1.15967,-2.92969,-3.479,0.381073,-0.000274658,-0.050354,-0.923126,-27.5083,-32.7167,-64.0917,4672,-30307
654,59680,0.401953,1.23457,10.0153,5.32288,-2.24121,-135.258,-1.58691,-2.62451,-3.66211,0.38089,-0.000396729,-0.050354,-0.923187,-27.5167,-32.7333,-64.1167,4672,-30307
660,59686,0.382813,1.21064,10.044,5.3064,-2.2522,-135.302,-2.68555,-0.549316,-3.84521,0.380737,-0.000488281,-0.050354,-0.923248,-27.525,-32.775,-64.1917,4672,-30307
666,59692,0.373242,1.20107,9.99619,5.3009,-2.2467,-135.324,-2.92969,0.305176,-4.21143,0.380402,-0.000549316,-0.0502319,-0.923401,-27.5167,-32.7833,-64.25,4672,-30307
672,59698,0.373242,1.21543,10.0105,5.28992,-2.24121,-135.341,-3.66211,1.15967,-4.08936,0.380219,-0.000549316,-0.0501099,-0.923492,-27.5083,-32.7917,-64.2417,4672,-30307
678,59704,0.435449,1.20107,10.0153,5.27344,-2.23572,-135.363,-4.15039,1.46484,-3.96729,0.380066,-0.000549316,-0.0499573,-0.923553,-27.5,-32.7833,-64.2083,4672,-30307
684,59710,0.607715,1.28242,10.1828,5.25696,-2.22473,-135.385,-4.63867,1.64795,-4.21143,0.379913,-0.000549316,-0.0497742,-0.923645,-27.5,-32.7833,-64.1917,4672,-30307
690,59716,0.674707,1.28242,10.1876,5.21851,-2.19727,-135.445,-4.76074,2.99072,-7.44629,0.379669,-0.000518799,-0.0496216,-0.923737,-27.4917,-32.8,-64.1083,4672,-30307
696,59722,0.669922,1.29678,10.1637,5.20203,-2.17529,-135.494,-5.06592,3.96729,-9.15527,0.378998,-0.000366211,-0.0491943,-0.924042,-27.4917,-32.8083,-64.1167,4672,-30307
702,59728,0.655566,1.28721,10.1685,5.18555,-2.14783,-135.544,-5.37109,5.43213,-10.437,0.378601,-0.000213623,-0.0489502,-0.924225,-27.5,-32.825,-64.1167,4672,-30307
708,59734,0.62207,1.29199,10.1254,5.16357,-2.10938,-135.593,-5.7373,6.5918,-11.1694,0.378143,-3.05E-05,-0.048645,-0.924408,-27.5167,-32.85,-64.125,4672,-30307
714,59740,0.91875,1.1293,9.75693,5.13611,-2.07092,-135.648,-6.34766,7.38525,-11.6577,0.377686,0.000152588,-0.0483398,-0.924622,-27.5417,-32.8667,-64.1583,4672,-30307
720,59746,0.746484,1.31592,10.1397,5.07019,-1.97754,-135.786,-8.97217,9.94873,-15.686,0.377197,0.000366211,-0.0479431,-0.924835,-27.6167,-32.8583,-64.225,4672,-30307
726,59752,0.492871,1.33027,10.2546,5.03723,-1.91711,-135.862,-8.11768,11.4746,-16.4795,0.375946,0.000976563,-0.0470276,-0.925385,-27.6667,-32.8417,-64.3,4672,-30307
732,59758,0.344531,1.28242,10.2642,4.99878,-1.85669,-135.934,-9.15527,11.6577,-15.564,0.375366,0.00134277,-0.0465088,-0.925659,-27.7167,-32.825,-64.3667,4672,-30307
738,59764,0.344531,1.22979,10.2067,4.96033,-1.80176,-135.994,-10.0708,10.8643,-13.6108,0.374847,0.00161743,-0.04599,-0.925903,-27.7833,-32.8083,-64.4083,4672,-30307
744,59770,0.373242,1.11973,10.2307,4.91638,-1.74683,-136.049,-10.0098,10.2539,-12.0239,0.37439,0.00189209,-0.0454712,-0.926086,-27.85,-32.8167,-64.4583,4672,-30307
750,59776,0.344531,1.10537,10.1924,4.84497,-1.63696,-136.132,-8.23975,11.1694,-9.15527,0.373993,0.00219727,-0.0450134,-0.92627,-27.9667,-32.7917,-64.5083,4672,-30307
756,59782,0.330176,1.16279,10.2354,4.81201,-1.58203,-136.165,-7.69043,11.5967,-7.93457,0.373413,0.00286865,-0.0440979,-0.926544,-28.025,-32.7667,-64.5667,4672,-30307
762,59788,0.339746,1.11494,10.2067,4.78455,-1.52161,-136.187,-7.62939,11.7798,-6.83594,0.373199,0.00323486,-0.0436707,-0.926666,-28.0917,-32.7333,-64.6333,4672,-30307
768,59794,0.29668,1.11973,10.2163,4.75159,-1.46667,-136.214,-7.8125,11.6577,-6.46973,0.372986,0.00357056,-0.0432129,-0.926758,-28.1667,-32.7083,-64.7083,4672,-30307
774,59800,0.277539,1.09102,10.2115,4.71863,-1.41174,-136.236,-7.99561,10.9863,-6.46973,0.372803,0.00390625,-0.0427856,-0.92688,-28.225,-32.6917,-64.775,4672,-30307
780,59806,0.287109,1.06709,10.2067,4.65271,-1.31287,-136.291,-7.87354,9.58252,-7.87354,0.372589,0.00418091,-0.0423584,-0.926971,-28.3417,-32.6833,-64.9,4672,-30307
786,59812,0.244043,1.00488,10.2067,4.61975,-1.26892,-136.324,-7.62939,8.72803,-8.60596,0.37204,0.00469971,-0.0415649,-0.927216,-28.3917,-32.7,-64.95,4672,-30307
792,59818,0.191406,1.0001,10.2163,4.59229,-1.23047,-136.357,-7.01904,7.69043,-8.97217,0.371735,0.00491333,-0.0411987,-0.927368,-28.4583,-32.7083,-65,4672,-30307
798,59824,0.181836,0.957031,10.1876,4.57031,-1.19751,-136.395,-6.16455,6.46973,-9.52148,0.371429,0.00506592,-0.0408936,-0.92749,-28.5167,-32.7167,-65.0667,4672,-30307
804,59830,0.177051,0.990527,10.1493,4.54834,-1.17554,-136.439,-5.24902,4.63867,-9.82666,0.371094,0.00518799,-0.0406799,-0.927643,-28.5667,-32.7083,-65.125,4672,-30307
810,59836,0.186621,1.03359,10.111,4.52087,-1.15356,-136.527,-3.60107,0.976563,-10.6812,0.370728,0.00524902,-0.0404968,-0.927795,-28.6583,-32.6833,-65.2167,4672,-30307
816,59842,0.205762,1.04316,10.0775,4.51538,-1.15356,-136.577,-2.68555,-0.732422,-11.3525,0.369965,0.00518799,-0.0403442,-0.928101,-28.2917,-32.6583,-65.2833,4672,-30307
