TimeSinceCollection,Timestamp,AccX,AccY,AccZ,AngleRoll,AnglePitch,AngleYaw,AngularVelX,AngularVelY,             AngularVelZ,Q1,Q2,Q3,Q4,MagX,MagY,MagZ,Height,Airpressure
0,27833,4.10088,9.0918,-1.21543,94.5154,-25.1642,-47.8564,-2.74658,1.0376,-0.12207,0.670319,0.595154,-0.425873,-0.122406,59454,59586,63148,3160,-30126
6,27839,4.14395,8.90518,-0.952246,94.4604,-25.1697,-47.818,-5.92041,3.66211,0.366211,0.670441,0.595093,-0.425751,-0.122375,59452,59586,63147,3160,-30126
12,27845,4.19658,8.74248,-1.00967,94.4275,-25.1697,-47.7795,-5.49316,5.5542,0.305176,0.670654,0.594971,-0.425598,-0.122345,59451,59587,63146,3160,-30126
18,27851,4.13438,8.78555,-1.1915,94.3945,-25.1752,-47.7411,-4.82178,6.10352,0.488281,0.670868,0.59491,-0.425385,-0.122253,59451,59587,63144,3160,-30126
24,27857,3.97646,9.0583,-1.15322,94.3616,-25.1807,-47.7026,-5.12695,6.34766,0.793457,0.671082,0.594849,-0.425171,-0.122131,59451,59588,63142,3160,-30126
30,27863,4.05303,9.09658,-1.31592,94.3176,-25.1862,-47.6642,-6.53076,6.40869,1.15967,0.67157,0.594666,-0.424744,-0.121857,59453,59587,63145,3160,-30126
36,27869,4.20137,9.17314,-1.0958,94.2133,-25.2026,-47.5708,-9.39941,8.54492,1.64795,0.671875,0.594513,-0.4245,-0.121735,59455,59588,63147,3160,-30126
42,27875,4.21094,9.08701,-0.947461,94.1473,-25.2136,-47.5104,-10.2539,9.58252,1.77002,0.672241,0.594299,-0.424225,-0.121613,59457,59588,63147,3160,-30126
48,27881,4.1918,8.9626,-1.04795,94.0759,-25.2246,-47.45,-10.437,10.437,1.89209,0.672668,0.594086,-0.42392,-0.12146,59456,59588,63146,3160,-30126
54,27887,4.18223,8.94824,-1.14844,94.0045,-25.2356,-47.3895,-10.6201,10.498,1.95313,0.673096,0.593872,-0.423584,-0.121277,59453,59587,63143,3160,-30126
60,27893,4.12002,9.02481,-1.18193,93.9331,-25.2466,-47.3236,-11.2305,10.8643,2.13623,0.674011,0.593414,-0.422882,-0.120911,59448,59585,63136,3160,-30126
66,27899,4.32578,9.10137,-1.11973,93.7738,-25.274,-47.1918,-13.1836,12.085,2.0752,0.6745,0.59317,-0.422516,-0.120758,59446,59584,63130,3160,-30126
72,27905,4.20137,9.07266,-1.12451,93.6804,-25.285,-47.1149,-14.5264,12.9395,2.0752,0.675018,0.592865,-0.42215,-0.120575,59444,59583,63124,3160,-30126
