TimeSinceCollection,Timestamp,AccX,AccY,AccZ,AngleRoll,AnglePitch,AngleYaw,AngularVelX,AngularVelY,             AngularVelZ,Q1,Q2,Q3,Q4,MagX,MagY,MagZ,Height,Airpressure
0,29754,4.6416,8.83818,-0.799121,91.8402,-27.6801,129.018,-6.34766,5.43213,1.83105,-0.135529,-0.450378,-0.557953,-0.683624,792,57999,3755,2976,-30208
6,29760,4.62725,8.78076,-0.727344,91.7468,-27.702,129.073,-7.93457,6.7749,1.70898,-0.135437,-0.450073,-0.557556,-0.684174,795,57998,3752,2976,-30208
12,29766,4.59854,8.72334,-0.650781,91.6919,-27.7075,129.106,-8.30078,7.50732,1.52588,-0.135406,-0.44989,-0.557343,-0.684479,797,57998,3750,2976,-30208
18,29772,4.53633,8.70898,-0.545508,91.637,-27.7185,129.144,-8.60596,7.69043,1.52588,-0.135345,-0.449677,-0.557098,-0.684814,800,57998,3752,2976,-30208
24,29778,4.49326,8.7042,-0.507227,91.582,-27.724,129.177,-8.8501,7.69043,1.70898,-0.135315,-0.449493,-0.556885,-0.68515,803,57998,3751,2976,-30208
30,29784,4.5124,8.65635,-0.492871,91.5271,-27.735,129.21,-8.8501,7.26318,1.58691,-0.135284,-0.44931,-0.556641,-0.685455,805,57998,3750,2976,-30208
36,29790,4.58896,8.6707,-0.535937,91.4172,-27.7515,129.276,-8.48389,7.20215,1.52588,-0.135223,-0.448944,-0.556183,-0.686066,814,58001,3752,2976,-30208
42,29796,4.58896,8.73291,-0.593359,91.3623,-27.757,129.309,-8.66699,7.26318,1.46484,-0.135193,-0.448761,-0.555969,-0.686371,815,58004,3749,2976,-30208
48,29802,4.61289,8.79033,-0.641211,91.3074,-27.7625,129.342,-9.21631,7.56836,1.40381,-0.135162,-0.448578,-0.555725,-0.686707,818,58008,3747,2976,-30208
54,29808,4.58896,8.81426,-0.636426,91.2469,-27.7734,129.375,-9.82666,7.99561,1.52588,-0.135132,-0.448364,-0.555481,-0.687073,822,58012,3746,2976,-30208
60,29814,4.53633,8.7042,-0.416309,91.1755,-27.7789,129.419,-10.6201,8.54492,1.40381,-0.135132,-0.44812,-0.555206,-0.687439,827,58016,3745,2976,-30208
66,29820,4.47891,8.57022,-0.287109,91.0382,-27.7954,129.496,-11.1694,8.36182,1.46484,-0.135101,-0.447662,-0.554626,-0.688232,828,58022,3739,2976,-30208
72,29826,4.45977,8.50322,-0.129199,90.9723,-27.8009,129.534,-10.498,8.17871,1.28174,-0.135101,-0.447418,-0.554352,-0.688599,833,58024,3734,2976,-30208
78,29832,4.4167,8.4458,-0.0717773,90.9119,-27.8064,129.567,-9.76563,7.20215,1.34277,-0.135071,-0.447205,-0.554077,-0.688934,837,58025,3728,2976,-30208
84,29838,4.39756,8.43623,-0.0526367,90.8624,-27.8119,129.595,-8.8501,6.04248,1.2207,-0.135101,-0.447052,-0.553864,-0.689209,840,58026,3720,2976,-30208
90,29844,4.47412,8.52236,-0.15791,90.8185,-27.8174,129.617,-7.69043,5.12695,1.09863,-0.135101,-0.44693,-0.55365,-0.689453,845,58027,3713,2976,-30208
96,29850,4.54111,8.60371,-0.258398,90.7471,-27.8229,129.644,-6.04248,3.479,0.610352,-0.135162,-0.446716,-0.553314,-0.68985,853,58033,3708,2976,-30208
102,29856,4.5459,8.63721,-0.30625,90.7196,-27.8284,129.655,-5.98145,2.99072,0.732422,-0.135193,-0.446655,-0.553162,-0.690002,854,58035,3704,2976,-30208
108,29862,4.57939,8.6707,-0.29668,90.6866,-27.8284,129.666,-5.79834,3.05176,0.488281,-0.135254,-0.446594,-0.553009,-0.690155,856,58036,3702,2976,-30208
114,29868,4.60332,8.61807,-0.334961,90.6592,-27.8284,129.672,-5.98145,2.56348,0.305176,-0.135315,-0.446503,-0.552856,-0.690308,858,58036,3699,2976,-30208
120,29874,4.60811,8.68027,-0.334961,90.6317,-27.8284,129.677,-5.67627,2.31934,0.12207,-0.135376,-0.446442,-0.552734,-0.69046,861,58037,3693,2976,-30208
126,29880,4.57461,8.70898,-0.430664,90.5768,-27.8284,129.688,-5.79834,2.19727,-0.0610352,-0.135529,-0.44632,-0.552429,-0.690735,860,58039,3681,2976,-30208
132,29886,4.59375,8.72813,-0.378027,90.5438,-27.8284,129.694,-5.98145,2.19727,-0.244141,-0.13562,-0.446259,-0.552307,-0.690887,863,58042,3678,2976,-30208
138,29892,4.55547,8.72334,-0.31582,90.5164,-27.8284,129.699,-6.28662,2.38037,-0.244141,-0.135712,-0.446198,-0.552124,-0.69104,864,58043,3674,2976,-30208
144,29898,4.52197,8.69941,-0.253613,90.4834,-27.8229,129.71,-6.40869,2.44141,-0.183105,-0.135803,-0.446106,-0.551971,-0.691193,864,58044,3671,2976,-30208
150,29904,4.5459,8.59414,-0.248828,90.4559,-27.8229,129.716,-6.16455,2.62451,-0.305176,-0.135895,-0.446014,-0.551819,-0.691345,865,58046,3668,2976,-30208
156,29910,4.54111,8.62285,-0.29668,90.401,-27.8229,129.732,-4.88281,2.19727,-0.12207,-0.136017,-0.445892,-0.551575,-0.69162,870,58051,3668,2976,-30208
162,29916,4.54111,8.69463,-0.287109,90.379,-27.8229,129.738,-4.82178,2.44141,-0.12207,-0.136078,-0.445831,-0.551483,-0.691742,869,58012,3665,2976,-30208
168,29922,4.55547,8.72334,-0.368457,90.3571,-27.8229,129.743,-4.88281,2.38037,0.0610352,-0.136139,-0.44577,-0.551361,-0.691864,868,57977,3662,2976,-30208
174,29928,4.54111,8.69463,-0.301465,90.3296,-27.8229,129.754,-5.31006,2.86865,0.0610352,-0.136169,-0.445679,-0.551208,-0.691986,868,57948,3660,2976,-30208
180,29934,4.5459,8.60371,-0.13877,90.3021,-27.8229,129.76,-5.18799,3.17383,0.0610352,-0.13623,-0.445618,-0.551086,-0.692139,869,57922,3655,2976,-30208
186,29940,4.47891,8.62285,-0.16748,90.2472,-27.8229,129.787,-4.39453,3.35693,0.244141,-0.136292,-0.445435,-0.550873,-0.692413,868,57875,3645,2976,-30208
192,29946,4.47412,8.6085,-0.186621,90.2252,-27.8229,129.792,-4.08936,2.99072,0.305176,-0.136322,-0.445374,-0.550751,-0.692535,870,57854,3643,2976,-30208
198,29952,4.48369,8.66592,-0.186621,90.2032,-27.8229,129.798,-3.72314,2.56348,0.305176,-0.136353,-0.445343,-0.550659,-0.692627,872,57877,3644,2976,-30208
204,29958,4.47891,8.74248,-0.181836,90.1868,-27.8229,129.803,-3.60107,2.2583,0.366211,-0.136353,-0.445282,-0.550568,-0.692719,875,57896,3643,2976,-30208
210,29964,4.54111,8.63721,-0.143555,90.1703,-27.8284,129.809,-3.96729,2.2583,0.610352,-0.136383,-0.445251,-0.550476,-0.692841,876,57911,3641,2976,-30208
216,29970,4.50762,8.66113,-0.172266,90.1318,-27.8284,129.825,-3.2959,2.44141,0.305176,-0.136444,-0.44516,-0.550293,-0.693024,881,57940,3642,2976,-30208
222,29976,4.48369,8.59893,-0.153125,90.1154,-27.8339,129.831,-3.17383,2.38037,0.610352,-0.136444,-0.445099,-0.550201,-0.693115,881,57952,3640,2976,-30208
228,29982,4.48369,8.62285,-0.119629,90.0989,-27.8339,129.842,-2.86865,2.13623,0.671387,-0.136444,-0.445068,-0.55014,-0.693207,882,57964,3641,2976,-30208
234,29988,4.5124,8.62285,-0.129199,90.0879,-27.8394,129.847,-2.74658,2.0752,0.732422,-0.136444,-0.445038,-0.550049,-0.693298,884,57975,3642,2976,-30208
240,29994,4.54111,8.62764,-0.258398,90.0769,-27.8394,129.853,-2.31934,1.77002,0.427246,-0.136444,-0.445007,-0.550018,-0.693359,836,57984,3640,2976,-30208
246,30000,4.59375,8.6707,-0.220117,90.0549,-27.8448,129.858,-2.31934,1.46484,0.549316,-0.136444,-0.444977,-0.549896,-0.693451,849,57999,3636,2976,-30208
252,30006,4.59375,8.70898,-0.267969,90.0439,-27.8448,129.864,-2.38037,1.58691,0.549316,-0.136444,-0.444946,-0.549835,-0.693512,805,57965,3634,2976,-30208
258,30012,4.58418,8.7042,-0.301465,90.033,-27.8503,129.869,-2.50244,1.83105,0.549316,-0.136444,-0.444916,-0.549774,-0.693573,765,57976,3634,2976,-30208
264,30018,4.55068,8.71377,-0.272754,90.022,-27.8503,129.875,-2.56348,1.89209,0.549316,-0.136444,-0.444885,-0.549744,-0.693665,777,57986,3632,2976,-30208
270,30024,4.51719,8.69941,-0.177051,90.0055,-27.8503,129.88,-2.68555,1.83105,0.671387,-0.136444,-0.444855,-0.549652,-0.693726,788,57994,3626,2976,-30208
276,30030,4.5124,8.63242,-0.191406,89.9835,-27.8558,129.886,-2.92969,1.2207,0.610352,-0.136475,-0.444794,-0.54953,-0.693848,811,57932,3618,2976,-30208
282,30036,4.55068,8.58457,-0.133984,89.9725,-27.8613,129.886,-2.31934,0.915527,0.549316,-0.136505,-0.444794,-0.549469,-0.693909,819,57904,3613,2976,-30208
288,30042,4.5124,8.61328,-0.172266,89.967,-27.8613,129.886,-1.83105,0.915527,0.488281,-0.136505,-0.444794,-0.549408,-0.693939,827,57881,3610,2976,-30208
294,30048,4.53633,8.69463,-0.239258,89.9615,-27.8613,129.886,-1.83105,0.671387,0.305176,-0.136536,-0.444794,-0.549377,-0.69397,786,57860,3609,2976,-30208
300,30054,4.59854,8.74248,-0.311035,89.9561,-27.8613,129.886,-2.0752,0.549316,0.305176,-0.136566,-0.444824,-0.549316,-0.694,749,57841,3609,2976,-30208
306,30060,4.57461,8.79512,-0.311035,89.9396,-27.8613,129.88,-2.19727,0.427246,0.0610352,-0.136658,-0.444824,-0.549225,-0.694061,734,57808,3607,2976,-30208
312,30066,4.60332,8.7377,-0.291895,89.9286,-27.8613,129.875,-2.86865,0.488281,0.183105,-0.136719,-0.444824,-0.549133,-0.694092,702,57793,3610,2976,-30208
318,30072,4.59375,8.7042,-0.15791,89.9176,-27.8613,129.875,-2.80762,0.732422,0.244141,-0.136749,-0.444824,-0.549072,-0.694153,673,57820,3613,2976,-30208
324,30078,4.55547,8.68984,-0.13877,89.9066,-27.8613,129.88,-2.80762,1.09863,0.12207,-0.13678,-0.444794,-0.549011,-0.694214,646,57844,3615,2976,-30208
330,30084,4.52197,8.61807,-0.143555,89.8956,-27.8613,129.886,-2.56348,1.0376,0,-0.13678,-0.444763,-0.548981,-0.694275,672,57867,3614,2976,-30208
336,30090,4.52676,8.58457,-0.153125,89.8792,-27.8613,129.886,-2.13623,0.183105,0.183105,-0.136841,-0.444733,-0.548859,-0.694336,623,57830,3611,2976,-30208
342,30096,4.54111,8.63721,-0.172266,89.8792,-27.8613,129.88,-1.64795,-0.0610352,0.244141,-0.136871,-0.444733,-0.548828,-0.694366,651,57814,3609,2976,-30208
348,30102,4.5459,8.70898,-0.239258,89.8737,-27.8613,129.875,-1.64795,-0.488281,-0.12207,-0.136932,-0.444763,-0.548798,-0.694366,676,57800,3606,2976,-30208
354,30108,4.56504,8.75684,-0.325391,89.8737,-27.8613,129.869,-2.01416,-0.610352,0.0610352,-0.136993,-0.444794,-0.548767,-0.694366,649,57787,3605,2976,-30208
360,30114,4.49326,8.74727,-0.349316,89.8682,-27.8613,129.864,-2.31934,-0.366211,-0.12207,-0.137054,-0.444794,-0.548706,-0.694366,625,57775,3603,2976,-30208
366,30120,4.58418,8.68984,-0.224902,89.8517,-27.8558,129.853,-3.17383,0.305176,0,-0.137177,-0.444824,-0.548584,-0.694458,676,57754,3598,2976,-30208
372,30126,4.53633,8.66592,-0.14834,89.8407,-27.8558,129.853,-2.92969,0.305176,0.0610352,-0.137238,-0.444824,-0.548523,-0.694489,698,57746,3598,2976,-30208
378,30132,4.52676,8.63721,-0.119629,89.8297,-27.8558,129.847,-2.38037,0.366211,0,-0.137299,-0.444794,-0.548462,-0.694519,669,57739,3596,2976,-30208
384,30138,4.49326,8.66592,-0.224902,89.8242,-27.8558,129.847,-2.19727,0.12207,0.0610352,-0.137329,-0.444824,-0.548401,-0.69455,692,57731,3593,2976,-30208
390,30144,4.51719,8.73291,-0.210547,89.8187,-27.8558,129.842,-2.38037,0.549316,0.12207,-0.13739,-0.444824,-0.54834,-0.69458,711,57724,3592,2976,-30208
396,30150,4.47412,8.74248,-0.196191,89.8022,-27.8558,129.836,-2.19727,0.183105,0.183105,-0.137482,-0.444824,-0.548248,-0.694641,699,57715,3594,2976,-30208
402,30156,4.45498,8.76162,-0.205762,89.8022,-27.8558,129.831,-2.13623,-0.305176,-0.12207,-0.137543,-0.444855,-0.548187,-0.694672,719,57710,3595,2976,-30208
408,30162,4.52197,8.66113,-0.129199,89.7913,-27.8558,129.825,-2.44141,-0.427246,0.671387,-0.137604,-0.444885,-0.548126,-0.694672,687,57708,3595,2976,-30208
414,30168,4.56982,8.64678,-0.0574219,89.7913,-27.8613,129.814,-1.77002,-0.610352,0.427246,-0.137634,-0.444916,-0.548096,-0.694672,661,57707,3595,2976,-30208
420,30174,4.55547,8.68984,-0.215332,89.7913,-27.8613,129.809,-1.46484,-0.610352,0.610352,-0.137665,-0.444977,-0.548035,-0.694672,637,57705,3600,2976,-30208
426,30180,4.56982,8.73291,-0.253613,89.7913,-27.8668,129.798,-1.0376,-0.549316,0.549316,-0.137726,-0.445038,-0.548004,-0.694672,689,57701,3607,2976,-30208
432,30186,4.58896,8.81904,-0.277539,89.7913,-27.8668,129.792,-1.34277,-0.427246,0.427246,-0.137756,-0.445068,-0.547974,-0.694672,662,57700,3610,2976,-30208
438,30192,4.56982,8.75205,-0.311035,89.7913,-27.8668,129.787,-1.83105,-0.244141,0.732422,-0.137756,-0.445099,-0.547913,-0.694672,638,57698,3610,2976,-30208
444,30198,4.60332,8.71855,-0.239258,89.7858,-27.8723,129.781,-2.0752,-0.0610352,0.427246,-0.137787,-0.445129,-0.547852,-0.694702,615,57696,3608,2976,-30208
450,30204,4.58896,8.68506,-0.181836,89.7803,-27.8723,129.781,-1.95313,0,0.244141,-0.137817,-0.445129,-0.547821,-0.694702,644,57693,3606,2976,-30208
456,30210,4.62725,8.73291,-0.191406,89.7693,-27.8723,129.776,-1.77002,0.488281,0.366211,-0.137878,-0.44516,-0.547729,-0.694763,694,57688,3604,2976,-30208
462,30216,4.56025,8.71855,-0.258398,89.7638,-27.8778,129.776,-2.01416,0.549316,0.793457,-0.137909,-0.44516,-0.547668,-0.694794,712,57727,3603,2976,-30208
468,30222,4.56504,8.71855,-0.239258,89.7583,-27.8778,129.776,-1.83105,0.488281,0.488281,-0.137909,-0.44519,-0.547638,-0.694824,730,57721,3600,2976,-30208
474,30228,4.47891,8.72334,-0.220117,89.7528,-27.8778,129.771,-2.01416,0.427246,0.427246,-0.137939,-0.44519,-0.547577,-0.694855,747,57715,3600,2976,-30208
480,30234,4.52197,8.7377,-0.291895,89.7418,-27.8833,129.765,-2.31934,0.12207,0.671387,-0.13797,-0.445221,-0.547516,-0.694885,713,57712,3600,2976,-30208
