TimeSinceCollection,Timestamp,PlantarValue
0,3671395,28;0;2;14;0;2;2;12;0;3;2;6;0;2;2;12;0;1;3;6;0;1;1;4;6;0;2;3;0;0;6;0;2;2;4;0;0;2;3;4;0;2;3;4;0
16,3671411,28;0;3;12;0;1;2;12;0;2;2;6;0;2;2;10;0;1;2;6;0;1;3;4;6;0;2;2;4;0;7;0;2;2;3;0;1;1;2;4;0;2;2;4;0
32,3671427,27;0;2;12;0;1;3;11;0;2;2;6;0;1;2;11;0;2;3;6;0;1;2;4;6;0;2;2;4;0;6;0;3;2;4;0;0;2;3;4;0;2;2;4;0
48,3671443,27;0;2;14;0;1;2;12;0;2;2;6;0;1;2;11;0;1;3;7;0;1;3;4;6;0;2;2;4;0;6;0;2;2;4;0;0;2;2;4;0;2;2;7;0
64,3671459,28;0;2;13;0;2;2;12;0;1;3;8;0;2;3;12;0;1;2;6;0;1;2;4;7;0;2;2;4;0;6;0;2;2;4;0;0;3;3;4;0;1;2;4;0
80,3671475,27;0;2;13;2;1;3;12;0;3;3;6;0;6;3;11;0;1;2;6;0;1;3;4;6;0;1;2;4;0;7;0;1;3;4;0;0;1;2;4;0;1;0;4;0
96,3671491,28;0;2;12;0;1;2;11;0;3;3;6;0;2;3;11;0;3;2;6;0;2;2;4;6;0;1;3;4;0;6;0;1;3;4;0;0;2;2;4;0;1;2;4;0
112,3671507,27;0;3;12;0;1;2;10;0;2;2;6;0;2;1;11;1;2;3;6;0;2;0;4;6;0;1;3;4;0;6;0;2;3;6;0;0;2;2;4;0;2;3;4;1
128,3671523,29;0;2;13;0;2;2;12;0;2;0;6;0;2;3;12;0;2;2;6;0;2;2;4;6;0;2;3;4;0;7;0;2;3;4;0;0;2;2;3;0;1;3;4;0
144,3671539,28;0;2;13;0;2;3;11;0;2;2;8;0;1;2;12;0;2;2;7;0;2;3;4;6;0;2;3;4;0;6;0;2;3;4;0;0;2;2;4;0;1;3;4;0
160,3671555,35;0;2;14;0;2;7;12;0;2;2;6;0;2;2;12;0;2;2;6;0;2;2;4;7;1;1;2;4;0;6;0;1;2;4;0;0;1;3;4;0;1;2;4;0
176,3671571,27;0;4;14;0;2;2;11;0;1;3;6;0;2;2;11;0;2;2;6;0;2;2;4;6;0;2;3;4;0;6;0;2;2;4;0;0;1;2;4;0;1;2;4;0
192,3671587,28;0;2;13;0;1;3;11;0;2;2;6;0;2;2;11;0;2;2;6;0;2;2;4;6;0;3;3;4;0;6;0;3;3;4;0;0;2;3;4;0;2;3;4;0
208,3671603,27;0;3;13;0;1;3;11;0;1;2;6;1;2;2;12;0;2;2;7;0;1;2;4;6;0;2;2;4;0;6;0;3;1;4;0;0;1;2;4;0;2;2;4;0
224,3671619,28;0;3;13;0;1;3;12;0;1;2;7;0;2;2;11;0;2;3;6;0;0;2;4;6;0;2;2;3;0;6;0;2;2;4;0;0;1;2;4;0;2;2;4;0
240,3671635,28;0;1;14;0;2;2;11;0;2;2;6;0;2;2;12;0;1;2;6;0;2;2;4;6;0;3;3;4;0;6;0;6;3;4;0;0;1;3;4;0;2;2;4;0
256,3671651,28;0;1;13;0;1;3;10;0;2;3;6;0;1;3;10;0;1;3;6;0;1;2;4;6;0;1;3;4;0;6;2;2;3;4;0;0;2;2;4;0;2;2;4;0
272,3671667,28;0;1;12;0;2;3;11;0;1;3;7;0;2;4;11;0;1;3;7;0;1;2;4;6;0;2;3;4;0;6;0;2;2;4;0;0;1;2;4;0;1;2;4;0
288,3671683,27;0;2;14;0;1;2;11;0;4;2;6;0;2;2;12;0;1;2;6;0;2;3;4;6;0;1;2;4;0;6;0;1;3;4;0;0;2;2;4;0;1;2;4;0
304,3671699,27;0;2;14;0;2;3;12;1;1;2;6;0;2;2;11;0;2;3;6;0;2;3;4;8;0;1;2;4;0;6;0;1;2;4;0;0;2;2;4;0;2;2;4;0
320,3671715,27;0;1;13;0;2;2;12;0;1;3;6;0;3;3;12;0;1;2;6;0;1;3;4;6;0;1;3;4;0;6;0;2;2;4;0;0;1;2;6;0;1;3;4;0
336,3671731,28;0;2;12;0;2;3;11;0;1;3;4;0;1;3;10;0;2;2;6;0;1;2;4;6;0;2;3;3;0;6;0;1;2;4;0;0;1;2;4;0;1;3;4;0
352,3671747,27;0;2;12;0;2;3;12;1;1;2;6;0;1;2;11;0;1;3;6;0;2;2;4;6;0;1;2;4;0;6;0;1;3;4;0;0;1;3;4;0;2;2;4;0
368,3671763,27;0;2;13;0;1;3;11;0;3;2;6;0;1;3;11;0;0;3;6;0;2;3;4;6;0;2;2;4;0;6;0;2;2;4;0;0;1;2;4;0;2;1;4;0
384,3671779,27;0;2;13;0;2;2;11;0;1;0;6;3;1;2;10;0;2;2;6;0;1;2;3;6;0;1;2;4;0;6;0;1;2;4;0;0;1;3;4;0;1;2;4;0
400,3671795,26;0;2;12;0;1;2;12;0;2;2;6;0;1;3;11;0;1;2;6;0;1;3;4;6;0;2;2;4;0;6;0;2;2;4;0;0;1;2;5;0;2;2;4;0
416,3671811,23;0;2;12;0;1;3;12;0;2;2;7;0;1;3;11;0;1;2;6;0;2;2;4;6;0;1;3;4;0;6;0;2;2;4;0;0;1;2;4;0;2;2;4;0
432,3671827,24;0;2;13;0;0;3;11;0;1;3;6;0;2;2;11;0;5;3;7;0;2;2;4;6;0;1;4;4;0;6;0;1;3;4;0;0;1;2;4;0;1;2;4;0
448,3671843,26;0;4;12;0;4;2;12;0;2;3;6;0;2;2;11;0;1;2;6;0;1;2;4;5;0;1;3;4;0;6;0;2;2;4;0;0;2;3;4;0;2;3;4;0
464,3671859,28;0;2;13;0;1;2;12;1;2;2;7;1;1;2;12;0;1;3;6;0;1;2;4;6;0;2;2;4;0;6;0;2;2;4;0;0;2;4;4;0;1;2;4;1
480,3671875,28;0;2;15;0;1;2;11;0;2;3;7;0;2;2;12;0;2;2;6;0;1;2;4;6;0;3;2;4;0;7;0;2;3;4;0;0;1;2;4;0;2;4;4;0
