TimeSinceCollection,Timestamp,PlantarValue
0,121433,49;0;2;14;0;2;3;11;0;2;2;6;0;1;2;12;0;2;2;6;0;2;2;4;6;0;2;2;4;0;5;0;2;2;4;0;0;2;2;4;0;2;2;4;0
16,121449,47;0;2;12;0;2;3;9;0;2;2;6;0;2;2;9;0;1;2;6;1;3;1;4;6;0;1;2;4;0;6;0;2;3;4;0;0;1;2;4;0;1;3;4;0
32,121465,49;0;2;11;0;2;3;10;0;1;2;6;0;1;2;11;0;1;2;6;0;2;3;4;6;0;2;2;4;0;8;0;2;2;4;0;0;2;2;4;0;2;3;4;0
48,121481,49;0;2;12;0;1;2;11;0;2;3;6;0;2;3;11;0;1;2;6;1;2;2;4;6;0;2;3;4;0;6;0;3;3;4;0;0;1;2;4;0;1;2;4;0
64,121497,55;0;2;12;0;1;2;12;0;2;3;6;0;1;2;10;0;2;2;6;0;2;2;4;6;0;1;2;4;0;6;0;3;2;4;0;0;1;2;4;0;1;2;4;0
80,121513,56;0;2;12;0;2;3;12;0;2;5;8;0;1;3;11;0;1;2;6;0;2;2;1;7;0;2;3;4;0;7;0;1;1;4;0;0;2;2;4;0;2;3;4;0
96,121529,55;0;3;13;1;3;3;11;0;1;3;6;0;2;3;9;0;1;2;6;0;2;2;4;6;1;2;4;4;1;6;0;2;1;4;0;0;2;3;4;0;2;3;4;0
112,121545,58;0;2;11;0;2;2;10;0;2;2;6;0;1;2;11;0;1;2;6;0;2;1;4;6;0;3;2;6;0;6;0;2;3;4;0;0;2;2;4;0;3;3;4;0
128,121561,57;0;2;12;0;2;3;12;0;2;2;6;0;1;3;11;0;2;2;6;0;2;2;4;7;0;1;3;4;0;6;0;1;3;1;0;0;1;2;4;0;1;3;4;1
144,121577,53;0;2;12;0;1;3;12;0;2;3;6;0;1;3;10;0;2;2;8;0;2;3;4;7;0;2;2;4;0;5;0;1;2;4;0;0;2;2;4;0;2;4;4;0
160,121593,51;0;2;12;0;2;2;12;0;2;2;7;0;2;2;11;0;2;2;6;0;1;2;4;6;0;2;2;6;0;6;0;2;3;4;0;0;1;3;2;0;1;2;4;0
176,121609,52;0;3;10;0;2;2;9;0;2;2;6;0;1;3;10;0;2;3;6;0;1;3;4;7;0;1;2;4;0;7;0;1;3;4;0;0;3;2;4;0;1;3;4;0
192,121625,54;0;2;12;0;1;3;10;0;1;2;6;0;2;2;10;0;2;2;7;0;1;4;4;6;0;2;3;4;0;6;0;1;2;4;0;0;2;2;4;0;2;3;4;0
208,121641,55;0;2;12;0;1;3;10;0;1;4;6;0;2;3;12;0;1;3;7;0;2;2;4;6;0;2;2;4;0;8;0;2;1;4;0;0;1;3;4;0;1;2;4;0
224,121657,55;0;2;12;0;2;3;11;0;2;2;4;0;2;3;10;0;2;2;6;0;1;3;4;6;0;2;3;4;0;6;0;1;3;3;0;0;3;3;4;0;2;3;3;0
240,121673,55;0;2;13;0;1;3;11;0;1;2;6;0;2;2;12;0;2;3;6;0;1;3;4;5;0;2;3;4;0;6;0;2;2;4;0;0;2;2;4;0;2;2;4;0
256,121689,56;0;2;12;0;1;3;11;0;2;2;6;0;2;2;11;0;2;2;6;0;1;4;4;4;0;2;2;4;0;7;0;2;2;4;0;0;6;3;4;0;1;3;4;0
272,121705,56;0;2;9;0;2;3;11;0;3;3;6;0;3;2;11;0;2;3;7;0;2;2;4;6;0;2;2;4;0;6;0;1;1;4;0;0;1;2;4;0;2;2;4;1
