TimeSinceCollection,Timestamp,PlantarValue
848,2922754,6;0;2;7;0;2;3;6;0;2;2;6;0;1;1;6;0;1;2;6;0;2;3;4;6;0;1;2;4;0;6;0;1;3;4;0;0;2;2;4;0;2;2;4;0
864,2922770,7;0;2;6;0;2;2;6;0;1;2;6;0;2;3;6;0;1;3;7;0;1;2;4;6;0;1;3;4;0;6;0;1;2;4;0;0;1;2;4;0;2;2;3;0
880,2922786,7;0;2;6;0;1;3;6;0;2;4;6;0;2;2;6;0;1;2;6;0;2;2;4;6;0;2;3;4;0;7;0;1;3;4;0;0;2;3;4;0;2;2;4;0
896,2922802,6;0;2;7;0;2;3;6;0;2;3;6;0;1;2;6;0;4;2;6;0;2;3;4;6;1;2;2;4;0;6;0;2;2;4;0;0;2;3;4;0;1;3;4;0
912,2922818,6;0;2;7;0;3;3;6;0;2;2;6;0;2;2;4;0;1;2;6;0;2;3;4;7;0;1;3;4;1;7;0;2;3;4;0;0;1;3;4;0;1;2;4;0
928,2922834,7;0;2;3;0;1;3;6;0;1;2;6;0;3;3;6;0;2;1;6;0;2;3;4;7;0;2;3;4;0;6;0;2;3;4;0;0;2;3;4;0;2;3;4;0
944,2922850,6;0;1;6;0;1;3;6;0;0;2;7;0;2;3;6;0;1;2;6;0;1;2;4;6;0;3;3;4;0;6;0;1;4;4;0;0;2;3;4;0;2;3;4;0
960,2922866,6;0;2;6;0;2;3;6;0;2;2;6;0;2;2;7;1;2;3;6;0;7;2;4;7;0;1;2;4;0;8;0;2;2;4;0;0;2;2;4;0;2;2;4;0
976,2922882,6;0;2;7;0;2;3;6;0;2;3;6;0;3;1;6;0;1;2;6;2;1;2;4;6;0;1;2;4;0;6;0;2;2;4;0;0;2;3;4;0;2;2;4;0
992,2922898,7;0;2;8;0;1;3;6;0;2;3;7;0;2;3;7;0;1;3;6;0;1;3;4;6;0;1;3;4;0;6;0;2;3;4;0;0;2;3;4;0;2;2;4;0
1008,2922914,5;0;2;6;0;1;3;6;0;3;2;6;0;2;2;8;0;1;3;6;0;1;2;4;6;0;2;2;4;0;6;0;1;3;4;0;0;2;2;4;0;2;3;4;0
1024,2922930,6;0;2;6;0;2;2;6;3;2;3;6;0;2;3;6;0;2;2;6;0;2;8;4;3;0;1;3;4;0;6;0;2;2;4;0;0;3;2;4;0;2;2;4;0
1040,2922946,6;0;2;6;0;3;2;6;0;1;2;6;0;3;2;6;0;2;3;6;0;1;3;4;7;0;2;1;4;0;6;0;1;3;4;0;0;2;2;4;0;1;2;4;0
1056,2922962,6;0;1;6;0;2;2;6;0;2;2;6;0;1;3;7;0;2;2;6;0;2;3;4;6;0;2;2;4;0;6;0;3;3;4;0;0;2;2;4;0;2;3;4;0
1072,2922978,7;0;3;6;0;1;2;7;0;1;2;6;0;1;2;6;0;2;3;7;0;2;3;4;6;0;2;3;4;0;7;0;1;2;4;0;0;2;3;4;0;2;3;4;0
1088,2922994,6;0;2;6;0;2;2;6;0;2;3;6;0;3;2;6;0;2;2;6;0;1;2;4;6;0;2;2;4;0;6;0;2;0;4;0;0;2;3;4;0;4;2;4;0
1104,2923010,6;0;2;6;0;1;3;6;0;2;3;6;0;2;3;6;0;2;3;6;0;1;2;4;4;0;2;3;4;0;6;0;1;3;4;0;0;1;2;4;0;2;2;4;0
1120,2923026,6;0;1;6;0;2;1;6;0;1;2;6;1;1;2;8;0;2;2;7;0;1;2;4;6;0;2;2;4;0;6;0;2;2;4;0;1;4;2;4;0;2;2;4;0
1136,2923042,6;0;2;7;0;1;3;6;0;2;3;6;0;1;3;6;0;1;3;6;0;2;3;4;6;0;2;2;4;0;6;0;2;3;4;0;0;1;2;4;0;2;3;4;0
1152,2923058,7;0;1;6;0;1;2;6;0;2;3;6;0;1;2;6;1;3;2;6;0;1;2;4;6;1;2;3;4;0;6;0;2;2;7;0;0;2;2;4;0;1;2;4;0
1168,2923074,6;0;2;6;0;2;2;6;0;2;2;6;0;1;1;6;0;2;3;6;0;1;2;4;4;0;1;3;4;0;6;0;1;2;4;0;0;2;3;4;0;1;2;4;0
1184,2923090,6;0;2;6;0;2;3;6;0;2;2;6;0;1;2;8;0;2;3;6;0;1;2;4;6;0;1;3;4;0;6;0;1;3;4;1;0;2;2;4;1;1;3;4;0
