TimeSinceCollection,Timestamp,AccX,AccY,AccZ,AngleRoll,AnglePitch,AngleYaw,AngularVelX,AngularVelY,AngularVelZ,Q1,Q2,Q3,Q4,MagX,MagY,MagZ,Height,Airpressure
0,423618,-9.8,-0.411523,-0.0334961,-90.6537,87.4622,103.909,-0.12207,0.12207,-0.244141,-0.0740967,-0.699402,-0.105133,0.703003,-5.96667,16.9167,-107.517,-1564,-29559
6,423624,-9.80957,-0.449805,-0.00478516,-90.6757,87.4622,103.887,0,0.183105,-0.244141,-0.0740662,-0.699402,-0.105133,0.703003,-5.95833,16.9,-107.475,-1564,-29559
12,423630,-9.79521,-0.416309,-0.00957031,-90.6647,87.4622,103.892,0,-0.0610352,-0.183105,-0.0740662,-0.699402,-0.105133,0.703003,-5.96667,16.9167,-107.45,-1564,-29559
18,423636,-9.81436,-0.430664,-0.0382813,-90.6592,87.4622,103.903,-0.0610352,-0.0610352,-0.427246,-0.0740662,-0.699402,-0.105164,0.703003,-5.95833,17,-107.525,-1564,-29559
24,423642,-9.81914,-0.449805,-0.0382813,-90.6262,87.4567,103.936,0,-0.12207,-0.0610352,-0.0740662,-0.699371,-0.105194,0.703003,-5.95833,17.0583,-107.592,-1564,-29559
30,423648,-9.80957,-0.440234,-0.0191406,-90.6207,87.4567,103.942,0,-0.0610352,-0.244141,-0.0740662,-0.699371,-0.105194,0.703003,-5.975,17.1,-107.633,-1564,-29559
36,423654,-9.79521,-0.416309,0.0191406,-90.6262,87.4567,103.942,0,0,-0.244141,-0.0740662,-0.699371,-0.105225,0.703003,-5.975,17.1417,-107.7,-1564,-29559
42,423660,-9.81436,-0.430664,0.00478516,-90.6042,87.4567,103.964,-0.0610352,-0.183105,0.0610352,-0.0740662,-0.699371,-0.105225,0.703003,-5.98333,17.1583,-107.708,-1564,-29559
48,423666,-9.8,-0.449805,-0.00478516,-90.5933,87.4567,103.98,0,-0.12207,0.12207,-0.0740967,-0.699371,-0.105225,0.703003,-5.98333,17.1333,-107.767,-1564,-29559
54,423672,-9.8,-0.44502,0,-90.6097,87.4567,103.964,0,0.12207,0.183105,-0.0740967,-0.699371,-0.105225,0.703003,-5.98333,17.1083,-107.783,-1564,-29559
60,423678,-9.82393,-0.421094,0.00478516,-90.6097,87.4567,103.964,0,0,0.244141,-0.0740967,-0.699371,-0.105225,0.703003,-5.99167,17.0917,-107.758,-1564,-29559
66,423684,-9.8,-0.425879,-0.0143555,-90.6097,87.4567,103.964,0,0,0.12207,-0.0741272,-0.699371,-0.105225,0.703003,-6.01667,17.125,-107.808,-1564,-29559
72,423690,-9.78564,-0.425879,0,-90.6207,87.4622,103.958,0,0.0610352,0.366211,-0.0741272,-0.699371,-0.105225,0.703003,-6.03333,17.1417,-107.842,-1564,-29559
78,423696,-9.81914,-0.430664,-0.0191406,-90.6262,87.4622,103.947,-0.0610352,0.0610352,0.305176,-0.0741577,-0.699371,-0.105225,0.703003,-6.09167,17.1667,-107.825,-1564,-29559
84,423702,-9.8,-0.401953,-0.00957031,-90.6482,87.4677,103.925,0,0,0.183105,-0.0741882,-0.699371,-0.105225,0.703003,-6.09167,17.1417,-107.8,-1564,-29559
