0,0,0
0,0,0
5.63281951965102e-06,5.26040507376513e-06,2.61000419845143e-06
1.68057631941801e-05,1.6967348670483e-05,7.56018265572731e-06
3.49896456959783e-05,3.39446728042737e-05,1.36858534939091e-05
-6.13623905675584e-06,5.60446936456782e-06,-1.09084124816869e-07
7.53603539894712e-06,-1.22784814558514e-05,-2.80444820136014e-07
-1.53571565967904e-07,-2.62834788456474e-05,-2.78976910504043e-07
-1.0832195180542e-05,-3.82282751125394e-05,-2.59639564745158e-07
-1.95923610946376e-05,-4.91293806160311e-05,2.05843465780948e-07
-2.42394635476319e-05,-5.50226684067532e-05,2.13919945250077e-10
-2.55528302374608e-05,-5.92316367624054e-05,2.60956175490463e-07
-2.55866597810678e-05,-6.06619048277091e-05,3.65990828328098e-07
-2.03818979703865e-05,-6.13319850405759e-05,4.27287114819596e-07
-1.45171805826346e-05,-6.04464456370803e-05,8.30017852848431e-07
-2.91971711132145e-06,-6.04924662395676e-05,5.5657797763426e-07
3.69955337115107e-06,-5.90096195423429e-05,1.1367077691774e-06
8.17378445409041e-06,-5.91979596086237e-05,5.44267667470128e-07
8.70942617310473e-06,-5.92913255593843e-05,7.58893848192226e-07
9.76895401376824e-06,-6.0500126968774e-05,2.98141817985559e-07
7.11620756107435e-06,-6.69574871821715e-05,5.81636001538808e-07
7.53527534253825e-06,-7.08167678056775e-05,6.88240653580964e-07
-5.23089307180139e-07,-7.14530109658668e-05,5.46192499666955e-07
-6.18295803608284e-06,-7.50839685334679e-05,1.30144718938394e-06
-1.45095327057642e-05,-8.23773307761303e-05,1.16991397994013e-06
-2.35037565241049e-05,-9.35924492420094e-05,1.46990702049385e-06
-3.55836803902734e-05,-0.000105937135918889,1.4696253027885e-06
-4.68357500751325e-05,-0.000118146084924475,1.28408414369183e-06
-6.03160363161103e-05,-0.000130259317215721,1.6360284698208e-06
-7.26687704527543e-05,-0.000144241043829594,1.33607682927962e-06
-8.43512866373378e-05,-0.000162150146253699,1.21581462106484e-06
-9.77563236350949e-05,-0.000179829350106535,1.02772842245401e-06
-0.000113059558742147,-0.000195305976391366,1.04828183280616e-06
-0.000130067230110774,-0.000212756740132066,1.36195093717684e-06
