TimeSinceCollection,Timestamp,PlantarValue
0,452568,110;200;221;53;111;159;159;35;149;138;27;11;73;69;6;6;14;13;3;7;7;4;2;4;42;27;3;16;8;0;16;48;1;2;6;15;18;2;2;8;0;2;4;5;0
16,452584,223;368;452;113;234;355;429;79;257;225;72;16;142;116;5;12;26;14;3;9;20;4;2;4;53;57;3;11;7;0;15;53;3;3;8;17;19;3;2;9;1;4;3;6;8
32,452600,346;571;616;198;372;525;633;116;384;354;164;23;222;224;14;15;42;22;3;8;38;10;3;4;52;95;4;8;6;0;13;50;9;3;13;23;15;3;2;11;1;14;2;6;16
48,452616,426;688;700;285;467;682;778;169;481;440;301;38;291;331;20;20;61;20;3;9;62;11;3;4;91;136;17;12;8;0;10;46;17;6;20;24;16;3;2;16;0;23;3;7;19
64,452632,480;753;753;368;512;778;858;226;559;507;382;54;352;389;26;37;96;44;8;15;75;9;3;4;149;179;54;14;12;0;14;52;38;15;31;35;10;4;3;18;1;42;4;15;27
80,452648,514;792;783;420;554;836;901;298;629;550;461;75;393;450;32;51;122;60;16;20;101;14;4;4;187;226;110;32;20;0;17;69;53;33;42;45;8;3;3;23;0;53;4;20;33
96,452664,532;812;795;456;592;872;924;352;674;576;503;93;431;483;41;60;140;84;23;23;111;19;4;4;226;269;155;70;35;0;20;103;71;49;52;64;7;3;3;26;0;64;4;37;48
112,452680,552;843;811;472;626;897;948;397;713;605;539;105;449;505;45;66;159;91;23;24;117;21;4;6;245;304;178;88;52;8;24;125;81;57;58;77;8;4;3;26;0;70;4;42;47
128,452696,578;883;845;517;670;933;974;440;754;634;573;116;468;526;51;70;168;101;23;25;126;24;4;11;256;319;192;93;58;11;25;133;91;67;64;87;7;4;3;27;0;66;4;44;51
144,452712,614;925;874;545;704;964;1015;485;785;659;602;126;491;551;62;72;175;115;25;26;134;24;4;12;259;325;207;107;58;14;25;145;98;78;71;92;8;4;3;27;0;66;4;45;52
160,452728,637;967;912;576;745;1004;1046;522;812;685;633;136;516;576;71;72;186;126;24;28;142;26;5;20;265;329;220;116;68;25;29;153;105;85;76;99;8;4;4;29;0;69;6;48;57
176,452744,664;1002;949;595;789;1030;1077;557;831;695;667;143;542;596;74;81;193;142;24;28;150;28;6;25;271;344;236;123;84;38;29;166;120;91;83;106;8;3;3;24;0;73;7;51;62
192,452760,683;1027;970;609;820;1057;1095;589;846;710;700;156;563;617;93;80;201;152;29;32;155;29;9;39;270;353;262;145;93;49;30;186;146;97;93;124;6;3;3;26;0;76;6;57;74
