TimeSinceCollection,Timestamp,AngularVelX,AngularVelY,AngularVelZ,AngleRoll,AnglePitch,AngleYaw,AccX,AccY,AccZ,Q1,Q2,Q3,Q4,MagX,MagY,MagZ,Height,Airpressure
9000,461593,33.5083,29.6021,-373.108,-73.5095,-52.0752,169.969,3.65586,-27.797,0.803906,-0.324554,-0.303345,0.566315,-0.694122,-118.85,44.75,-65.3833,-10330,-28500
9006,461599,33.5083,59.3262,-349.976,-71.1365,-55.0745,167.355,-1.71309,-26.7586,3.89512,-0.335724,-0.310577,0.560303,-0.690491,-120.842,41.7,-65.65,-10330,-28500
9012,461605,29.0527,61.3403,-331.116,-69.8071,-56.4038,165.888,-6.52695,-22.6434,4.50762,-0.34671,-0.316986,0.554016,-0.687225,-121.733,40.1167,-65.7917,-10330,-28500
9018,461611,0.427246,69.0918,-303.711,-68.5437,-57.5629,164.35,-9.19229,-24.0693,0.253613,-0.357117,-0.322693,0.548035,-0.684021,-122.567,38.5333,-65.9417,-10330,-28500
9024,461617,-6.10352,82.7637,-266.174,-67.2418,-58.4912,162.735,-13.9057,-30.8643,-3.01465,-0.367188,-0.326965,0.543121,-0.680573,-123.358,36.9167,-66.1333,-10330,-28500
9030,461623,9.46045,81.7261,-228.21,-65.9235,-59.2218,161.202,-18.04,-33.5535,-6.67051,-0.384308,-0.331757,0.534332,-0.67572,-124.067,35.375,-66.325,-10330,-28500
9036,461629,40.1001,89.5996,-146.484,-63.2867,-60.0073,158.423,-31.0461,-29.3091,-10.1254,-0.390656,-0.332886,0.53006,-0.674896,-125.317,32.375,-66.8167,-10330,-28500
9042,461635,41.3818,85.2051,-111.755,-62.1442,-60.1227,157.28,-38.2143,-24.3947,-8.43623,-0.39566,-0.33313,0.52594,-0.675079,-125.867,30.9417,-67.1,-10330,-28500
9048,461641,24.5361,69.6411,-80.7495,-61.3367,-60.1172,156.429,-43.2961,-19.5474,-6.68965,-0.399445,-0.332672,0.52243,-0.675812,-126.342,29.575,-67.4083,-10330,-28500
9054,461647,-10.6812,39.3066,-47.9126,-61.0895,-60.0293,156.006,-43.5832,-16.9251,-5.49814,-0.40213,-0.331573,0.520142,-0.676514,-126.733,28.2583,-67.7167,-10330,-28500
9060,461653,-47.4243,16.7847,-10.2539,-61.3586,-59.8206,155.978,-37.9989,-17.8343,-4.27314,-0.403961,-0.327423,0.52179,-0.676178,-127.108,27.0583,-68.025,-10338,-28499
9066,461659,-78.6133,17.7002,70.4956,-62.644,-58.8538,156.484,-25.9834,-21.2317,-3.04336,-0.40329,-0.323608,0.524902,-0.676025,-127.667,24.9333,-68.55,-10338,-28499
9072,461665,-81.9092,23.3765,101.624,-63.446,-58.1232,156.879,-21.4231,-21.8155,-2.88066,-0.401642,-0.318604,0.528778,-0.676331,-127.892,24.0333,-68.7917,-10338,-28499
9078,461671,-78.2471,32.959,124.146,-64.2206,-57.2717,157.258,-17.4754,-22.8348,-3.01465,-0.399231,-0.312683,0.533081,-0.677155,-128.117,23.2833,-69.0167,-10338,-28499
9084,461677,-66.4063,41.1987,139.709,-64.8962,-56.3324,157.604,-14.2885,-23.1027,-3.11992,-0.396271,-0.306,0.537354,-0.678558,-128.325,22.6917,-69.2167,-10338,-28499
9090,461683,-130.737,-188.049,260.559,-67.7197,-55.3107,160.17,39.8221,-27.6199,17.8391,-0.381378,-0.294678,0.55249,-0.679962,-128.483,22.2167,-69.45,-10338,-28499
9096,461689,135.132,296.326,251.77,-67.3682,-51.7181,160.01,-5.39287,4.49805,-33.9746,-0.371063,-0.284912,0.55954,-0.684052,-128.742,21.6167,-69.8333,-10338,-28499
9102,461695,13.3667,-5.24902,311.707,-68.1757,-50.1086,161.06,21.3274,17.5137,-5.42637,-0.368134,-0.270782,0.554474,-0.695404,-128.825,21.5333,-70.0083,-10338,-28499
9108,461701,-155.457,195.618,323.792,-68.6755,-48.0762,160.631,26.5911,3.02422,23.5047,-0.357513,-0.26239,0.558472,-0.700928,-128.858,21.6,-70.2083,-10338,-28499
9114,461707,-124.756,203.918,344.849,-69.0271,-45.9448,160.192,4.47891,-1.75615,4.07217,-0.353333,-0.244904,0.564362,-0.704651,-128.833,21.7917,-70.45,-10338,-28499
9120,461713,-145.813,127.747,349.915,-69.8456,-43.9343,160.252,2.05762,-3.78984,9.88135,-0.341339,-0.211121,0.575623,-0.712372,-128.775,22.1583,-70.725,-10338,-28499
9126,461719,-200.623,182.861,328.613,-71.4001,-39.9188,159.615,-5.52207,-5.28281,8.76162,-0.335724,-0.193787,0.582275,-0.714539,-128.542,23.1667,-71.3167,-10338,-28499
9132,461725,-233.276,153.259,318.42,-72.4164,-38.0237,159.329,-10.4986,-12.2213,8.46973,-0.331085,-0.175751,0.588898,-0.715942,-128.308,23.875,-71.6667,-10338,-28499
9138,461731,-223.999,107.483,301.636,-73.515,-36.2823,159.252,-12.2069,-20.6145,4.39756,-0.326141,-0.158386,0.596588,-0.715912,-128.025,24.75,-71.975,-10338,-28499
9144,461737,-175.659,47.6074,300.964,-74.5532,-34.6344,159.489,-7.05811,-26.7634,0.789551,-0.320374,-0.142975,0.604279,-0.715302,-127.675,25.75,-72.2917,-10338,-28499
9150,461743,-112.61,18.0664,295.044,-75.3442,-33.0524,159.851,-0.531152,-26.3519,-0.244043,-0.303894,-0.119202,0.616241,-0.716644,-127.267,26.8083,-72.6,-10338,-28499
9156,461749,-23.0713,19.5313,268.372,-75.9924,-30.0696,160.45,-4.58418,-23.9066,3.99082,-0.294952,-0.109528,0.618683,-0.719818,-126.408,28.9417,-73.0833,-10338,-28499
9162,461755,-5.92041,-17.5781,242.065,-76.2561,-28.7952,160.884,-9.2832,-23.1649,4.95264,-0.28656,-0.100494,0.620575,-0.72287,-125.942,30.0667,-73.2417,-10338,-28499
9168,461761,19.7144,-58.7769,213.257,-76.4703,-27.7075,161.494,-8.56065,-20.0881,3.15342,-0.277893,-0.0935669,0.622192,-0.7258,-125.442,31.1917,-73.3833,-10338,-28499
9174,461767,17.5171,-81.665,176.697,-76.712,-26.8286,162.169,-4.30664,-20.7819,-2.01455,-0.26889,-0.0890503,0.623291,-0.728821,-124.933,32.3,-73.4917,-10338,-28499
9180,461773,-10.0098,-54.3823,123.962,-76.9977,-26.1749,162.625,3.39746,-26.06,-12.8864,-0.254456,-0.0836182,0.626129,-0.732208,-124.433,33.425,-73.575,-10322,-28501
9186,461779,64.1479,81.0547,52.7344,-76.5472,-25.2631,162.274,7.50313,-17.997,-6.4791,-0.252045,-0.0805969,0.626129,-0.733368,-123.492,35.4917,-73.7167,-10322,-28501
9192,461785,80.6885,117.249,56.3965,-75.9485,-24.7522,161.724,5.01484,-6.27334,2.75146,-0.251831,-0.0765076,0.623627,-0.735992,-123.042,36.4083,-73.8083,-10322,-28501
9198,461791,36.2549,94.9097,66.2231,-75.6354,-24.2194,161.312,-3.14863,0.339746,9.5751,-0.252472,-0.0713806,0.620209,-0.739197,-122.625,37.275,-73.9167,-10322,-28501
9204,461797,-30.3345,47.7295,48.7671,-75.7397,-23.8239,161.125,-10.7666,-5.49814,11.9629,-0.252319,-0.0661926,0.618439,-0.741211,-122.225,38.1,-74.075,-10322,-28501
9210,461803,-33.3862,-53.4058,10.0708,-76.0254,-23.6261,161.323,2.07676,-10.1924,0.545508,-0.249512,-0.0613403,0.620972,-0.740448,-121.833,38.8417,-74.25,-10322,-28501
9216,461809,-36.499,-18.0664,8.11768,-76.5857,-23.4229,161.724,5.6417,-9.9292,-0.277539,-0.247345,-0.0617065,0.622803,-0.739594,-121.075,40.15,-74.5667,-10322,-28501
9222,461815,-31.6772,0.793457,10.498,-76.7725,-23.28,161.73,2.71318,-10.4938,0.803906,-0.246246,-0.0609436,0.624359,-0.738708,-120.758,40.7333,-74.6583,-10322,-28501
9228,461821,-26.3672,-11.1694,7.93457,-76.9592,-23.1592,161.796,0.679492,-10.4604,0.91875,-0.245544,-0.0596008,0.62558,-0.738037,-120.467,41.2417,-74.7333,-10322,-28501
9234,461827,-23.6206,-18.7378,3.54004,-77.1405,-23.0768,161.895,2.38301,-10.5417,0.244043,-0.244629,-0.0587463,0.626709,-0.737427,-120.2,41.725,-74.7917,-10322,-28501
9240,461833,-17.6392,-11.2915,5.24902,-77.2943,-22.9834,161.977,3.26348,-9.85742,0.952246,-0.242737,-0.0578308,0.628784,-0.736359,-119.975,42.1833,-74.8,-10322,-28501
9246,461839,-16.9678,-11.2305,3.84521,-77.5635,-22.7966,162.098,3.02422,-9.98184,0.866113,-0.241913,-0.0572205,0.629639,-0.735962,-119.575,42.975,-74.775,-10322,-28501
9252,461845,-15.3809,-11.3525,5.12695,-77.6898,-22.7032,162.164,3.06729,-9.94355,0.636426,-0.24115,-0.0566711,0.630463,-0.735535,-119.375,43.2833,-74.7333,-10322,-28501
9258,461851,-16.2354,-7.20215,3.35693,-77.8107,-22.6208,162.202,2.57441,-9.8957,0.0574219,-0.240326,-0.0561218,0.631256,-0.735199,-119.217,43.5917,-74.6833,-10322,-28501
9264,461857,-12.4512,-11.9019,5.00488,-77.9205,-22.533,162.263,3.47402,-9.82393,0.842188,-0.239716,-0.0555115,0.631989,-0.734802,-119.067,43.875,-74.625,-10322,-28501
9270,461863,-10.8032,-7.32422,7.20215,-78.0139,-22.4451,162.318,3.98125,-9.26885,0.301465,-0.238159,-0.0545654,0.63327,-0.734283,-118.933,44.125,-74.575,-10322,-28501
9276,461869,-9.70459,-5.98145,9.70459,-78.1952,-22.2418,162.4,4.27793,-9.71865,0.354102,-0.237457,-0.0539551,0.63385,-0.734039,-118.725,44.6333,-74.5417,-10322,-28501
9282,461875,-7.50732,-2.68555,12.2681,-78.2666,-22.121,162.422,4.40713,-9.59424,0.291895,-0.236694,-0.0532532,0.634399,-0.733856,-118.642,44.875,-74.5167,-10322,-28501
9288,461881,-7.38525,1.0376,14.7095,-78.327,-21.9891,162.427,3.94297,-9.36934,1.05752,-0.235962,-0.0524292,0.634857,-0.733765,-118.575,45.0833,-74.5083,-10322,-28501
9294,461887,-6.53076,1.95313,15.2588,-78.382,-21.8573,162.427,2.97637,-9.8,1.42119,-0.235291,-0.0514526,0.635254,-0.733734,-118.492,45.275,-74.5083,-10322,-28501
9300,461893,-3.72314,-3.2959,12.3291,-78.4314,-21.7365,162.438,2.74189,-9.52725,1.62695,-0.233917,-0.0495911,0.635895,-0.733704,-118.425,45.4417,-74.5083,-10297,-28504
9306,461899,-3.05176,-5.79834,11.5356,-78.5303,-21.5222,162.499,2.79932,-9.62295,1.54561,-0.233215,-0.0488892,0.6362,-0.733734,-118.3,45.7333,-74.4583,-10297,-28504
9312,461905,-3.84521,-8.23975,10.437,-78.5852,-21.4288,162.548,2.8376,-9.47939,1.3877,-0.232483,-0.0482788,0.636505,-0.733734,-118.225,45.85,-74.45,-10297,-28504
9318,461911,-3.2959,-10.1929,9.94873,-78.6456,-21.3409,162.603,2.7084,-9.55596,1.24893,-0.23172,-0.047821,0.636871,-0.733704,-118.167,45.975,-74.4417,-10297,-28504
9324,461917,-1.83105,-10.9863,8.54492,-78.6951,-21.264,162.664,2.55527,-9.68037,1.25371,-0.230927,-0.0474243,0.637207,-0.733673,-118.125,46.1083,-74.4333,-10297,-28504
9330,461923,0.793457,-11.4746,6.16455,-78.739,-21.1926,162.724,2.5792,-9.45547,1.0958,-0.229401,-0.0469055,0.637756,-0.733704,-118.075,46.2167,-74.4333,-10297,-28504
9336,461929,1.83105,-10.9253,4.5166,-78.8049,-21.0718,162.839,2.66055,-9.59424,1.03359,-0.228729,-0.0467529,0.63797,-0.733765,-118,46.4,-74.3917,-10297,-28504
9342,461935,3.35693,-10.5591,3.72314,-78.8214,-21.0223,162.894,2.95244,-9.39326,1.0623,-0.228088,-0.0466309,0.638123,-0.733826,-117.983,46.4917,-74.3417,-10297,-28504
9348,461941,3.41797,-10.0098,3.23486,-78.8434,-20.9784,162.938,2.94287,-9.40283,1.0001,-0.227509,-0.0465393,0.638245,-0.733917,-117.975,46.575,-74.3,-10297,-28504
9354,461947,3.66211,-8.48389,3.17383,-78.8599,-20.9344,162.982,3.2252,-9.36934,1.14365,-0.226959,-0.0464783,0.638336,-0.733978,-117.958,46.65,-74.2917,-10297,-28504
9360,461953,5.49316,-6.71387,2.86865,-78.8708,-20.8466,163.048,3.17256,-9.37412,0.799121,-0.226013,-0.0462341,0.638458,-0.734192,-117.958,46.75,-74.2917,-10297,-28504
9366,461959,5.67627,-6.5918,3.54004,-78.8708,-20.7971,163.076,3.28262,-9.28799,0.574219,-0.225586,-0.0461121,0.638458,-0.734314,-117.925,46.8917,-74.225,-10297,-28504
9372,461965,5.85938,-5.31006,4.76074,-78.8708,-20.7477,163.103,3.56494,-9.24492,0.421094,-0.225159,-0.04599,0.638458,-0.734467,-117.908,46.9417,-74.1833,-10297,-28504
9378,461971,6.7749,-3.66211,5.49316,-78.8654,-20.6927,163.12,3.50752,-9.38369,0.421094,-0.224731,-0.0457764,0.638458,-0.734619,-117.9,46.9917,-74.1,-10297,-28504
9384,461977,7.50732,-3.23486,6.95801,-78.8489,-20.6323,163.136,3.48359,-9.26885,0.60293,-0.224335,-0.0455322,0.638397,-0.734802,-117.9,47.0417,-74.0083,-10297,-28504
9390,461983,8.05664,-1.40381,8.91113,-78.8214,-20.5005,163.158,3.31611,-9.34062,0.579004,-0.223511,-0.0448914,0.638214,-0.73526,-117.9,47.0833,-73.9417,-10297,-28504
9396,461989,9.82666,-1.40381,10.437,-78.7939,-20.4236,163.169,3.45967,-9.34541,0.62207,-0.223083,-0.0444946,0.638123,-0.735504,-117.892,47.1833,-73.8917,-10297,-28504
9402,461995,10.1929,-0.549316,12.085,-78.7665,-20.3412,163.174,3.71328,-9.26885,0.689063,-0.222595,-0.0440979,0.637939,-0.735809,-117.9,47.2583,-73.875,-10297,-28504
9408,462001,9.94873,0.427246,14.0381,-78.739,-20.2478,163.18,3.49795,-9.25928,0.583789,-0.222107,-0.0436401,0.637787,-0.736145,-117.917,47.325,-73.875,-10297,-28504
9414,462007,10.6812,1.09863,15.3809,-78.7115,-20.1544,163.18,3.36875,-9.40762,0.842188,-0.221588,-0.0431213,0.637604,-0.736481,-117.925,47.3583,-73.875,-10305,-28503
9420,462013,11.4746,1.70898,17.0288,-78.6401,-19.9457,163.185,2.95244,-9.24971,0.894824,-0.22052,-0.0419006,0.637177,-0.737244,-117.925,47.4083,-73.8917,-10305,-28503
9426,462019,11.7188,0.976563,17.8223,-78.6072,-19.8413,163.191,3.13906,-9.3167,1.13887,-0.21994,-0.0412903,0.636963,-0.73764,-117.875,47.4667,-73.95,-10305,-28503
9432,462025,11.4746,1.46484,18.7988,-78.5742,-19.726,163.191,3.11992,-9.36934,1.03838,-0.21933,-0.0406799,0.636719,-0.738037,-117.85,47.475,-73.9917,-10305,-28503
9438,462031,12.085,2.56348,19.8975,-78.5303,-19.6106,163.191,3.13428,-9.31191,0.933105,-0.218719,-0.0400085,0.636505,-0.738464,-117.842,47.5,-74.0417,-10305,-28503
9444,462037,12.4512,1.89209,20.5078,-78.4918,-19.4952,163.196,2.79453,-9.30713,1.0623,-0.218109,-0.0393066,0.63623,-0.738892,-117.808,47.5417,-74.0583,-10305,-28503
9450,462043,12.5122,1.70898,21.0571,-78.4534,-19.3744,163.202,2.73711,-9.19707,1.21543,-0.216797,-0.0379028,0.635712,-0.739807,-117.758,47.5667,-74.0917,-10305,-28503
9456,462049,12.4512,1.89209,22.0337,-78.371,-19.1327,163.207,2.79932,-9.12051,1.20586,-0.216125,-0.0371704,0.635437,-0.740295,-117.642,47.65,-74.2,-10305,-28503
9462,462055,11.9019,2.19727,22.644,-78.3325,-19.0063,163.213,2.74668,-9.08223,1.3207,-0.215454,-0.0364685,0.635162,-0.740753,-117.592,47.7,-74.2333,-10305,-28503
9468,462061,11.5356,1.77002,22.9492,-78.2996,-18.88,163.218,2.5792,-9.14443,1.36855,-0.214752,-0.0357056,0.634918,-0.741211,-117.542,47.7333,-74.2917,-10305,-28503
9474,462067,11.0474,-0.12207,23.3154,-78.2721,-18.7537,163.235,2.79932,-9.13008,1.60303,-0.21402,-0.0349426,0.634674,-0.741638,-117.467,47.75,-74.3417,-10305,-28503
9480,462073,9.33838,0.244141,24.1699,-78.2501,-18.6218,163.251,3.2874,-9.42676,1.23457,-0.212463,-0.0335083,0.634308,-0.742493,-117.408,47.7833,-74.3917,-10305,-28503
9486,462079,8.30078,-1.77002,28.2593,-78.2172,-18.3362,163.306,3.32568,-9.42197,1.17715,-0.211578,-0.0327148,0.634186,-0.742859,-117.292,47.8833,-74.5,-10305,-28503
9492,462085,7.50732,-1.64795,30.3955,-78.2117,-18.1824,163.339,3.34004,-9.41719,1.27285,-0.210632,-0.0319519,0.634094,-0.743256,-117.242,47.925,-74.5417,-10305,-28503
9498,462091,7.20215,-2.44141,32.7759,-78.2062,-18.0176,163.378,3.44053,-9.52246,1.53604,-0.209595,-0.0310974,0.634003,-0.743652,-117.2,47.9917,-74.5333,-10305,-28503
9504,462097,6.95801,-2.19727,34.3628,-78.2007,-17.8473,163.416,3.1582,-9.51289,1.61738,-0.208496,-0.0302124,0.633942,-0.744049,-117.158,48.0583,-74.5167,-10305,-28503
9510,462103,5.43213,-2.31934,37.7808,-78.2007,-17.6715,163.46,3.35918,-9.54639,2.07197,-0.206116,-0.0283203,0.63382,-0.744904,-117.108,48.1167,-74.5,-10305,-28503
9516,462109,4.21143,-3.54004,39.917,-78.2117,-17.287,163.553,3.59365,-9.91484,1.53125,-0.204865,-0.0273132,0.63382,-0.7453,-116.992,48.25,-74.55,-10305,-28503
9522,462115,4.88281,-3.11279,43.5181,-78.2172,-17.0782,163.608,4.22051,-10.4316,1.57432,-0.203522,-0.0262451,0.63385,-0.745667,-116.925,48.3333,-74.5417,-10305,-28503
9528,462121,5.98145,-1.58691,47.5464,-78.2227,-16.8475,163.658,4.10088,-10.5465,0.980957,-0.202057,-0.025116,0.63385,-0.746094,-116.842,48.4,-74.525,-10305,-28503
9534,462127,7.01904,-1.95313,51.7578,-78.2172,-16.5948,163.713,4.21094,-10.6039,1.26807,-0.200531,-0.0238342,0.63382,-0.746582,-116.75,48.4667,-74.5,-10305,-28503
9540,462133,8.54492,-1.28174,61.0962,-78.2062,-16.0345,163.828,4.66074,-11.1494,1.89014,-0.197083,-0.0209351,0.633667,-0.747711,-116.65,48.5583,-74.475,-10305,-28503
9546,462139,7.69043,0.427246,66.9556,-78.1952,-15.7104,163.889,5.16318,-10.8958,2.12461,-0.195129,-0.0193176,0.633545,-0.748383,-116.433,48.7917,-74.5,-10305,-28503
9552,462145,5.31006,5.18799,73.4253,-78.1952,-15.3589,163.927,5.15361,-10.9484,2.17246,-0.193054,-0.0174866,0.633423,-0.749054,-116.317,48.9167,-74.55,-10305,-28503
9558,462151,3.23486,6.40869,79.2847,-78.2062,-14.9744,163.971,4.66074,-11.0633,1.87578,-0.190918,-0.0153198,0.633331,-0.749725,-116.192,49.0583,-74.575,-10305,-28503
9564,462157,1.89209,4.57764,84.3506,-78.2227,-14.5679,164.026,4.29229,-11.1686,1.55518,-0.188629,-0.0129395,0.633301,-0.750366,-116.075,49.2083,-74.5833,-10305,-28503
9570,462163,-2.68555,4.15039,97.3511,-78.2556,-14.1394,164.103,5.29717,-11.2355,2.66533,-0.18338,-0.00796509,0.633423,-0.751648,-115.95,49.3417,-74.6083,-10305,-28503
9576,462169,-7.20215,4.88281,103.455,-78.3655,-13.1836,164.246,4.75166,-11.3552,2.82324,-0.18045,-0.00515747,0.633575,-0.752228,-115.658,49.65,-74.7,-10305,-28503
9582,462175,-10.2539,3.17383,108.704,-78.4424,-12.6672,164.328,4.27793,-11.403,3.30176,-0.177368,-0.00213623,0.633881,-0.752747,-115.5,49.85,-74.7333,-10305,-28503
9588,462181,-14.0991,4.08936,113.464,-78.5413,-12.1344,164.416,4.50762,-11.4892,3.8999,-0.174042,0.000946045,0.634247,-0.753204,-115.308,50.0417,-74.7417,-10305,-28503
9594,462187,-17.7002,4.76074,118.53,-78.6511,-11.5686,164.504,4.17744,-11.3887,4.16309,-0.170624,0.00424194,0.634705,-0.753601,-115.117,50.2417,-74.7417,-10305,-28503
9600,462193,-27.71,5.67627,126.587,-78.9368,-10.3931,164.68,3.90947,-10.6805,4.85693,-0.16333,0.011261,0.635895,-0.75412,-114.733,50.7083,-74.6833,-10305,-28503
9606,462199,-33.6304,8.23975,130.432,-79.118,-9.77783,164.756,3.94775,-10.6087,5.22539,-0.159515,0.0150146,0.636719,-0.754211,-114.517,50.9583,-74.6333,-10305,-28503
9612,462205,-38.7573,8.8501,134.216,-79.3158,-9.14063,164.833,3.42617,-10.4556,4.71338,-0.15564,0.0190125,0.637634,-0.75412,-114.258,51.225,-74.6083,-10305,-28503
9618,462211,-44.3726,6.71387,137.207,-79.5465,-8.49243,164.916,3.74199,-10.891,4.94307,-0.151672,0.0231323,0.638702,-0.753937,-113.967,51.5583,-74.55,-10305,-28503
9624,462217,-49.4995,8.54492,142.212,-79.7937,-7.82227,164.993,4.22051,-11.1207,4.49326,-0.14328,0.0316467,0.641266,-0.753082,-113.642,51.9333,-74.5333,-10305,-28503
9630,462223,-60.6689,4.57764,156.189,-80.3815,-6.38306,165.179,3.71807,-12.3936,2.78496,-0.138794,0.0361938,0.642792,-0.752441,-112.958,52.65,-74.575,-10305,-28503
9636,462229,-63.7207,-2.56348,164.551,-80.7001,-5.61401,165.322,3.95732,-13.1305,1.76572,-0.133972,0.040863,0.644409,-0.751678,-112.6,53.025,-74.6,-10305,-28503
9642,462235,-64.0259,-7.87354,174.744,-81.0242,-4.80103,165.493,4.93828,-13.6855,1.5791,-0.128662,0.0455322,0.646149,-0.750854,-112.217,53.4417,-74.5667,-10305,-28503
9648,462241,-65.0024,-12.5732,186.279,-81.3538,-3.93311,165.696,5.47422,-13.9774,1.42119,-0.122864,0.050293,0.647858,-0.750031,-111.817,53.8333,-74.5083,-10314,-28502
9654,462247,-64.209,-22.0947,195.862,-81.6779,-3.03223,165.943,5.68477,-13.6712,0.497656,-0.109711,0.0600891,0.651245,-0.748413,-111.392,54.275,-74.3917,-10314,-28502
9660,462253,-70.6177,-46.5698,221.436,-82.3975,-1.08215,166.624,8.76162,-17.1644,1.56475,-0.102173,0.0648499,0.653137,-0.747437,-110.508,55.2167,-74.1,-10314,-28502
9666,462259,-71.4722,-48.9502,242.798,-82.749,0.0219727,167.02,10.1062,-16.9777,0.947461,-0.0937805,0.0695801,0.654968,-0.74649,-110,55.725,-73.9333,-10314,-28502
9672,462265,-77.2705,-51.6357,265.869,-83.1226,1.23596,167.432,12.494,-17.1021,1.9332,-0.0846558,0.0748291,0.656708,-0.745544,-109.467,56.2583,-73.75,-10314,-28502
9678,462271,-81.543,-49.2554,292.419,-83.5071,2.58179,167.844,14.322,-17.1404,1.23936,-0.074707,0.0806274,0.658508,-0.744446,-108.892,56.8333,-73.5583,-10314,-28502
9684,462277,-85.8154,-44.3726,321.045,-83.9081,4.06494,168.239,15.0015,-17.4419,0.440234,-0.0524902,0.094696,0.661865,-0.741699,-108.267,57.45,-73.3583,-10314,-28502
9690,462283,-83.8623,-38.6353,377.686,-84.6716,7.44873,168.986,12.9965,-18.3367,-0.526367,-0.0402527,0.103088,0.663269,-0.740082,-106.983,58.675,-72.9667,-10314,-28502
9696,462289,-90.9424,-38.8794,402.344,-85.0616,9.32739,169.36,11.3025,-19.4804,-0.0191406,-0.0271912,0.112274,0.664307,-0.738403,-106.242,59.3417,-72.725,-10314,-28502
9702,462295,-96.5576,-46.814,424.866,-85.4681,11.3104,169.772,10.1015,-20.691,0.516797,-0.0133057,0.122101,0.665283,-0.736328,-105.425,60.05,-72.4833,-10314,-28502
9708,462301,-101.624,-57.6782,442.139,-85.8691,13.3759,170.239,9.36455,-20.9207,0.406738,0.00149536,0.132263,0.666138,-0.733948,-104.517,60.7667,-72.2,-10314,-28502
9714,462307,-114.075,-63.4766,456.421,-86.3086,15.5072,170.722,7.99121,-21.8251,0.301465,0.0335693,0.152893,0.667542,-0.727875,-103.5,61.4917,-71.9167,-10314,-28502
9720,462313,-123.962,-83.313,477.112,-87.1985,19.9182,171.843,8.20654,-24.6962,0.488086,0.0506897,0.163055,0.668243,-0.723999,-101.25,62.975,-71.2333,-10314,-28502
9726,462319,-127.441,-79.2236,480.103,-87.6324,22.1594,172.386,7.69932,-25.5814,1.25371,0.0682678,0.173218,0.668579,-0.719879,-100.025,63.7083,-70.8583,-10314,-28502
9732,462325,-129.272,-86.6699,481.018,-88.0444,24.4061,172.958,6.72793,-27.8831,1.37813,0.0857544,0.183472,0.668701,-0.715332,-98.6917,64.4417,-70.45,-10314,-28502
9738,462331,-116.211,-91.0034,474.731,-88.363,26.6199,173.546,7.79502,-28.0889,1.29199,0.103485,0.19342,0.668579,-0.710449,-97.2667,65.2,-70.0083,-10314,-28502
9744,462337,-111.206,-87.0972,466.125,-88.5773,28.8062,174.276,8.98652,-27.5769,0.205762,0.138885,0.211609,0.666565,-0.70108,-95.7333,65.9667,-69.5167,-10314,-28502
9750,462343,-102.234,-71.9604,438.477,-88.9728,32.9755,175.622,13.7717,-28.419,-2.67969,0.156311,0.219879,0.665283,-0.696075,-92.55,67.3417,-68.475,-10314,-28502
9756,462349,-80.0781,-69.8242,419.983,-89.0332,34.9146,176.243,13.2166,-25.0838,-3.47881,0.172607,0.227966,0.663666,-0.691132,-90.8917,67.9833,-67.9667,-10314,-28502
9762,462355,-58.7769,-78.186,394.47,-88.9343,36.7218,176.924,15.6092,-21.6193,-0.244043,0.187958,0.235687,0.661407,-0.686676,-89.1583,68.5667,-67.4417,-10330,-28500
9768,462361,-11.5356,-83.8623,349.915,-88.5608,38.2928,177.649,15.4848,-10.2067,-3.13428,0.202423,0.242523,0.658569,-0.682922,-87.3917,69.075,-66.975,-10330,-28500
9774,462367,12.207,-89.5386,294.739,-88.0334,39.5728,178.412,14.4177,-1.59346,-6.35469,0.22583,0.252441,0.650391,-0.67981,-85.6,69.5083,-66.5333,-10330,-28500
9780,462373,55.542,-21.0571,196.594,-86.4954,41.4185,179.698,5.50771,15.5135,-8.76162,0.235321,0.255432,0.64386,-0.681671,-82.1,70.2667,-65.7083,-10330,-28500
9786,462379,-7.8125,-25.8789,81.604,-86.347,41.6162,-179.989,-11.4317,-5.19189,7.37393,0.240479,0.259247,0.640198,-0.681915,-80.4167,70.55,-65.4,-10330,-28500
9792,462385,9.33838,-172.18,-3.41797,-85.4956,41.347,-178.742,-3.35439,-9.89092,1.78965,0.243134,0.259033,0.639587,-0.681641,-78.8083,70.7917,-65.15,-10330,-28500
9798,462391,2.50244,-140.442,-69.2749,-84.8639,40.7483,-177.77,13.2022,-7.31172,0.339746,0.247131,0.252289,0.637848,-0.684326,-77.2833,71.0167,-64.9667,-10330,-28500
9804,462397,8.36182,-97.9614,-118.286,-84.4244,39.9133,-177.133,12.0777,-5.35938,0.512012,0.246674,0.236908,0.637634,-0.690155,-75.9,71.2167,-64.8,-10330,-28500
9810,462403,13.7329,-71.106,-178.772,-83.7158,37.749,-176.155,18.4276,-2.11504,-1.58389,0.243896,0.228058,0.638123,-0.693665,-73.6833,71.5917,-64.5917,-10330,-28500
9816,462409,19.8975,-31.4941,-186.401,-83.584,36.5955,-176.072,19.1119,-2.95723,-0.980957,0.23938,0.219635,0.639099,-0.697052,-72.8167,71.7833,-64.475,-10330,-28500
9822,462415,28.9307,-5.00488,-186.829,-83.5181,35.4529,-176.177,17.8056,-3.30654,-0.330176,0.233337,0.21228,0.64035,-0.700226,-72.1333,71.9833,-64.4083,-10330,-28500
