TimeSinceCollection,Timestamp,AngularVelX,AngularVelY,AngularVelZ,AngleRoll,AnglePitch,AngleYaw,AccX,AccY,AccZ,Q1,Q2,Q3,Q4,MagX,MagY,MagZ,Height,Airpressure
102,704968,0.610352,-0.305176,-0.427246,-82.37,-3.82324,-119.784,0.665137,-9.7043,1.34463,0.358215,-0.351837,0.556763,-0.661652,-114.383,24.3583,-101.767,-10281,-28506
108,704974,0.305176,-0.183105,-0.244141,-82.37,-3.82324,-119.784,0.665137,-9.62773,1.41162,0.358246,-0.351837,0.556732,-0.661682,-114.417,24.35,-101.775,-10281,-28506
114,704980,-0.0610352,0.0610352,-0.305176,-82.37,-3.82874,-119.784,0.689063,-9.69473,1.37334,0.358246,-0.351837,0.556702,-0.661682,-114.417,24.325,-101.825,-10281,-28506
120,704986,0.12207,-0.183105,-0.244141,-82.37,-3.82874,-119.784,0.650781,-9.74258,1.31592,0.358215,-0.351837,0.556702,-0.661682,-114.417,24.3333,-101.85,-10281,-28506
126,704992,-0.366211,-0.183105,-0.12207,-82.37,-3.82874,-119.784,0.703418,-9.64688,1.44033,0.358215,-0.351868,0.556702,-0.661682,-114.375,24.375,-101.825,-10281,-28506
132,704998,-0.793457,0,-0.183105,-82.3755,-3.82874,-119.784,0.631641,-9.71865,1.35898,0.358215,-0.351898,0.556702,-0.661682,-114.317,24.375,-101.833,-10281,-28506
138,705004,-0.671387,-0.0610352,0,-82.3755,-3.82874,-119.784,0.674707,-9.7043,1.32549,0.358215,-0.351898,0.556702,-0.661682,-114.275,24.3833,-101.808,-10281,-28506
144,705010,-0.793457,0,0.183105,-82.381,-3.82874,-119.784,0.636426,-9.74736,1.29199,0.358185,-0.351898,0.556732,-0.661652,-114.242,24.4083,-101.8,-10281,-28506
150,705016,-0.793457,-0.183105,-0.244141,-82.3865,-3.82874,-119.784,0.626855,-9.75215,1.22979,0.358185,-0.351929,0.556763,-0.661621,-114.233,24.4417,-101.8,-10281,-28506
156,705022,-0.305176,0,-0.12207,-82.3865,-3.83423,-119.778,0.660352,-9.77607,1.26807,0.358154,-0.351959,0.556793,-0.661591,-114.233,24.475,-101.783,-10281,-28506
162,705028,-0.305176,0.0610352,-0.244141,-82.392,-3.83423,-119.784,0.626855,-9.80957,1.22979,0.358154,-0.351959,0.556793,-0.661591,-114.242,24.5,-101.758,-10281,-28506
168,705034,0.12207,0.12207,-0.305176,-82.392,-3.83423,-119.784,0.665137,-9.80957,1.21543,0.358154,-0.351959,0.556793,-0.661591,-114.25,24.4833,-101.733,-10281,-28506
174,705040,0.0610352,0.366211,0,-82.3865,-3.83423,-119.784,0.641211,-9.77129,1.23457,0.358124,-0.35199,0.556793,-0.661591,-114.258,24.4667,-101.75,-10281,-28506
180,705046,0.488281,0.244141,-0.488281,-82.3865,-3.83423,-119.784,0.607715,-9.79043,1.22021,0.358124,-0.351959,0.556763,-0.661621,-114.258,24.4583,-101.733,-10281,-28506
186,705052,1.0376,0.12207,-0.488281,-82.3755,-3.83972,-119.784,0.641211,-9.81436,1.25371,0.358124,-0.351959,0.556732,-0.661652,-114.317,24.5167,-101.75,-10281,-28506
192,705058,1.15967,0.183105,-0.488281,-82.37,-3.84521,-119.789,0.641211,-9.74736,1.34463,0.358124,-0.351959,0.556702,-0.661682,-114.317,24.5083,-101.75,-10281,-28506
198,705064,0.976563,0.244141,-0.183105,-82.3645,-3.84521,-119.789,0.689063,-9.73301,1.3542,0.358124,-0.351929,0.556671,-0.661743,-114.317,24.5167,-101.742,-10281,-28506
204,705070,0.915527,0.244141,-0.12207,-82.3645,-3.84521,-119.789,0.669922,-9.74258,1.35898,0.358124,-0.351929,0.556641,-0.661774,-114.308,24.5417,-101.742,-10281,-28506
210,705076,0.732422,0.366211,0.0610352,-82.359,-3.84521,-119.795,0.746484,-9.73301,1.3877,0.358124,-0.351868,0.55661,-0.661804,-114.258,24.55,-101.75,-10281,-28506
216,705082,0.183105,0.671387,0.183105,-82.3535,-3.83972,-119.795,0.674707,-9.74736,1.34941,0.358124,-0.351837,0.55661,-0.661804,-114.217,24.5167,-101.825,-10281,-28506
222,705088,0,0.732422,0.427246,-82.3535,-3.83972,-119.8,0.698633,-9.74258,1.35898,0.358124,-0.351837,0.55661,-0.661835,-114.2,24.5333,-101.858,-10281,-28506
228,705094,0.12207,0.732422,0.427246,-82.3535,-3.83423,-119.806,0.674707,-9.71387,1.38291,0.358124,-0.351807,0.556641,-0.661835,-114.217,24.5083,-101.875,-10281,-28506
234,705100,-0.183105,0.549316,0.427246,-82.3535,-3.83423,-119.806,0.684277,-9.75215,1.30156,0.358124,-0.351746,0.556671,-0.661835,-114.233,24.475,-101.892,-10281,-28506
240,705106,-0.183105,0.793457,0.366211,-82.359,-3.82874,-119.811,0.631641,-9.8335,1.20586,0.358093,-0.351715,0.556702,-0.661835,-114.225,24.45,-101.908,-10281,-28506
246,705112,0.671387,1.09863,0.488281,-82.348,-3.82324,-119.817,0.669922,-9.79521,1.25371,0.358093,-0.351654,0.556702,-0.661865,-114.208,24.3833,-101.867,-10281,-28506
252,705118,0.671387,0.854492,0.610352,-82.348,-3.82324,-119.822,0.665137,-9.80479,1.28242,0.358093,-0.351624,0.556702,-0.661865,-114.175,24.3333,-101.85,-10281,-28506
258,705124,1.15967,0.915527,0.488281,-82.3425,-3.81775,-119.828,0.660352,-9.83828,1.23457,0.358093,-0.351563,0.556702,-0.661896,-114.158,24.3083,-101.842,-10281,-28506
264,705130,1.28174,0.915527,0.793457,-82.337,-3.81226,-119.833,0.674707,-9.72822,1.3207,0.358124,-0.351501,0.556702,-0.661926,-114.158,24.3083,-101.808,-10281,-28506
270,705136,0.915527,0.915527,0.671387,-82.3315,-3.80676,-119.833,0.660352,-9.80957,1.26807,0.358154,-0.351379,0.556702,-0.661987,-114.158,24.3333,-101.833,-10281,-28506
276,705142,1.64795,0.915527,1.0376,-82.3151,-3.80127,-119.844,0.598145,-9.70908,1.37334,0.358154,-0.351318,0.556671,-0.662018,-114.167,24.3083,-101.892,-10281,-28506
282,705148,1.34277,0.915527,0.671387,-82.3096,-3.79578,-119.844,0.617285,-9.68994,1.34463,0.358185,-0.351257,0.556671,-0.662079,-114.183,24.325,-101.917,-10281,-28506
288,705154,1.34277,0.915527,0.610352,-82.2986,-3.79578,-119.85,0.655566,-9.78086,1.28242,0.358215,-0.351196,0.556641,-0.662109,-114.2,24.325,-101.942,-10281,-28506
294,705160,1.70898,0.793457,0.732422,-82.2931,-3.79028,-119.855,0.617285,-9.84307,1.24893,0.358215,-0.351135,0.556641,-0.66214,-114.208,24.3083,-101.958,-10281,-28506
300,705166,1.77002,0.671387,0.732422,-82.2821,-3.78479,-119.855,0.617285,-9.77607,1.26807,0.358276,-0.351013,0.55658,-0.662231,-114.225,24.3083,-101.983,-10281,-28506
306,705172,2.19727,1.09863,0.427246,-82.2601,-3.7793,-119.866,0.607715,-9.7665,1.31592,0.358307,-0.350922,0.556549,-0.662262,-114.267,24.325,-101.975,-10281,-28506
312,705178,2.2583,0.732422,0.671387,-82.2491,-3.7738,-119.866,0.665137,-9.79043,1.32549,0.358337,-0.350861,0.556519,-0.662323,-114.275,24.3083,-101.967,-10281,-28506
318,705184,2.2583,0.915527,0.915527,-82.2382,-3.76831,-119.872,0.708203,-9.77607,1.28242,0.358368,-0.3508,0.556458,-0.662384,-114.292,24.3083,-101.95,-10281,-28506
324,705190,2.0752,0.854492,0.854492,-82.2327,-3.76831,-119.877,0.698633,-9.78564,1.28242,0.358398,-0.350708,0.556427,-0.662445,-114.283,24.325,-101.9,-10281,-28506
330,705196,2.56348,1.09863,1.40381,-82.2162,-3.75732,-119.883,0.693848,-9.80957,1.29199,0.35849,-0.350525,0.556366,-0.662537,-114.283,24.3417,-101.867,-10281,-28506
336,705202,2.80762,1.2207,1.70898,-82.1942,-3.74084,-119.888,0.689063,-9.87656,1.26807,0.358521,-0.350433,0.556335,-0.662598,-114.292,24.3417,-101.9,-10281,-28506
342,705208,3.05176,1.15967,1.2207,-82.1777,-3.73535,-119.894,0.645996,-9.87656,1.29199,0.358582,-0.350311,0.556305,-0.662659,-114.3,24.3333,-101.925,-10281,-28506
348,705214,3.41797,1.46484,1.95313,-82.1613,-3.72437,-119.899,0.674707,-9.8,1.31113,0.358643,-0.35022,0.556244,-0.66272,-114.325,24.325,-101.958,-10281,-28506
354,705220,3.2959,1.34277,1.70898,-82.1448,-3.71887,-119.905,0.641211,-9.74736,1.3542,0.358704,-0.350067,0.556213,-0.662781,-114.35,24.2917,-101.983,-10281,-28506
360,705226,3.41797,1.34277,2.19727,-82.1283,-3.70789,-119.91,0.660352,-9.85742,1.27285,0.358856,-0.349823,0.556122,-0.662933,-114.375,24.2667,-101.983,-10281,-28506
366,705232,3.96729,1.34277,2.01416,-82.0898,-3.68591,-119.921,0.6125,-9.80957,1.33027,0.358917,-0.34967,0.556091,-0.662994,-114.4,24.25,-101.917,-10281,-28506
372,705238,3.78418,1.40381,1.95313,-82.0734,-3.67493,-119.927,0.60293,-9.71865,1.41162,0.359009,-0.349518,0.55603,-0.663086,-114.392,24.225,-101.892,-10281,-28506
378,705244,3.72314,1.2207,1.89209,-82.0569,-3.66394,-119.932,0.617285,-9.73301,1.4499,0.35907,-0.349396,0.555969,-0.663147,-114.383,24.1917,-101.867,-10281,-28506
384,705250,3.60107,1.15967,2.13623,-82.0404,-3.65295,-119.938,0.6125,-9.73779,1.37813,0.359161,-0.349243,0.555908,-0.663239,-114.383,24.2,-101.867,-10281,-28506
390,705256,3.41797,1.34277,1.95313,-82.0239,-3.64197,-119.938,0.6125,-9.8,1.40205,0.359314,-0.348969,0.555817,-0.663361,-114.383,24.1833,-101.858,-10281,-28506
396,705262,3.66211,1.52588,2.13623,-81.9855,-3.62,-119.954,0.569434,-9.84307,1.29199,0.359406,-0.348846,0.555786,-0.663422,-114.375,24.125,-101.892,-10281,-28506
402,705268,3.90625,0.976563,2.2583,-81.969,-3.60901,-119.954,0.574219,-9.86221,1.24414,0.359467,-0.348694,0.555725,-0.663513,-114.392,24.1167,-101.875,-10281,-28506
408,705274,4.15039,1.2207,1.89209,-81.947,-3.59802,-119.96,0.6125,-9.74258,1.3877,0.359558,-0.348541,0.555664,-0.663574,-114.392,24.1,-101.85,-10281,-28506
414,705280,4.02832,1.40381,2.01416,-81.9305,-3.58704,-119.965,0.626855,-9.64688,1.4499,0.35965,-0.348419,0.555603,-0.663666,-114.367,24.0833,-101.875,-10281,-28506
420,705286,3.66211,1.0376,2.19727,-81.9141,-3.57605,-119.971,0.574219,-9.66123,1.44033,0.359833,-0.348114,0.555481,-0.663818,-114.325,24.0583,-101.858,-10281,-28506
426,705292,3.60107,1.09863,1.70898,-81.8756,-3.55408,-119.976,0.583789,-9.72822,1.41162,0.359924,-0.347992,0.55545,-0.663879,-114.242,24.0333,-101.858,-10281,-28506
432,705298,3.84521,0.915527,1.70898,-81.8591,-3.54858,-119.982,0.607715,-9.78086,1.34941,0.359985,-0.347839,0.555389,-0.66394,-114.2,23.9917,-101.875,-10281,-28506
438,705304,3.90625,0.732422,1.95313,-81.8372,-3.5376,-119.982,0.583789,-9.81914,1.35898,0.360077,-0.347717,0.555328,-0.664032,-114.175,23.975,-101.917,-10281,-28506
444,705310,4.08936,0.915527,1.70898,-81.8207,-3.52661,-119.987,0.598145,-9.7665,1.3877,0.360168,-0.347595,0.555237,-0.664093,-114.183,23.975,-101.942,-10281,-28506
450,705316,4.08936,0.854492,2.01416,-81.7987,-3.52112,-119.987,0.593359,-9.79043,1.3877,0.360352,-0.347351,0.555084,-0.664276,-114.183,23.9667,-101.975,-10281,-28506
456,705322,4.3335,0.854492,1.70898,-81.7603,-3.49915,-119.993,0.593359,-9.80479,1.33984,0.360443,-0.347198,0.555023,-0.664337,-114.175,23.9167,-102.017,-10281,-28506
462,705328,4.63867,0.488281,1.77002,-81.7383,-3.48816,-119.998,0.6125,-9.72344,1.4499,0.360535,-0.347076,0.554932,-0.664429,-114.167,23.9,-102.017,-10281,-28506
468,705334,4.39453,0.671387,2.19727,-81.7163,-3.47717,-119.998,0.626855,-9.75215,1.43076,0.360626,-0.346954,0.55484,-0.66452,-114.158,23.8917,-102,-10281,-28506
474,705340,4.45557,0.854492,1.95313,-81.6943,-3.47168,-119.998,0.588574,-9.79521,1.39727,0.360748,-0.346832,0.554779,-0.664612,-114.15,23.8583,-102,-10281,-28506
480,705346,5.06592,0.793457,1.70898,-81.6724,-3.46069,-120.004,0.555078,-9.76172,1.4499,0.360962,-0.346558,0.554596,-0.664764,-114.142,23.825,-102,-10281,-28506
486,705352,4.94385,0.732422,1.46484,-81.6229,-3.44421,-120.009,0.607715,-9.75215,1.43076,0.361053,-0.346405,0.554504,-0.664886,-114.158,23.8083,-101.942,-10281,-28506
492,705358,5.12695,0.610352,1.89209,-81.5955,-3.43323,-120.009,0.598145,-9.82393,1.43555,0.361145,-0.346283,0.554382,-0.664978,-114.175,23.7833,-101.942,-10281,-28506
498,705364,5.12695,1.0376,1.95313,-81.5735,-3.42224,-120.015,0.583789,-9.82393,1.37334,0.361267,-0.34613,0.554291,-0.66507,-114.183,23.775,-101.975,-10281,-28506
504,705370,5.12695,0.488281,2.01416,-81.5515,-3.41675,-120.015,0.583789,-9.75693,1.45947,0.361359,-0.345978,0.554199,-0.665192,-114.208,23.7833,-102,-10281,-28506
510,705376,5.06592,0.915527,1.89209,-81.5021,-3.39478,-120.02,0.545508,-9.7043,1.47861,0.361603,-0.345703,0.553986,-0.665375,-114.2,23.7917,-102.017,-10281,-28506
516,705382,4.88281,0.671387,1.83105,-81.4746,-3.38379,-120.02,0.617285,-9.69951,1.56475,0.361694,-0.345551,0.553894,-0.665466,-114.167,23.75,-102.108,-10281,-28506
522,705388,4.63867,0.610352,1.83105,-81.4526,-3.3728,-120.02,0.588574,-9.61338,1.6126,0.361816,-0.345428,0.553772,-0.665558,-114.158,23.7333,-102.125,-10281,-28506
528,705394,4.27246,0.793457,1.77002,-81.4362,-3.36731,-120.026,0.588574,-9.65166,1.52168,0.361908,-0.345306,0.55368,-0.665649,-114.15,23.6917,-102.142,-10281,-28506
534,705400,4.27246,0.610352,1.77002,-81.4142,-3.35632,-120.026,0.526367,-9.67559,1.48818,0.362,-0.345154,0.553619,-0.665741,-114.15,23.6333,-102.192,-10281,-28506
540,705406,4.02832,0.732422,1.34277,-81.3757,-3.33984,-120.031,0.545508,-9.64688,1.57432,0.362183,-0.34491,0.553436,-0.665894,-114.15,23.575,-102.208,-10281,-28506
546,705412,3.60107,0.549316,1.77002,-81.3538,-3.33435,-120.037,0.583789,-9.78564,1.47861,0.362274,-0.344788,0.553375,-0.665985,-114.15,23.5167,-102.25,-10281,-28506
552,705418,4.08936,0.793457,1.83105,-81.3373,-3.32336,-120.037,0.574219,-9.87656,1.41162,0.362366,-0.344696,0.553284,-0.666046,-114.15,23.4667,-102.233,-10281,-28506
558,705424,4.5166,0.671387,1.40381,-81.3153,-3.31787,-120.037,0.545508,-9.91484,1.36377,0.362457,-0.344574,0.553223,-0.666138,-114.158,23.4583,-102.242,-10281,-28506
564,705430,5.24902,0.671387,1.46484,-81.2878,-3.30688,-120.042,0.531152,-9.87178,1.36377,0.362518,-0.344452,0.553131,-0.666229,-114.15,23.4667,-102.225,-10281,-28506
570,705436,5.92041,0.976563,1.0376,-81.2329,-3.2959,-120.048,0.526367,-9.86699,1.37813,0.362732,-0.344147,0.552887,-0.666443,-114.15,23.475,-102.175,-10281,-28506
576,705442,6.46973,0.732422,0.854492,-81.2054,-3.29041,-120.053,0.579004,-9.90527,1.38291,0.362823,-0.344025,0.552765,-0.666595,-114.133,23.45,-102.233,-10281,-28506
582,705448,7.14111,1.28174,0.854492,-81.167,-3.28491,-120.059,0.540723,-9.85264,1.36377,0.362915,-0.343872,0.552612,-0.666748,-114.133,23.4417,-102.258,-10281,-28506
588,705454,7.56836,1.09863,0.488281,-81.134,-3.28491,-120.064,0.46416,-9.91963,1.40205,0.363007,-0.343719,0.55246,-0.666901,-114.142,23.425,-102.3,-10281,-28506
594,705460,8.23975,1.2207,0.183105,-81.0956,-3.27942,-120.07,0.559863,-9.95313,1.3877,0.363098,-0.343567,0.552277,-0.667084,-114.125,23.3917,-102.342,-10281,-28506
600,705466,9.27734,1.09863,0.0610352,-81.0077,-3.27942,-120.081,0.526367,-9.80957,1.45947,0.363312,-0.343231,0.551849,-0.667511,-114.1,23.35,-102.358,-10281,-28506
606,705472,9.33838,0.915527,0,-80.9637,-3.27942,-120.081,0.492871,-9.80479,1.54082,0.363403,-0.343048,0.551605,-0.667725,-114.042,23.3333,-102.425,-10281,-28506
612,705478,9.46045,0.732422,-0.183105,-80.9198,-3.27942,-120.086,0.526367,-9.73301,1.55039,0.363525,-0.342896,0.551361,-0.667938,-114.008,23.3,-102.492,-10281,-28506
618,705484,9.15527,0.976563,0,-80.8759,-3.27393,-120.092,0.478516,-9.68516,1.64609,0.363647,-0.342743,0.551117,-0.668182,-114,23.2833,-102.567,-10281,-28506
624,705490,9.0332,0.732422,0.12207,-80.8319,-3.27393,-120.097,0.507227,-9.61338,1.65088,0.363739,-0.34256,0.550873,-0.668396,-114.008,23.275,-102.642,-10281,-28506
630,705496,8.60596,0.488281,-0.183105,-80.7495,-3.27393,-120.103,0.545508,-9.65645,1.68438,0.363953,-0.342255,0.550385,-0.668823,-114.025,23.2,-102.733,-10281,-28506
636,705502,8.23975,0.732422,0,-80.7111,-3.27393,-120.108,0.555078,-9.58945,1.69395,0.364075,-0.342102,0.550171,-0.669037,-114.025,23.1417,-102.75,-10281,-28506
642,705508,7.99561,0.671387,0,-80.6726,-3.27393,-120.108,0.540723,-9.55596,1.71787,0.364166,-0.341949,0.549957,-0.66925,-114.025,23.1,-102.758,-10281,-28506
648,705514,7.62939,0.488281,-0.305176,-80.6342,-3.27393,-120.114,0.598145,-9.56553,1.74658,0.364288,-0.341797,0.549744,-0.669434,-114.025,23.05,-102.75,-10281,-28506
654,705520,7.08008,0.854492,-0.12207,-80.6012,-3.27393,-120.114,0.6125,-9.56074,1.77529,0.364349,-0.341675,0.54953,-0.669617,-114.008,22.975,-102.767,-10281,-28506
660,705526,6.5918,0.793457,0.183105,-80.5353,-3.26843,-120.125,0.583789,-9.68994,1.66045,0.364532,-0.341431,0.549164,-0.669952,-113.975,22.8583,-102.775,-10281,-28506
666,705532,6.83594,0.915527,0.244141,-80.5023,-3.26843,-120.13,0.555078,-9.6708,1.65566,0.364594,-0.341309,0.549011,-0.670135,-113.958,22.7917,-102.742,-10281,-28506
672,705538,6.53076,1.09863,0.671387,-80.4694,-3.26294,-120.135,0.502441,-9.65645,1.65566,0.364685,-0.341156,0.548828,-0.670288,-113.925,22.6917,-102.733,-10281,-28506
678,705544,6.71387,0.915527,0.0610352,-80.4364,-3.26294,-120.135,0.492871,-9.64688,1.65088,0.364777,-0.341003,0.548676,-0.670441,-113.9,22.6083,-102.733,-10281,-28506
684,705550,6.46973,0.671387,0.183105,-80.4089,-3.26294,-120.141,0.497656,-9.64688,1.64609,0.364838,-0.340881,0.548492,-0.670624,-113.892,22.5583,-102.717,-10281,-28506
690,705556,6.71387,0.549316,0.244141,-80.343,-3.25745,-120.146,0.488086,-9.62773,1.65088,0.365021,-0.340637,0.548157,-0.670929,-113.875,22.425,-102.75,-10281,-28506
696,705562,6.89697,0.793457,0,-80.3101,-3.25745,-120.152,0.521582,-9.5751,1.71309,0.365112,-0.340515,0.547974,-0.671082,-113.867,22.35,-102.808,-10281,-28506
702,705568,6.46973,0.549316,0.0610352,-80.2771,-3.25745,-120.152,0.512012,-9.52725,1.77529,0.365173,-0.340363,0.547791,-0.671265,-113.867,22.3,-102.875,-10281,-28506
708,705574,5.85938,0.366211,0.0610352,-80.2496,-3.25745,-120.157,0.588574,-9.52725,1.77051,0.365265,-0.34024,0.547638,-0.671417,-113.875,22.2417,-102.933,-10281,-28506
714,705580,5.49316,0.549316,0.305176,-80.2222,-3.25195,-120.157,0.588574,-9.51289,1.84707,0.365326,-0.340149,0.547485,-0.671539,-113.875,22.1917,-103.017,-10281,-28506
720,705586,5.00488,0.610352,0.0610352,-80.1727,-3.25195,-120.163,0.507227,-9.6708,1.72744,0.365479,-0.339935,0.547211,-0.671783,-113.875,22.1167,-103.1,-10281,-28506
726,705592,4.63867,0.305176,0.12207,-80.1508,-3.25195,-120.163,0.535937,-9.73779,1.59346,0.36554,-0.339844,0.547089,-0.671906,-113.867,22.0667,-103.092,-10281,-28506
732,705598,5.12695,0.549316,0.366211,-80.1288,-3.24646,-120.168,0.559863,-9.90527,1.55518,0.365601,-0.339783,0.546967,-0.672028,-113.842,21.9917,-103.05,-10281,-28506
738,705604,5.49316,0.793457,0.366211,-80.1013,-3.24646,-120.168,0.631641,-10.202,1.51211,0.365662,-0.339661,0.546814,-0.67215,-113.817,21.9333,-103.008,-10281,-28506
744,705610,6.53076,0.671387,1.09863,-80.0739,-3.24097,-120.174,0.799121,-10.4316,1.4499,0.365753,-0.339539,0.546692,-0.672272,-113.808,21.8917,-102.967,-10281,-28506
750,705616,9.0332,1.09863,2.56348,-79.9915,-3.21899,-120.179,0.75127,-10.3981,1.4834,0.365967,-0.339203,0.546356,-0.672577,-113.792,21.7917,-102.992,-10281,-28506
756,705622,10.0708,0.976563,3.17383,-79.942,-3.20251,-120.179,0.631641,-10.1302,1.56475,0.36615,-0.338989,0.546173,-0.67276,-113.792,21.7417,-103.033,-10281,-28506
762,705628,10.437,1.15967,3.84521,-79.8926,-3.18054,-120.185,0.550293,-9.87656,1.64609,0.366364,-0.338745,0.545959,-0.672943,-113.8,21.7,-103.083,-10281,-28506
768,705634,10.3149,0.854492,3.72314,-79.8431,-3.16406,-120.185,0.497656,-9.61816,1.77051,0.366577,-0.33847,0.545715,-0.673126,-113.825,21.6583,-103.1,-10281,-28506
774,705640,10.0098,0.976563,3.23486,-79.7992,-3.14758,-120.185,0.521582,-9.58467,1.85664,0.367035,-0.337921,0.545288,-0.673523,-113.833,21.6083,-103.142,-10281,-28506
780,705646,9.58252,1.09863,3.23486,-79.7058,-3.11462,-120.19,0.435449,-9.52246,1.82314,0.367218,-0.337677,0.545074,-0.673706,-113.833,21.5083,-103.183,-10281,-28506
786,705652,9.27734,0.854492,3.17383,-79.6619,-3.09814,-120.196,0.507227,-9.53682,1.871,0.367432,-0.337433,0.544891,-0.673889,-113.817,21.4583,-103.2,-10281,-28506
792,705658,8.8501,0.976563,2.99072,-79.6179,-3.08167,-120.196,0.540723,-9.5416,1.88057,0.367615,-0.337189,0.544678,-0.674072,-113.808,21.3833,-103.233,-10281,-28506
798,705664,8.54492,0.854492,3.2959,-79.5795,-3.06519,-120.196,0.564648,-9.59902,1.89492,0.367798,-0.336945,0.544495,-0.674225,-113.8,21.3333,-103.283,-10281,-28506
804,705670,8.42285,0.854492,3.2959,-79.541,-3.04871,-120.201,0.598145,-9.59902,1.89971,0.368195,-0.336487,0.544128,-0.67453,-113.8,21.3,-103.317,-10281,-28506
810,705676,7.93457,1.28174,3.60107,-79.4586,-3.01575,-120.201,0.631641,-9.43154,2.00977,0.368378,-0.336273,0.543976,-0.674683,-113.817,21.2333,-103.4,-10281,-28506
816,705682,7.14111,1.0376,3.60107,-79.4257,-2.99927,-120.207,0.540723,-9.37412,2.0624,0.368561,-0.336029,0.543823,-0.674835,-113.817,21.2,-103.458,-10281,-28506
822,705688,6.5918,1.15967,3.2959,-79.3927,-2.98279,-120.207,0.535937,-9.37891,1.99541,0.368744,-0.335815,0.543671,-0.674957,-113.817,21.1833,-103.508,-10281,-28506
828,705694,5.98145,1.15967,3.60107,-79.3652,-2.96631,-120.212,0.516797,-9.47939,1.99541,0.368896,-0.335602,0.543549,-0.675079,-113.817,21.1583,-103.567,-10281,-28506
834,705700,5.61523,1.09863,3.35693,-79.3378,-2.94983,-120.212,0.545508,-9.62295,1.97148,0.369202,-0.335205,0.543365,-0.675262,-113.792,21.1083,-103.642,-10281,-28506
840,705706,5.49316,1.46484,3.78418,-79.2883,-2.91138,-120.218,0.555078,-9.75215,1.91885,0.369354,-0.334991,0.543274,-0.675323,-113.758,21.0333,-103.692,-10281,-28506
