Timestamp,Point0,Point1,Point2,Point3,Point4,Point5,Point6,Point7,Point8,Point9,Point10,Point11,Point12,Point13,Point14,Point15,Point16,Point17,Point18,Point19,Point20,Point21,Point22,Point23,Point24,Point25,Point26,Point27,Point28,Point29,Point30,Point31,Point32,Point33,Point34,Point35,Point36,Point37,Point38,Point39,Point40,Point41,Point42,Point43,Point44,
1587573,19,0,37,30,1,3,18,155,115,51,23,9,46,98,17,8,3,12,21,7,2,16,4,4,87,3,35,29,46,0,15,24,3,65,18,26,6,3,12,9,1,2,5,4,0,
1587589,23,0,37,35,1,4,24,163,128,61,26,9,32,99,20,4,4,12,20,8,1,16,4,4,82,1,34,27,38,1,16,25,3,66,17,24,4,3,4,19,0,2,3,5,2,
1587605,28,1,38,30,8,4,35,178,154,70,34,10,31,96,20,8,2,12,20,7,1,13,4,4,74,1,32,27,29,1,14,25,3,65,21,20,4,3,4,20,1,2,3,5,0,
1587621,34,1,40,32,9,3,37,190,162,70,35,10,23,96,20,8,2,12,20,7,1,12,4,6,65,0,29,26,27,8,12,19,3,62,20,16,4,3,4,22,4,2,3,4,0,
1587637,33,0,41,33,11,4,38,194,161,70,38,11,22,96,18,8,3,11,20,7,1,12,4,4,49,0,27,22,23,8,13,4,3,64,21,15,4,3,4,23,0,2,3,6,0,
1587653,33,1,43,37,11,4,38,195,161,70,40,10,19,98,19,8,3,11,18,7,1,11,4,4,49,6,24,22,24,1,15,1,3,64,20,15,4,4,4,33,0,2,3,5,0,
1587669,32,0,41,37,12,4,42,197,161,72,40,10,17,99,18,9,2,11,20,6,1,12,4,4,55,1,21,20,17,11,12,1,4,65,16,13,3,4,4,35,1,3,2,2,0,
1587685,30,0,41,37,11,4,39,198,162,72,40,8,14,98,17,8,3,11,20,7,1,10,4,4,49,0,15,20,16,4,16,3,3,61,5,13,4,3,4,36,1,2,2,6,0,
1587701,32,1,43,39,10,3,36,201,161,71,41,10,16,99,18,8,3,11,20,7,1,9,5,4,57,0,19,20,16,3,16,7,3,61,6,13,4,4,4,48,1,2,3,5,0,
1587717,28,0,42,34,4,4,27,198,156,64,38,10,19,99,18,8,3,11,20,8,1,7,4,4,70,1,20,20,14,0,16,13,3,61,20,11,4,3,4,85,0,3,4,12,9,
1587733,25,0,37,33,1,3,25,196,145,65,37,12,20,99,17,8,3,10,20,7,0,8,6,4,78,12,26,21,16,1,14,16,3,58,5,9,4,4,4,96,0,3,4,23,32,
1587749,29,1,37,32,1,3,24,199,151,66,37,12,42,102,17,7,3,10,19,7,3,8,6,4,84,16,26,20,15,0,15,17,3,52,24,8,5,4,4,100,0,2,2,24,40,
1587765,26,0,36,32,0,3,21,198,144,60,36,11,56,103,20,8,3,10,20,6,2,9,4,4,79,16,23,19,11,1,17,12,3,56,27,9,4,3,5,87,0,2,3,15,45,
1587781,24,0,34,30,0,4,18,198,135,58,31,10,58,104,16,8,3,8,20,6,1,6,4,4,70,10,20,17,9,1,16,9,3,58,34,9,0,4,4,77,1,2,3,2,37,
1587797,22,0,35,32,0,3,15,197,120,53,27,9,56,103,16,7,3,9,20,6,1,8,4,4,60,3,22,15,8,0,17,8,3,61,30,6,4,4,4,62,3,2,3,4,32,
1587813,24,0,36,31,0,4,17,196,133,58,32,12,60,103,12,8,3,7,20,7,1,11,3,4,82,8,22,17,8,1,20,8,3,59,26,8,4,4,4,53,0,1,2,4,25,
1587829,21,0,33,27,0,4,14,194,125,53,26,9,68,104,8,8,3,8,16,8,1,10,4,4,100,15,25,17,9,0,15,13,3,47,29,8,4,4,4,51,0,2,3,5,17,
1587845,19,0,30,28,0,3,12,189,103,40,20,15,74,109,7,9,2,4,8,8,1,15,4,4,130,22,33,20,16,0,12,22,3,43,27,7,5,4,4,44,0,2,3,4,0,
1587861,19,0,31,27,0,3,13,183,120,52,16,12,80,117,7,8,3,8,4,8,1,16,3,3,328,49,38,29,21,0,13,29,3,40,29,6,8,4,4,40,0,3,2,4,0,
1587877,31,0,45,26,12,12,26,182,195,69,33,17,90,111,7,6,3,8,14,8,1,8,4,4,325,60,45,31,23,1,16,30,3,39,28,4,9,4,4,45,0,2,2,5,0,
1587893,578,406,511,136,275,248,484,252,466,269,223,24,111,108,21,9,3,8,20,8,1,5,6,4,295,44,29,25,36,17,16,29,3,38,24,4,7,3,4,45,0,2,3,4,0,
1587909,1909,1749,1573,977,1084,1307,1355,611,838,732,905,33,187,124,80,8,3,9,34,7,1,12,4,4,228,37,12,15,33,25,16,26,4,33,6,4,8,2,4,46,0,2,2,4,0,
1587925,2479,2250,2281,1576,1856,1972,1990,1011,1210,1115,1214,61,281,181,153,12,4,19,88,19,6,15,5,4,306,59,16,33,20,16,14,30,4,33,4,2,10,3,4,45,0,2,2,6,0,
1587941,2640,2321,2421,2087,2312,2346,2467,1461,1722,1670,1597,251,619,537,274,28,8,9,75,29,6,9,5,4,379,82,53,16,8,0,35,51,7,28,18,3,4,3,4,43,0,2,3,4,0,
1587957,2516,2078,2260,2207,2424,2451,2639,1745,1977,1987,1907,566,931,824,444,75,45,34,116,68,16,9,7,4,412,122,90,37,4,0,82,78,10,24,33,0,8,4,3,31,0,2,2,6,0,
1587973,2246,1752,1954,2222,2429,2466,2622,1892,2060,2101,2058,778,1098,999,621,315,193,94,256,346,335,113,41,10,473,571,277,49,25,0,261,276,58,53,9,0,37,8,4,49,1,27,4,5,0,
1587989,2037,1587,1749,2127,2354,2402,2538,1899,2060,2109,2068,850,1170,1143,659,412,327,206,294,605,675,293,95,70,577,945,700,84,83,0,435,511,190,126,22,27,85,18,6,143,0,56,10,4,0,
1588005,1954,1526,1648,2081,2314,2371,2491,1883,2016,2058,2014,912,1239,1230,746,520,433,373,379,783,867,542,211,211,696,1153,1011,249,460,1,567,662,368,229,273,236,123,35,31,263,10,87,20,10,1,
1588021,1966,1544,1663,2094,2338,2383,2506,1871,2043,2079,2028,920,1226,1204,787,538,467,419,393,834,938,676,285,204,750,1233,1115,374,673,45,634,733,527,360,518,393,141,51,67,382,31,116,29,42,8,
