Timestamp,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,AngularVelX,AngularVelY,AngularVelZ,QW,QX,QY,QZ,MagX,MagY,MagZ,Height,AirPressure
1414179,0.645996,-28.5243,3.61758,-78.36,40.1385,-126.546,62.439,15.686,417.114,0.511475,-0.0419922,0.650208,-0.56015,22239,-27108,-32532,-3042,-29381
1414185,-1.86621,-28.2468,5.03398,-77.7008,42.1985,-126.046,72.5098,21.3013,437.744,0.521057,-0.0292358,0.649597,-0.552765,-5665,28700,21996,-3042,-29381
1414191,-2.04326,-29.022,3.96211,-76.9812,44.3408,-125.425,65.0635,14.2822,458.801,0.530792,-0.0155945,0.648712,-0.545044,-32032,17948,9452,-3042,-29381
1414197,2.05762,-18.9444,0.354102,-75.3113,48.9001,-124.03,67.9932,32.3486,496.46,0.551392,0.013031,0.646088,-0.527496,9697,5148,-4373,-3042,-29381
1414203,-4.44063,-15.3986,4.01953,-74.7894,51.2402,-123.492,27.771,61.2793,495.789,0.561432,0.0283813,0.644836,-0.517731,-31518,-27877,31723,-3042,-29381
1414209,-8.06777,-23.9641,1.50732,-74.295,53.5529,-122.64,-29.1138,29.9683,499.39,0.570404,0.0433655,0.644958,-0.506622,13283,19739,17387,-3042,-29381
1414215,-1.98584,-29.6058,1.91406,-73.3118,55.8435,-121.393,-0.732422,-4.02832,508.362,0.58017,0.0562744,0.645294,-0.493713,-5661,-1510,3563,-3042,-29381
1414221,-1.00967,-25.1986,4.40713,-72.1637,58.1396,-120.13,23.5596,10.5591,508.911,0.590698,0.069397,0.64386,-0.481262,-23068,-25062,-10518,-3042,-29381
1414227,-3.55537,-25.7059,3.68457,-69.505,62.6166,-116.999,-8.8501,5.5542,500.854,0.610046,0.0968628,0.640137,-0.456696,26085,14618,-23830,-3042,-29381
1414233,-2.70361,-28.1319,-0.478516,-67.8186,64.7424,-115.082,-1.70898,-0.12207,490.662,0.619324,0.109558,0.638306,-0.443695,-4634,19737,12010,-3042,-29381
1414239,1.68916,-26.4715,-3.21084,-65.5444,66.7145,-112.621,11.3525,-26.7944,477.6,0.628204,0.122009,0.636017,-0.431091,-22041,-11240,-2071,-3042,-29381
1414245,4.05781,-23.586,-2.38779,-63.089,68.5602,-110.034,18.1885,-16.1133,454.59,0.637177,0.133881,0.632629,-0.41922,26600,21016,-17431,-3042,-29381
1414251,2.42607,-22.2749,-3.99082,-60.3809,70.3125,-107.21,16.6016,-8.54492,440.735,0.645111,0.145447,0.629364,-0.40799,9705,-14569,31465,-3042,-29381
1414257,10.111,-10.6374,-8.66113,-52.7454,73.114,-99.613,66.9556,-33.9355,386.78,0.6604,0.166718,0.62146,-0.386993,-7447,13591,15849,-3042,-29381
1414263,10.647,5.49814,-11.4413,-47.8015,74.1028,-95.0867,125.122,-75.8667,357.788,0.666504,0.177338,0.616943,-0.378937,21227,-1771,-16664,-3042,-29381
1414269,3.12949,30.7303,0.0239258,-44.2145,74.6301,-91.9336,113.464,-54.9316,237.732,0.672607,0.188141,0.610382,-0.373535,-277,21269,32232,-3042,-29381
1414275,-1.9667,27.5146,-5.24453,-42.4127,74.4873,-90.0549,2.44141,-96.4966,96.9238,0.676147,0.195709,0.60553,-0.371124,-25108,-19436,15848,-3042,-29381
1414281,6.88105,8.99131,-3.84727,-42.1106,73.8995,-89.5605,-31.189,-113.464,-14.3433,0.679352,0.195618,0.602478,-0.37027,12781,5396,-1049,-3042,-29381
1414287,6.15371,3.50752,-2.55049,-45.0055,71.955,-91.9226,-74.0356,-112.488,-175.232,0.681671,0.184601,0.599915,-0.375793,12014,-2030,28391,-3042,-29381
