Timestamp,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,AngularVelX,AngularVelY,AngularVelZ,QW,QX,QY,QZ,MagX,MagY,MagZ,Height,AirPressure
1543761,-4.56982,-18.5951,3.18691,-81.0077,24.3842,-127.315,-17.2729,39.978,208.679,0.44809,-0.143799,0.637909,-0.609497,-12838,-6373,-7700,-2934,-29394
1543767,-4.23486,-20.313,2.50264,-81.123,25.4718,-127.266,-25.7568,38.147,221.436,0.452667,-0.137756,0.640167,-0.605103,8155,-7397,-8980,-2934,-29394
1543773,-3.44531,-20.8202,0.535937,-81.2769,27.8888,-127.2,-19.4702,49.1333,253.662,0.462769,-0.124664,0.644867,-0.595245,30171,-8165,-11540,-2934,-29394
1543779,-4.29707,-23.3994,0.559863,-81.2659,29.2017,-127.079,-6.7749,31.3721,270.142,0.468018,-0.117218,0.647461,-0.589844,13788,-11493,-13332,-2934,-29394
1543785,-2.01934,-23.9449,-1.19629,-81.1835,30.575,-126.909,2.2583,24.231,285.339,0.474152,-0.109497,0.649384,-0.58429,-25636,-13541,-14868,-2934,-29394
1543791,-1.75137,-25.0886,-1.50254,-81.0132,32.0471,-126.7,15.8691,22.0947,306.946,0.480804,-0.101349,0.65094,-0.578552,2525,-16357,-16916,-2934,-29394
1543797,-3.87119,-26.8974,-2.81846,-80.8649,33.6072,-126.552,17.0898,34.3018,324.585,0.487976,-0.0924072,0.6521,-0.572693,31965,-20453,-20244,-2934,-29394
1543803,-3.675,-31.9266,-2.18203,-80.2771,37.0239,-125.881,27.71,3.479,370.728,0.503143,-0.0724182,0.654388,-0.559662,-4643,-24549,-24340,-2934,-29394
1543809,-1.00967,-31.6395,-1.20107,-79.8157,38.8861,-125.447,45.0439,5.24902,395.02,0.512024,-0.0618896,0.654785,-0.552429,-5922,29211,30444,-2934,-29394
1543815,-1.34463,-33.2138,2.42129,-79.2664,40.8801,-124.986,56.3965,10.376,422.546,0.521271,-0.0502625,0.654694,-0.545013,29407,22043,24044,-2934,-29394
1543821,-0.679492,-33.8215,1.77051,-78.6072,43.0005,-124.426,62.561,7.38525,451.721,0.530853,-0.0374756,0.654327,-0.53717,1760,12827,17132,-2934,-29394
1543827,0.129199,-34.3766,1.69395,-77.8491,45.2362,-123.827,74.2798,14.0991,477.112,0.551239,-0.00906372,0.652527,-0.519775,-24608,2587,9708,-2934,-29394
1543833,0.449805,-28.4956,-1.07187,-75.9869,50.0592,-122.322,84.1064,18.5547,527.771,0.56189,0.00653076,0.651123,-0.510071,-11295,-22502,-8213,-2934,-29394
1543839,-3.84248,-22.5524,2.67969,-75.119,52.5861,-121.564,62.0117,40.1001,539.734,0.57254,0.0230103,0.649414,-0.499817,30946,27418,-20245,-2934,-29394
1543845,-10.3886,-28.486,1.08145,-74.3719,55.08,-120.635,7.01904,30.8228,537.354,0.58255,0.0396729,0.648376,-0.488403,10211,8986,30955,-2934,-29394
1543851,-1.59824,-34.4053,1.8375,-72.8943,57.5244,-118.976,25.4517,-35.0952,549.561,0.59256,0.054657,0.64798,-0.475311,-8221,-13031,15595,-2934,-29394
1543857,1.225,-27.9262,3.68457,-71.3287,59.9579,-117.427,53.5889,0.183105,543.762,0.61441,0.0846252,0.642395,-0.450073,-24604,27673,-1046,-2934,-29394
1543863,-9.40283,-36.8888,0.540723,-67.5879,64.5776,-113.368,15.9912,-36.499,527.222,0.62381,0.0993958,0.640289,-0.436951,8934,-29160,31722,-2934,-29394
1543869,0.30625,-39.5685,-3.56494,-64.5502,66.665,-110.319,58.0444,-59.3872,518.494,0.634125,0.112701,0.636719,-0.423828,-8218,4888,15850,-2934,-29394
1543875,6.00059,-32.4816,-6.56045,-61.0126,68.5931,-106.974,94.4824,-50.415,496.155,0.644348,0.126434,0.631561,-0.412109,-24089,-29161,-791,-2934,-29394
1543881,3.21084,-26.4571,-6.20635,-57.2772,70.34,-103.497,101.379,-32.0435,462.463,0.653381,0.140686,0.625885,-0.401825,25576,23,-17943,-2934,-29394
1543887,6.91934,-22.4902,-10.0297,-52.7069,71.7462,-99.1296,93.5669,-74.1577,432.861,0.668884,0.166351,0.614349,-0.383911,9449,27414,29929,-2934,-29394
1543893,20.7484,-6.21113,-15.3699,-41.9788,73.5095,-89.5441,203.003,-107.483,344.421,0.675964,0.177643,0.60733,-0.377563,-27670,15381,-9752,-2934,-29394
1543899,11.1973,30.6585,-2.09111,-37.3535,74.0424,-86.0175,254.15,-52.4292,263.916,0.681946,0.189728,0.598724,-0.374634,15339,-25068,-30744,-2934,-29394
1543905,-3.33047,41.7361,-7.05811,-35.4529,73.8556,-84.5728,110.291,-86.4258,86.6699,0.68457,0.202087,0.591492,-0.374878,-9237,-1517,13544,-2934,-29394
1543911,10.4891,16.9634,-5.60342,-35.343,73.114,-84.3805,-8.17871,-138.245,-31.8604,0.68634,0.205017,0.587097,-0.376984,28652,22547,-9753,-2934,-29394
1543917,12.1352,6.01494,-7.83809,-37.0184,72.312,-85.9131,-36.0107,-89.2944,-122.986,0.687927,0.193634,0.584106,-0.384644,-3092,-17646,-31513,-2934,-29394
1543923,12.0299,-1.95713,-3.33047,-42.1655,69.9939,-90.1978,-129.7,-110.413,-227.905,0.686829,0.183777,0.584839,-0.39032,-15635,-19183,-9242,-2934,-29394
1543929,13.0587,-9.04395,-3.59844,-45.1373,68.7579,-92.5543,-146.729,-81.4819,-244.995,0.685608,0.171082,0.586456,-0.395752,4590,19985,-28954,-2934,-29394
1543935,11.1877,-12.9391,-3.88555,-47.9828,67.5165,-94.7791,-149.109,-68.8477,-248.413,0.683319,0.157898,0.589294,-0.40094,21230,-240,18150,-2918,-29396
1543941,10.8336,-14.8866,-3.90469,-50.5151,66.264,-96.7181,-143.311,-67.3218,-243.591,0.680481,0.144806,0.592468,-0.406036,-31762,-14320,-27,-2918,-29396
1543947,10.2737,-14.8244,-1.62217,-52.8113,65.05,-98.4979,-129.211,-55.2979,-236.023,0.674072,0.120056,0.598419,-0.415955,-22290,-22768,-17691,-2918,-29396
1543953,9.63252,-13.7717,-0.574219,-56.7609,62.7594,-101.684,-94.3604,-34.8511,-219.727,0.670258,0.109131,0.601257,-0.420959,-13330,-25328,15845,-2918,-29396
1543959,9.52246,-12.8481,-0.550293,-58.4637,61.6553,-103.145,-76.0498,-24.4141,-214.844,0.666168,0.0989685,0.603912,-0.426117,-11794,-22512,2533,-2918,-29396
