Timestamp,Point0,Point1,Point2,Point3,Point4,Point5,Point6,Point7,Point8,Point9,Point10,Point11,Point12,Point13,Point14,Point15,Point16,Point17,Point18,Point19,Point20,Point21,Point22,Point23,Point24,Point25,Point26,Point27,Point28,Point29,Point30,Point31,Point32,Point33,Point34,Point35,Point36,Point37,Point38,Point39,Point40,Point41,Point42,Point43,Point44,
1414133,25,0,34,32,1,3,26,175,165,64,41,11,16,87,19,8,3,9,10,7,1,6,4,4,62,1,15,21,29,14,16,14,4,54,4,13,4,3,4,38,0,2,2,5,0,
1414149,24,0,35,34,2,3,27,176,162,63,44,10,20,93,17,8,3,8,10,7,1,6,4,4,78,2,22,25,25,14,14,22,2,56,13,15,6,3,4,45,0,2,3,5,0,
1414165,20,0,33,33,1,4,25,183,154,60,43,10,24,99,20,8,3,8,12,8,0,7,4,4,86,15,30,25,23,10,14,21,3,54,17,18,5,4,4,60,1,2,3,8,0,
1414181,15,0,32,32,0,4,22,182,143,53,34,9,24,103,20,8,2,8,13,7,1,8,4,4,94,18,36,25,23,12,12,21,3,51,5,16,5,4,4,62,0,2,2,16,0,
1414197,16,0,31,25,0,4,19,183,133,49,30,9,25,104,18,8,2,8,13,8,1,8,6,4,96,21,38,25,24,9,13,26,3,45,18,11,6,3,4,70,1,2,2,27,1,
1414213,15,0,29,28,0,4,16,183,113,43,27,12,24,104,20,8,3,9,13,8,1,9,4,4,93,22,41,24,25,9,13,22,3,52,29,18,4,3,4,73,1,2,3,25,3,
1414229,15,0,29,29,0,3,13,177,109,37,22,12,21,102,20,8,3,8,13,7,1,9,4,4,91,21,42,24,27,4,13,21,4,56,35,20,6,4,4,74,0,2,3,16,1,
1414245,16,0,29,29,0,4,11,182,112,35,24,11,33,102,20,7,3,8,10,8,1,10,4,4,111,26,41,26,33,11,13,21,3,57,34,16,4,4,4,76,0,2,3,4,0,
1414261,16,2,26,32,0,4,11,182,106,32,23,12,42,99,19,8,3,8,12,8,1,6,4,4,116,30,41,29,37,13,12,22,3,55,33,14,4,3,4,68,0,1,2,4,0,
1414277,19,0,25,34,0,4,12,176,102,29,20,12,49,99,16,8,3,8,10,7,1,6,4,4,120,33,41,29,34,12,11,22,3,51,25,12,6,4,4,62,0,3,3,4,0,
1414293,19,0,25,31,0,4,12,175,111,36,21,12,58,105,15,8,2,8,8,8,2,8,4,4,139,48,44,32,38,1,15,21,3,45,27,11,6,4,4,53,0,3,2,4,0,
