Timestamp,Point0,Point1,Point2,Point3,Point4,Point5,Point6,Point7,Point8,Point9,Point10,Point11,Point12,Point13,Point14,Point15,Point16,Point17,Point18,Point19,Point20,Point21,Point22,Point23,Point24,Point25,Point26,Point27,Point28,Point29,Point30,Point31,Point32,Point33,Point34,Point35,Point36,Point37,Point38,Point39,Point40,Point41,Point42,Point43,Point44,
1076136,46,3,54,24,70,36,174,99,261,165,248,178,470,366,146,384,348,165,179,1004,1183,921,463,310,1065,1806,1862,1742,1781,1348,1316,1848,2031,2043,2330,1779,753,936,1309,1575,1503,585,352,619,1079,
1076152,38,3,36,17,48,8,101,45,196,108,145,149,393,287,99,338,301,134,162,948,1148,850,420,271,1070,1829,1892,1747,1807,1329,1323,1894,2083,2110,2393,1794,836,1028,1421,1663,1609,614,395,690,1182,
1076168,27,3,26,14,31,6,52,55,162,77,116,124,328,230,78,261,238,99,135,879,1070,744,334,218,1071,1848,1916,1745,1828,1312,1347,1947,2133,2169,2451,1872,904,1110,1520,1767,1722,668,439,773,1314,
1076184,20,4,19,13,24,4,29,78,130,61,91,97,286,190,70,203,183,55,120,781,925,602,244,162,1068,1852,1915,1714,1791,1218,1368,1993,2179,2212,2491,1902,970,1191,1597,1853,1824,709,468,883,1434,
1076200,19,3,17,22,12,4,21,116,106,51,57,64,236,149,62,154,132,35,106,638,746,410,120,92,1056,1831,1885,1658,1728,1127,1355,2016,2202,2233,2518,2009,1044,1277,1686,1956,1940,754,552,1008,1574,
1076216,20,3,16,27,7,3,16,126,103,37,35,33,190,125,65,114,101,25,81,515,549,220,84,56,1032,1772,1801,1536,1636,1047,1326,2043,2237,2265,2534,2029,1108,1338,1734,2043,2043,811,663,1110,1760,
1076232,20,2,16,29,4,4,8,128,88,28,8,17,162,109,59,53,59,14,53,364,424,131,98,41,1776,1698,1659,1373,1553,955,1269,2043,2238,2267,2544,2026,1152,1364,1763,2088,2126,867,745,1240,1951,
1076248,20,3,16,29,4,4,9,135,87,21,8,16,135,99,54,20,21,4,52,253,360,94,75,22,1656,1616,1456,1169,1441,805,1159,2012,2213,2241,2533,2002,1185,1376,1762,2099,2211,909,818,1358,2112,
1076264,20,3,17,30,4,3,7,134,84,17,6,15,112,94,53,12,8,4,42,182,294,45,36,18,1518,1483,1294,926,1258,671,1089,1937,2151,2166,2482,1994,1193,1380,1756,2102,2272,944,878,1444,2259,
1076280,20,3,17,31,3,4,8,141,84,26,7,12,106,75,45,8,2,3,8,147,228,8,39,26,1359,1333,1199,829,1072,590,974,1777,2023,2052,2370,1980,1172,1339,1704,2081,2303,965,921,1555,2377,
1076296,22,3,18,33,2,4,9,140,90,29,12,12,102,78,36,9,3,11,20,122,162,37,27,12,1200,1214,1087,679,901,467,814,1600,1832,1879,2233,1884,1125,1254,1612,1994,2300,997,954,1645,2481,
1076312,22,2,22,32,1,3,9,135,103,34,54,11,81,58,27,8,3,14,27,103,94,14,24,16,1071,1115,985,559,721,456,700,1383,1591,1641,2054,1662,994,1123,1488,1852,2251,1009,990,1739,2560,
1076328,20,2,22,32,1,3,8,125,138,39,68,10,56,38,30,8,3,10,24,77,65,15,23,41,955,1040,911,512,650,431,515,1187,1343,1397,1841,1415,907,933,1317,1695,2119,1008,1014,1807,2611,
1076344,23,3,23,33,2,4,8,119,149,41,73,10,42,22,33,7,3,7,14,51,46,14,21,58,891,976,877,469,644,403,358,1014,1094,1174,1607,1146,783,730,1040,1362,1802,953,1020,1839,2644,
1076360,28,3,29,34,2,4,7,116,152,53,72,9,36,12,37,8,3,4,4,33,22,12,14,41,831,878,812,432,618,390,236,812,746,938,1343,963,646,486,708,1026,1343,922,943,1785,2599,
1076376,27,3,29,33,1,3,6,120,162,51,67,9,39,9,36,8,3,4,3,20,16,10,4,16,756,775,771,358,582,352,138,612,643,595,1036,790,520,244,340,746,659,932,868,1570,2442,
1076392,28,3,29,37,1,4,7,126,165,52,70,10,36,8,34,8,4,4,3,12,12,14,3,4,677,672,698,306,518,290,79,482,604,432,725,557,400,128,147,496,400,750,667,1405,1995,
1076408,29,3,26,32,1,8,4,132,165,53,56,9,34,4,30,8,3,3,3,8,2,12,3,4,605,532,599,218,351,161,38,345,466,238,461,458,303,64,99,365,185,502,409,1073,1165,
1076424,27,3,25,29,2,3,4,130,156,52,47,10,35,4,31,8,3,4,8,8,2,10,4,4,298,338,418,135,259,114,33,234,304,144,277,381,173,29,71,276,36,265,207,682,634,
1076440,22,3,20,30,1,4,4,124,141,40,33,10,37,4,33,8,3,4,12,7,1,11,4,4,261,176,237,93,200,72,29,180,110,85,181,205,95,14,46,157,2,49,44,360,228,
1076456,19,1,16,29,0,4,5,116,126,37,27,8,47,19,32,8,3,4,16,7,1,12,4,4,194,103,119,37,129,45,8,103,16,62,111,91,34,3,40,101,0,2,13,121,16,
1076472,15,0,24,17,0,4,25,144,165,48,25,12,58,32,38,8,4,6,16,8,3,12,4,4,133,16,41,34,46,20,14,38,10,91,37,19,10,4,22,4,1,2,10,7,0,
1076488,26,0,20,24,0,10,42,173,206,67,39,10,51,30,34,8,2,4,15,8,1,11,4,5,101,16,30,15,38,18,16,37,3,62,35,20,8,3,14,4,0,3,9,3,0,
1076504,20,0,20,23,0,4,40,159,189,60,33,9,38,46,25,8,3,8,12,8,0,12,4,4,83,0,19,15,40,17,14,23,1,53,22,20,4,3,12,4,0,2,6,3,0,
1076520,18,0,19,24,0,4,27,146,175,48,27,10,33,39,26,8,4,8,11,7,1,10,3,4,79,1,13,17,46,17,16,24,3,50,23,20,4,2,10,8,0,3,4,4,1,
1076536,19,0,20,26,0,4,27,149,175,49,30,10,31,42,25,8,3,8,8,8,1,11,3,4,67,1,10,21,45,19,14,23,3,49,22,24,6,4,4,9,0,3,3,6,9,
1076552,25,0,20,25,1,4,33,154,186,58,35,10,29,38,21,8,3,8,3,8,1,12,3,4,64,0,9,22,43,16,15,21,2,51,20,22,4,4,4,12,0,3,0,6,0,
1076568,32,0,23,25,1,8,41,167,206,66,41,9,27,45,20,8,3,8,3,8,0,12,3,4,57,1,7,23,37,17,14,19,3,47,20,20,4,4,4,11,0,3,3,6,0,
1076584,37,0,29,25,1,11,41,174,219,68,45,9,25,46,18,8,2,8,3,9,1,12,3,4,49,1,7,24,40,20,15,21,2,49,19,20,5,3,3,11,0,3,4,5,0,
1076600,38,0,29,29,0,12,41,177,223,71,46,10,24,45,17,9,3,7,3,8,1,12,3,4,38,1,6,26,42,20,11,20,3,49,16,20,5,3,3,12,0,3,2,6,0,
1076616,39,0,29,27,1,12,41,180,223,71,47,10,22,47,17,8,2,7,3,7,1,12,2,4,40,1,6,25,42,20,10,21,2,51,13,19,5,4,3,16,1,3,2,11,0,
1076632,40,0,29,27,1,11,43,180,223,71,48,10,23,47,22,8,2,8,3,8,1,12,3,4,36,0,6,25,42,16,12,20,3,53,12,19,4,3,3,15,1,3,3,6,0,
1076648,37,0,30,29,1,10,43,181,221,72,48,10,26,49,16,8,2,7,4,9,1,10,0,4,39,0,6,29,39,13,12,16,3,56,6,14,5,3,3,15,0,3,3,6,0,
1076664,37,0,31,28,0,8,42,181,216,71,45,11,20,51,16,12,3,8,3,8,3,8,3,4,44,1,8,29,37,16,12,12,3,60,4,12,4,3,4,22,0,3,2,6,0,
1076680,34,0,25,29,1,6,40,181,211,72,43,10,20,51,16,8,2,7,3,8,2,11,3,4,45,0,6,27,31,16,14,17,2,58,5,11,5,4,4,25,3,3,2,4,0,
1076696,33,0,22,28,0,4,38,182,200,70,43,10,20,51,16,9,2,9,3,8,1,9,3,4,51,1,7,28,29,15,15,20,2,52,5,8,5,3,4,33,0,3,3,5,0,
1076712,28,0,18,29,1,4,33,182,196,66,37,10,21,52,16,8,3,7,3,8,1,10,3,4,58,1,6,27,27,14,15,20,3,52,18,11,5,4,4,37,1,3,2,5,0,
1076728,24,0,20,27,0,4,30,178,190,61,33,11,24,57,14,8,3,7,3,8,1,8,3,4,62,0,7,25,35,17,16,22,2,49,16,11,4,3,3,36,0,3,2,4,0,
1076744,20,0,20,28,0,4,29,185,186,61,32,10,24,54,12,7,3,7,3,8,1,7,2,4,67,0,9,26,37,17,6,20,1,42,9,11,5,4,4,37,2,3,2,5,0,
1076760,18,0,20,25,0,4,25,176,181,58,29,10,25,56,12,8,2,7,3,8,1,8,3,4,70,1,9,25,34,18,16,20,3,42,5,12,6,4,3,39,1,3,2,4,1,
1076776,17,0,19,25,0,4,23,174,173,50,28,11,25,58,12,8,3,7,4,9,1,9,3,4,74,1,13,23,39,15,16,19,3,40,14,8,5,4,4,41,0,3,2,5,0,
1076792,19,0,18,27,1,4,23,174,173,47,23,11,24,61,12,8,3,7,8,8,1,8,3,4,72,1,15,24,38,16,16,17,3,33,15,8,6,3,4,41,0,2,4,5,0,
1076808,20,0,17,26,1,4,24,171,174,49,25,11,23,62,12,8,3,7,8,8,2,7,4,4,71,1,16,18,41,17,14,17,3,38,14,10,6,4,4,41,0,3,3,4,0,
1076824,20,0,18,26,0,4,23,169,175,49,23,11,22,65,12,7,3,7,8,7,2,6,3,4,80,3,18,23,37,11,12,20,3,42,20,9,4,4,4,40,1,2,2,4,0,
1076840,17,0,16,27,0,4,23,167,173,51,23,10,22,66,12,8,3,3,8,8,1,7,5,4,116,14,31,28,41,15,14,24,3,41,20,16,6,4,4,44,0,2,3,5,0,
1076856,17,0,15,26,1,4,20,169,169,48,21,10,26,70,13,8,3,7,8,8,1,8,5,4,128,22,41,22,40,18,13,26,3,40,21,17,6,4,4,47,0,3,3,5,0,
1076872,17,0,15,28,0,4,20,169,169,51,21,12,29,73,12,8,2,7,8,9,1,8,4,4,132,33,49,25,40,22,14,29,3,40,22,18,8,4,4,45,1,2,3,8,0,
1076888,23,0,16,28,0,4,20,171,174,53,20,10,27,70,12,8,3,8,8,8,2,8,4,4,130,29,53,23,45,23,16,24,3,42,21,16,6,4,2,42,0,2,3,4,0,
1076904,20,0,17,26,0,4,24,178,197,59,27,10,27,70,11,8,2,8,8,7,1,9,4,4,124,17,39,22,49,20,15,20,3,43,17,11,4,3,4,41,0,3,3,4,0,
1076920,32,0,24,24,1,12,34,181,236,72,40,9,29,70,10,8,2,7,12,8,1,10,3,4,123,12,27,25,38,16,16,20,3,34,7,8,6,4,4,37,0,2,3,6,0,
1076936,53,0,45,32,16,21,51,189,290,98,53,10,34,74,12,8,3,7,9,8,0,9,4,4,125,12,30,21,46,18,15,19,2,32,8,6,6,3,4,36,1,2,3,5,0,
1076952,551,511,495,118,240,187,467,291,505,277,294,16,84,96,30,8,3,7,12,8,1,6,4,4,94,9,14,20,44,19,16,16,3,39,12,4,7,3,4,30,0,2,2,5,0,
1076968,964,995,787,356,488,626,812,341,594,431,528,12,110,90,50,8,3,5,20,8,1,8,4,4,117,11,6,16,40,20,17,16,2,30,13,6,6,3,4,26,0,3,3,6,1,
1076984,1256,1264,986,634,730,935,1043,475,704,563,700,16,134,105,57,8,3,4,32,7,1,7,3,4,132,16,7,16,35,16,16,25,3,32,16,6,7,2,4,25,0,3,4,6,0,
1077000,1549,1492,1176,942,1111,1241,1276,739,957,704,931,43,265,178,103,16,3,4,51,7,1,7,4,4,153,24,18,19,33,14,17,33,4,20,12,6,9,2,3,24,1,2,2,6,0,
1077016,1692,1608,1276,1225,1418,1484,1472,1061,1184,891,1103,138,435,393,159,19,4,8,62,8,3,4,4,4,181,49,39,20,32,12,30,47,4,18,10,8,9,3,3,25,1,2,3,5,0,
1077032,1679,1552,1221,1343,1496,1595,1600,1235,1388,1095,1174,310,587,515,220,58,11,19,157,62,40,6,7,4,352,209,62,32,8,0,103,130,9,20,4,9,16,4,3,41,0,15,8,4,0,
1077048,1660,1540,1261,1396,1571,1662,1683,1281,1493,1236,1281,383,707,651,332,127,77,29,212,134,153,67,10,17,406,416,264,26,39,0,150,279,46,35,4,12,29,5,3,49,1,49,9,4,0,
1077064,1626,1529,1282,1430,1608,1711,1744,1297,1496,1245,1306,437,742,704,384,170,111,63,232,190,261,96,26,41,442,547,431,35,82,0,207,367,103,72,20,44,33,6,3,111,0,67,13,12,0,
1077080,1609,1522,1286,1436,1637,1737,1795,1305,1513,1301,1343,464,764,715,403,217,156,106,250,273,354,165,90,39,480,673,555,56,94,0,259,432,172,117,91,154,45,8,4,168,6,80,23,29,0,
1077096,1608,1523,1293,1432,1666,1766,1832,1326,1542,1360,1409,502,813,767,435,265,196,168,248,344,407,210,61,64,513,761,621,109,247,12,299,483,224,178,188,232,62,14,5,176,9,100,33,36,1,
1077112,1612,1528,1291,1467,1683,1783,1856,1348,1575,1404,1455,539,846,806,474,286,240,206,269,405,487,294,116,95,535,830,696,189,360,24,328,537,289,226,284,305,83,15,20,190,12,107,21,51,1,
1077128,1623,1531,1313,1480,1703,1802,1883,1368,1605,1443,1502,576,870,820,509,315,264,244,281,453,547,340,134,96,563,903,772,259,468,45,384,590,342,265,361,380,96,19,35,219,14,102,32,72,2,
1077144,1626,1531,1313,1487,1716,1812,1904,1394,1633,1479,1542,601,892,842,547,340,305,283,288,508,606,381,178,94,596,965,854,338,551,84,419,629,402,308,442,454,123,27,53,248,16,103,38,95,6,
