Timestamp,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,AngularVelX,AngularVelY,AngularVelZ,QW,QX,QY,QZ,MagX,MagY,MagZ,Height,AirPressure,Label
329244,-0.741699,-9.77129,1.18193,-83.1226,4.66919,-98.1683,0.0610352,0,0.0610352,0.51004,-0.411072,0.520905,-0.54718,-43.0167,15.1083,-8.55833,3527,-30170,Default
329250,-0.775195,-9.72344,1.20107,-83.1226,4.66919,-98.1683,0,0,0,0.51004,-0.411072,0.520874,-0.547211,-43.0083,15.1417,-8.59167,3527,-30170,Default
329256,-0.732129,-9.73779,1.21543,-83.1226,4.66919,-98.1683,-0.0610352,0.0610352,-0.244141,0.51004,-0.411072,0.520874,-0.547211,-42.9833,15.1667,-8.625,3527,-30170,Default
329262,-0.746484,-9.78564,1.17236,-83.1226,4.66919,-98.1683,0,0,0.0610352,0.51001,-0.411072,0.520874,-0.547211,-42.9583,15.1917,-8.625,3527,-30170,Default
329268,-0.746484,-9.78564,1.17236,-83.1226,4.66919,-98.1683,0,0.12207,0,0.51001,-0.411072,0.520874,-0.547241,-42.9333,15.2,-8.63333,3527,-30170,Default
329274,-0.741699,-9.74258,1.20107,-83.1226,4.6637,-98.1738,0.12207,0.0610352,0.0610352,0.51001,-0.411072,0.520874,-0.547241,-42.95,15.2083,-8.55833,3527,-30170,Default
329280,-0.746484,-9.79521,1.17236,-83.1226,4.66919,-98.1738,-0.0610352,0.12207,0.0610352,0.51001,-0.411041,0.520874,-0.547241,-42.9667,15.225,-8.54167,3527,-30170,Default
329286,-0.746484,-9.7665,1.16279,-83.1226,4.66919,-98.1738,0.0610352,0,0.366211,0.51001,-0.411041,0.520874,-0.547241,-42.9833,15.25,-8.53333,3527,-30170,Default
329292,-0.76084,-9.73779,1.17715,-83.1226,4.66919,-98.1738,0.0610352,0.183105,0.244141,0.51001,-0.411041,0.520874,-0.547241,-42.9917,15.2583,-8.55,3527,-30170,Default
329298,-0.76084,-9.74258,1.17715,-83.1226,4.66919,-98.1738,0.12207,0,0.0610352,0.51001,-0.411041,0.520905,-0.547241,-42.9917,15.2917,-8.575,3527,-30170,Default
329304,-0.732129,-9.73779,1.225,-83.1171,4.66919,-98.1738,0.12207,0.12207,0.244141,0.51001,-0.411041,0.520874,-0.547272,-43.0083,15.2917,-8.64167,3527,-30170,Default
329310,-0.756055,-9.76172,1.19629,-83.1171,4.66919,-98.1793,0.12207,0.0610352,0.305176,0.51001,-0.411011,0.520905,-0.547272,-43,15.2583,-8.68333,3527,-30170,Default
