Timestamp,AccX,AccY,AccZ,AngularVelX,AngularVelY,AngularVelZ
66485,1.40603,-0.430416,9.87566,0.14,-3.29,-1.4
66491,1.4395,-0.61693,9.79914,-0.91,-1.61,-1.54
66497,1.35342,-0.296509,9.71305,0.28,-5.04,2.17
66503,1.22429,-0.49737,9.53611,-0.63,-1.75,4.48
66509,1.64993,-0.435198,9.67958,0.21,-1.82,1.12
66515,1.37733,-0.420851,9.8087,-0.42,0.14,-0.98
66521,1.58776,-0.420851,9.75131,0,-0.49,-2.24
66527,1.34864,-0.602582,9.54567,-0.35,-3.15,0.91
66533,0.980392,-0.186514,10.2296,6.65,-3.22,8.96
66539,1.27212,-0.349115,9.62697,-3.78,2.17,6.3
66545,1.52559,-0.329986,9.93305,6.58,-4.97,8.61
66551,0.946915,-0.420851,9.79914,-1.4,1.47,4.69
66557,1.02822,-0.83692,9.13438,4.27,3.64,-4.48
66563,1.29603,-0.13869,10.153,-0.14,5.81,-14.77
66569,1.64993,-0.263032,9.43089,-1.26,-0.21,-11.06
66575,1.65471,-0.0573888,9.96174,0.14,-4.69,-0.49
66581,1.50646,-0.263032,9.7274,-2.1,-5.81,14.56
66587,1.39168,-0.492587,9.7561,-2.31,-6.02,15.96
66593,1.13343,-0.731707,9.56002,-0.14,-2.73,14.63
66599,1.36298,-1.15256,9.59828,2.87,0.07,-0.91
66605,1.20038,-0.626494,9.58871,1.54,2.03,-15.89
66611,1.51602,-0.33955,10.0478,2.31,4.41,-12.53
66617,1.64993,-0.0334768,9.65088,0.7,0.14,-6.02
66623,1.49689,-0.162602,9.70827,1.05,-3.99,6.02
66629,1.36298,-0.47824,9.86609,-1.89,-4.27,10.78
66635,1.42037,-0.588235,9.65088,-2.8,-4.13,9.24
66641,1.13821,-0.588235,9.69871,-2.24,-3.85,1.61
66647,1.64993,-0.420851,9.62219,0.56,-2.94,3.57
66653,1.51124,-0.373027,9.78479,1.12,-0.07,2.45
66659,1.57819,-0.45911,9.61741,1.82,0.42,0.21
66665,1.24821,-0.35868,9.76566,0.91,-0.35,-7.07
66671,1.42994,-0.272597,9.90913,1.33,-0.28,-6.16
66677,1.48733,-0.167384,9.69392,1.96,-2.38,-2.73
66683,1.4395,-0.444763,9.78479,0.28,-1.05,5.53
66689,1.38211,-0.444763,9.70349,-3.36,-2.8,5.39
66695,1.75992,-0.363462,9.59828,-2.38,-3.08,6.93
66701,1.47776,-0.554758,9.62219,-1.82,-3.5,7
66707,1.42994,-0.588235,9.72262,0.35,-1.82,4.76
66713,1.41081,-0.588235,9.47872,2.1,-1.4,-1.4
66719,1.5208,-0.47824,9.78479,1.54,1.54,-3.57
66725,1.55906,-0.435198,9.87566,1.33,1.68,-3.92
66731,1.45385,-0.205643,9.73697,0.63,0.14,0.21
66737,1.27212,-0.176949,9.93783,-0.77,-3.5,3.36
66743,1.51602,-0.521282,9.55045,-1.33,-4.06,6.3
