Timestamp,AccX,AccY,AccZ,AngularVelX,AngularVelY,AngularVelZ
9711,2.25251,-0.521282,9.32568,0.35,-1.61,1.26
9717,2.04687,-0.612147,9.59349,0.07,-2.24,-0.21
9723,2.1473,-0.406504,9.57915,0.98,-1.89,2.38
9729,1.91296,-0.401722,9.61741,-0.14,-0.91,1.68
9735,2.19512,-0.401722,9.59349,-0.63,-0.91,1.68
9741,2.15208,-0.487805,9.60306,-0.14,-1.96,1.05
9747,1.88905,-0.521282,9.66523,-0.49,-1.12,1.54
9753,1.92252,-0.368245,9.84218,0.28,-2.31,1.75
9759,1.95122,-0.382592,9.53611,-0.28,-1.47,3.01
9765,2.1999,-0.286944,9.56958,-0.56,-1.19,1.54
9771,1.90818,-0.392157,9.56002,0.49,-2.03,1.4
9777,2.1999,-0.229555,9.81349,-0.07,-3.5,-0.91
9783,2.22382,-0.243902,9.78479,0,-2.1,2.73
9789,2.23338,-0.253467,9.67958,-1.26,-1.19,0.7
9795,2.02296,-0.57867,9.65088,0.56,-0.77,2.1
9801,1.956,-0.349115,9.34959,-0.14,-3.22,-0.77
9807,1.76471,-0.573888,9.70349,0.84,-3.29,1.19
9813,2.1473,-0.416069,9.57437,0.21,-2.66,0.14
9819,2.10426,-0.382592,9.66523,1.12,-3.08,0.7
9825,1.95122,-0.21999,9.50263,-0.84,0.42,2.1
9831,2.02774,-0.23912,9.57437,0.21,-1.12,-0.42
9837,1.99904,-0.430416,9.36872,1.33,-1.96,0.56
9843,2.1999,-0.439981,9.59828,-0.07,-1.96,1.68
9849,2.38164,-0.502152,9.77044,0.14,-0.98,2.45
9855,1.956,-0.35868,9.51219,0.07,-1.05,2.24
9861,2.16643,-0.516499,9.59349,-0.07,-1.68,2.03
9867,2.29555,-0.559541,9.38307,0.28,-2.24,0.42
9873,1.84601,-0.483022,9.71305,0,-2.45,0.63
9879,2.20947,-0.554758,9.52654,0.42,-2.45,1.19
9885,1.88905,-0.549976,9.69392,0.49,-1.96,0.91
9891,2.08513,-0.396939,9.47394,0.21,-2.17,0.21
9897,1.956,-0.664754,9.68436,0.56,-4.2,-0.07
9903,2.16643,-0.492587,9.78479,-0.14,-0.21,0.84
9909,2.04208,-0.267814,9.80392,0.77,-0.49,2.73
9915,2.17121,-0.69823,9.69392,0.56,-1.96,1.12
9921,2.06121,-0.157819,9.69871,0.07,-4.76,-0.21
9927,2.00861,-0.282162,9.5648,-0.07,-0.7,2.45
9933,2.14252,-0.411286,9.74175,-0.63,-1.05,1.26
9939,2.01817,-0.506934,9.43568,0.14,-1.12,1.05
9945,2.26208,-0.57867,9.7561,0.21,-1.19,1.4
9951,2.09469,-0.430416,9.46915,0.63,-3.29,0.7
9957,2.02774,-0.205643,9.50263,-0.28,-1.68,0.7
9963,2.16643,-0.191296,9.5648,0.56,-3.71,0.84
9969,2.09947,-0.334768,9.66523,0.42,-0.7,1.47
9975,2.19034,-0.349115,9.35437,0.77,-0.91,3.01
9981,2.08991,-0.329986,9.71784,-0.42,-1.33,0.98
9987,2.09947,-0.277379,9.87566,0.07,-1.12,1.47
9993,2.29077,-0.49737,9.60306,-0.49,-1.33,0.84
9999,2.18556,-0.569106,9.53132,0.14,-4.55,0
10005,2.066,-0.277379,9.72262,0.07,-1.4,3.15
10011,1.89383,-0.37781,9.65567,0,-2.1,1.47
10017,2.20469,-0.368245,9.61741,0,-2.45,0.21
10023,2.31946,-0.454328,9.68914,0,-3.01,-0.07
10029,2.38164,-0.272597,9.38785,-0.14,-1.47,0.98
10035,2.13295,-0.416069,9.57437,0.91,-1.89,0.98
10041,2.16643,-0.502152,9.52176,0.49,-2.1,3.01
10047,2.42946,-0.363462,9.45002,-0.49,-0.21,1.82
10053,2.05643,-0.363462,9.61741,0.91,-4.48,-0.42
10059,2.05165,-0.416069,9.42611,-0.56,-1.19,2.45
10065,2.26208,-0.23912,9.55523,0,-1.47,3.36
10071,2.11382,-0.248685,9.62219,0.56,-2.1,1.4
10077,2.02296,-0.540411,9.63654,0.77,-3.08,-1.75
10083,2.10426,-0.549976,9.73697,0.77,-3.15,0.35
10089,2.05165,-0.583453,9.73697,0.21,-1.4,-1.61
10095,1.97991,-0.420851,9.66045,1.54,-0.49,3.08
10101,1.95122,-0.286944,9.66045,-0.56,-1.19,0.28
10107,1.93209,-0.401722,9.69392,-0.56,-1.68,-0.49
10113,2.22382,-0.196078,9.67958,-0.56,-1.82,0.7
10119,2.05643,-0.291726,9.43568,1.4,-5.74,1.05
10125,2.13295,-0.573888,9.60306,-0.98,-2.94,1.68
10131,2.3099,-0.593018,9.43568,-0.84,-3.29,0.49
10137,2.02296,-0.454328,9.34003,-0.42,-1.12,-0.91
10143,1.95122,-0.554758,9.50263,0.77,-1.89,0.98
10149,1.87948,-0.416069,9.36394,0.98,-1.68,2.52
10155,2.08513,-0.430416,9.42133,-0.77,-1.54,0.28
10161,1.9034,-0.387374,9.61741,0.49,-2.73,0.91
10167,1.93209,-0.191296,9.39742,-0.84,-1.75,1.26
10173,2.15686,-0.5978,9.41655,-0.28,-3.36,-0.63
10179,2.0373,-0.420851,9.80392,0.14,-1.4,2.52
10185,2.02296,-0.325203,9.35916,0.14,-1.89,1.4
10191,1.86035,-0.291726,9.60306,0,-1.68,1.47
10197,2.13773,-0.583453,9.4022,0.14,-1.54,0.49
10203,2.19512,-0.631277,9.70827,0.35,-1.19,1.61
10209,2.01817,-0.25825,9.47872,-0.7,-0.98,2.17
10215,2.08034,-0.301291,9.6461,-0.28,-2.45,-1.47
10221,2.19512,-0.5978,9.36394,-0.91,-3.08,-1.61
10227,2.13773,-0.454328,9.57915,0.84,-3.5,1.33
10233,2.18556,-0.645624,9.53132,0.21,-3.29,0.84
10239,2.04208,-0.368245,9.81349,0.7,-1.4,2.66
10245,2.30512,-0.277379,9.52654,0,-1.82,0.63
10251,2.11382,-0.382592,9.62697,0.42,-1.4,0.42
10257,2.01339,-0.559541,9.34481,-0.42,-0.28,0.35
10263,2.2812,-0.373027,9.68436,0.7,-1.26,2.94
10269,2.066,-0.57867,9.35437,-0.07,-0.91,3.15
10275,1.90818,-0.420851,9.59828,-0.35,-0.98,1.47
10281,2.12817,-0.37781,9.58393,-0.35,-2.94,-0.91
10287,2.21903,-0.406504,9.43089,-0.21,-1.75,0.98
10293,1.956,-0.291726,9.59349,0.63,-1.82,-0.35
10299,2.08034,-0.425634,9.52176,-0.49,-1.89,1.4
