Timestamp,AccX,AccY,AccZ,AngularVelX,AngularVelY,AngularVelZ
94271,2.17599,-0.521282,9.4835,-0.49,-2.1,1.68
94277,2.26208,-0.741272,9.49306,0.7,-2.31,0.84
94283,1.97991,-0.439981,9.60306,-0.14,-2.24,1.47
94289,1.89861,-0.679101,9.46437,-0.14,-2.73,0.56
94295,1.93209,-0.554758,9.58393,0,-0.77,1.61
94301,1.9847,-0.607365,9.57437,-0.35,-1.89,0.98
94307,2.01817,-0.492587,9.89,-0.07,-0.63,-0.35
94313,2.18077,-0.679101,9.45002,0.91,-3.08,-0.63
94319,1.86035,-0.693448,9.6461,-0.07,-2.59,-0.49
94325,1.76471,-0.636059,9.45959,0.42,-2.59,1.47
94331,1.97513,-0.607365,9.53132,-0.21,-2.03,2.45
94337,2.07078,-0.420851,9.73697,0.56,-2.31,1.75
94343,1.84122,-0.540411,9.66523,0.21,-1.54,0.28
94349,1.83644,-0.521282,9.43568,0.7,-0.84,3.22
94355,1.98948,-0.435198,9.51698,-0.14,-1.82,0.21
94361,1.80775,-0.69823,9.46915,0.49,-1.75,1.05
94367,1.8747,-0.631277,9.62697,-0.28,-1.75,1.12
94373,1.99426,-0.564323,9.42133,-0.63,-1.82,1.4
94379,1.93687,-0.530846,9.41655,-0.28,-2.17,1.96
94385,1.96557,-0.5978,9.67001,-0.21,-3.71,0.84
94391,2.00383,-0.588235,9.54567,-0.21,-1.61,2.45
94397,2.27164,-0.645624,9.63175,-0.77,-2.1,0.63
94403,1.91774,-0.61693,9.6461,0.35,-2.03,0.35
94409,1.88905,-0.483022,9.81827,0.35,-2.03,-0.49
94415,2.01817,-0.401722,9.66045,0.63,-1.96,-0.21
94421,1.956,-0.545194,9.64132,0.56,-2.8,-0.07
94427,1.92252,-0.631277,9.60784,-0.84,-1.75,1.47
94433,1.83166,-0.583453,9.46915,-0.42,-1.54,2.87
94439,1.90818,-0.559541,9.34481,-0.21,-1.75,2.8
94445,1.77905,-0.679101,9.62697,-0.28,-2.17,2.24
94451,1.92252,-0.659971,9.34003,0,-1.54,1.68
94457,2.05643,-0.631277,9.43089,0.14,-1.33,1.75
94463,2.2812,-0.530846,9.58871,0.56,-3.08,-0.49
94469,2.18556,-0.5978,9.44046,0.21,-2.52,0.56
94475,1.96078,-0.540411,9.56002,0.07,-2.94,0.7
94481,2.23338,-0.731707,9.43568,0,-2.8,1.47
94487,2.09947,-0.530846,9.86609,0.14,-2.66,1.82
94493,1.97513,-0.549976,9.33525,-0.28,-2.94,1.47
94499,2.13773,-0.35868,9.46437,0.21,-2.66,0.56
94505,1.99904,-0.755619,9.74175,1.26,-1.75,0.7
94511,2.29077,-0.741272,9.59828,-0.63,-0.28,3.01
94517,1.95122,-0.545194,9.66045,-0.63,-0.56,0.84
94523,1.76949,-0.545194,9.3735,-0.7,-3.15,0.7
94529,2.0373,-0.564323,9.72262,-0.98,-2.38,0.63
94535,1.9847,-0.511717,9.56002,0.42,-2.31,1.96
94541,1.9847,-0.435198,9.64132,0,-2.1,1.96
94547,2.05165,-0.798661,9.4835,0.7,-3.71,1.61
94553,2.12817,-0.425634,9.75131,-0.84,-1.19,0.7
94559,2.12817,-0.779531,9.4835,0,-1.96,-1.54
94565,1.76471,-0.726925,9.78479,-0.14,-4.76,-1.82
94571,1.98948,-0.454328,9.62697,0.21,-1.75,2.03
94577,1.9847,-0.765184,9.79436,-0.07,-3.92,-0.91
94583,2.19034,-0.73649,9.4022,0,-3.22,0.56
94589,2.06121,-0.573888,9.4835,-0.07,-2.59,1.54
94595,2.19512,-0.750837,9.4548,0.14,-1.12,1.75
94601,2.01339,-0.640842,9.57437,-0.28,-1.89,0.49
94607,2.04208,-0.37781,9.6461,0.07,-1.96,-0.49
94613,2.17121,-0.769966,9.50263,0.49,-2.1,0.14
94619,2.04208,-0.631277,9.68436,0,-0.14,2.59
94625,1.96078,-0.420851,9.64132,-0.35,-1.4,1.05
94631,2.2286,-0.593018,9.70349,-0.49,-1.26,1.89
94637,1.9847,-0.894309,9.33046,-0.14,-1.33,1.75
94643,2.03252,-0.81779,9.5648,0.21,-1.89,1.75
