Timestamp,AccX,AccY,AccZ,AngularVelX,AngularVelY,AngularVelZ
16811,0.492587,0.0669536,9.7274,-1.89,-2.31,-0.14
16817,0.329986,0.253467,9.91392,-0.98,-2.03,1.75
16823,0.506934,0.277379,9.57437,-1.26,-2.17,1.33
16829,0.45911,-0.0047824,9.84696,-1.19,-1.61,2.52
16835,0.286944,0.291726,9.83261,-1.61,-1.26,1.68
16841,0.588235,0.392157,9.92826,-0.84,-1.4,1.26
16847,0.47824,0.35868,9.72262,-0.63,-2.1,2.24
16853,0.473458,0.368245,9.8087,-0.42,-0.56,1.82
16859,0.631277,0.267814,9.95696,0.07,-1.4,0.84
16865,0.153037,0.373027,9.76566,-0.7,-2.31,0.63
16871,0.392157,0,9.60784,0.98,-1.89,0.56
16877,0.612147,0.267814,9.89479,0.98,-1.89,0.98
16883,0.549976,-0.0047824,9.86609,0.91,-2.31,0.98
16889,0.502152,0.0813008,9.79436,2.52,-2.1,0.56
16895,0.234338,0.196078,9.6461,2.66,-1.68,0.98
16901,0.301291,0.0047824,9.85653,3.15,-2.66,0.21
16907,0.334768,0.47824,9.73218,3.57,-2.1,-0.42
16913,0.401722,0.0621712,9.84696,3.08,-2.1,0.63
16919,0.655189,0.148254,9.73218,2.1,-2.52,0.07
16925,0.449546,0.401722,9.89957,1.4,-2.24,-0.56
16931,0.487805,0.21999,9.84696,0.7,-1.96,-0.07
16937,0.688666,0.210426,9.83261,0.07,-1.68,1.26
16943,0.416069,0.291726,9.9713,-1.12,-0.91,1.96
16949,0.301291,0.224773,9.78957,-1.61,-1.61,1.54
16955,0.253467,0.143472,9.77044,-1.75,-1.68,0.77
16961,0.435198,0.172166,9.72262,-1.33,-2.45,0.77
16967,0.636059,0.210426,9.84218,-0.14,-2.24,2.73
16973,0.57867,0.023912,9.69871,0.84,-1.61,2.52
16979,0.612147,0.248685,9.87087,0.42,-1.54,1.05
16985,0.248685,0.306074,9.7561,1.4,-1.47,1.12
16991,0.296509,0.373027,9.75131,1.89,-1.82,0.35
16997,0.549976,0.0334768,9.89957,2.94,-2.52,1.26
17003,0.492587,0.277379,9.96652,2.45,-1.61,0.98
17009,0.545194,0.416069,9.66045,2.73,-2.52,0.7
17015,0.602582,0.25825,9.94261,1.96,-2.24,-0.84
17021,0.454328,0.310856,9.81827,2.87,-1.89,0.84
17027,0.760402,0.181731,9.61741,2.31,-2.59,0.28
17033,0.272597,0.401722,9.99043,2.31,-3.15,0.28
17039,0.530846,0.353898,9.73697,2.38,-2.66,1.54
17045,0.368245,0.363462,9.77523,1.33,-2.59,0.07
17051,0.655189,0.396939,9.94261,1.75,-0.63,0.14
17057,0.406504,0.301291,9.76566,2.1,-1.26,0.42
17063,0.521282,0.320421,9.79914,1.4,-0.7,0.56
17069,0.420851,0.334768,9.95217,1.33,-1.75,0
17075,0.726925,0.124342,10.0813,0.49,-2.45,-0.42
17081,0.473458,0.282162,9.65088,-0.07,-2.1,1.61
17087,0.325203,0.526064,9.78001,-0.42,-2.45,0.91
17093,0.263032,0.492587,9.67958,-1.61,-3.15,1.68
17099,0.626494,0.272597,9.91392,-2.94,-3.15,0.56
17105,0.368245,0.229555,9.78479,-3.43,-3.22,0.98
17111,0.425634,0.11956,9.79914,-3.36,-2.73,2.24
17117,0.310856,0.243902,9.53132,-3.22,-1.19,3.36
17123,0.420851,0.291726,9.66045,-3.15,-1.47,2.1
17129,0.655189,0.253467,9.93783,-2.87,-1.68,2.1
17135,0.483022,0.13869,9.78957,-2.1,-2.87,1.33
17141,0.549976,0.243902,9.63175,-1.75,-2.03,1.12
17147,0.5978,0.439981,9.67001,-1.12,-1.68,0.35
17153,0.325203,0.25825,9.66523,-0.28,-2.24,0.98
17159,0.483022,0.253467,9.92348,-0.56,-1.96,1.05
17165,0.487805,0.263032,9.5648,-0.56,-2.24,1.12
17171,0.57867,0.167384,9.84696,-0.49,-2.73,0.77
17177,0.37781,0.349115,9.85653,-0.63,-1.68,1.68
17183,0.483022,0.373027,9.7561,0.07,-1.82,2.17
17189,0.35868,0.373027,9.77523,0.49,-1.82,2.1
17195,0.69823,0.0430416,9.67001,0.21,-1.89,0.91
17201,0.291726,0.253467,9.93305,0.56,-2.87,-0.21
17207,0.454328,0.143472,9.81827,0.84,-1.89,-0.28
17213,0.325203,0.210426,9.73697,1.47,-1.33,2.52
17219,0.669536,0.306074,9.85653,1.47,-2.8,0.91
17225,0.746054,0.0143472,9.83261,0.07,-2.38,1.05
17231,0.516499,0.325203,9.67958,-0.35,-3.08,-0.07
17237,0.559541,0.387374,9.96174,0.56,-3.43,0.07
17243,0.659971,0.200861,9.76566,0.42,-0.63,0.77
17249,0.636059,0.224773,9.78479,0.98,-1.12,1.26
17255,0.85605,0.023912,9.88522,2.8,-1.89,0.35
17261,0.530846,0.224773,9.79914,2.73,-2.66,0.07
17267,0.463893,0.0860832,9.63654,3.5,-2.59,-0.84
17273,0.798661,0.172166,9.90913,3.99,-3.22,-1.96
17279,0.506934,0.229555,9.83261,3.85,-3.36,-0.35
17285,0.463893,0.334768,9.66523,2.03,-1.75,-0.77
17291,0.502152,0.0334768,9.63654,2.87,-2.24,-0.63
17297,0.650406,0.277379,9.74175,2.03,-2.66,-0.56
17303,0.468675,0.473458,9.80392,1.61,-2.59,0.07
17309,0.621712,0.196078,9.60306,2.45,-1.82,-0.07
17315,0.229555,0.0430416,9.93783,3.01,-0.91,0.21
17321,0.61693,0.33955,9.88522,3.15,-0.77,-0.91
17327,0.755619,0.210426,9.70349,5.04,-0.63,-0.7
17333,0.301291,0.196078,9.76088,3.85,-2.03,0.49
17339,0.248685,0.248685,9.92826,3.78,-2.8,0.63
17345,0.425634,0.468675,9.80392,4.48,-3.5,0.42
17351,0.506934,0.483022,9.63175,3.29,-3.15,-1.33
17357,0.535629,0.387374,9.79914,2.45,-0.98,-0.63
17363,0.267814,0.21999,9.77044,2.38,-1.4,-0.07
17369,0.626494,0.502152,9.70827,2.1,-2.24,0.56
17375,0.502152,0.444763,9.96652,1.12,-1.26,-0.42
17381,0.506934,0.095648,9.74175,1.82,-2.73,-1.75
17387,0.545194,0.315638,9.65088,2.8,-1.68,-2.24
17393,0.45911,0.329986,9.87087,2.73,-1.47,-0.84
17399,0.535629,0.157819,9.65088,2.31,-0.91,-1.96
17405,0.626494,0.167384,9.96174,3.92,-1.26,-3.15
17411,0.640842,0.0286944,9.62697,2.94,-1.54,-4.48
17417,0.406504,0.349115,9.71305,2.94,-0.28,-4.48
17423,0.703013,0.320421,9.61741,2.31,-0.14,-4.27
17429,0.530846,0.272597,9.97609,1.54,-0.98,-4.2
17435,0.549976,0.315638,9.78001,1.12,-1.26,-3.78
17441,0.506934,0.363462,9.88044,0.91,-1.33,-4.34
17447,0.215208,0.129125,9.57437,0.91,-0.7,-2.31
17453,0.779531,0.243902,9.59349,0.77,-1.26,-2.59
17459,0.349115,0.181731,9.56002,-1.61,-1.26,-1.68
17465,0.521282,0.023912,10.0622,-2.66,-0.21,-0.21
17471,0.726925,0.0908656,9.9713,-5.53,-1.61,-0.42
17477,0.640842,0.296509,9.78001,-2.73,-0.77,1.26
17483,0.267814,0.181731,9.57915,-4.34,-2.38,-1.4
17489,0.760402,0.291726,9.78479,-3.99,-0.07,-2.66
17495,0.679101,0.688666,9.93783,0.07,-0.42,-1.75
17501,0.631277,-0.191296,10.0191,1.82,1.33,-3.57
17507,-0.0047824,0.779531,9.67958,10.92,-0.7,-12.81
17513,0.186514,0.989957,9.87087,11.62,-0.98,-13.86
17519,0.291726,0.420851,9.84696,10.64,-1.54,-12.6
17525,0.392157,0.114778,9.68914,11.9,-1.61,-13.37
17531,0.473458,0.301291,9.86609,7.98,0.56,-12.18
17537,-0.191296,0.401722,9.74653,8.68,5.53,-11.27
17543,0.468675,0.200861,9.97609,7.56,0.84,-8.82
17549,0.865614,0.420851,10.0048,4.13,1.82,-7.98
17555,0.353898,0.554758,9.89479,5.25,-0.49,-7.21
17561,0.0813008,0.282162,9.81349,2.87,-0.21,-3.85
17567,0.296509,0.793878,10.043,8.19,-1.89,-4.69
17573,-0.0334768,0.435198,10.0478,6.44,-0.77,-5.88
17579,-0.0047824,0.416069,9.51219,7,-0.35,-5.04
17585,0.157819,0.124342,9.86609,12.67,-1.33,-5.25
17591,-0.124342,0.813008,9.8087,5.32,0.7,-3.64
17597,0.49737,0.301291,9.96174,8.19,-0.84,-3.29
17603,0.57867,1.07604,9.80392,5.53,-0.14,-2.66
17609,0.602582,0.21999,9.89479,8.61,-1.33,-1.54
17615,0.755619,-0.105213,9.92826,6.3,-1.96,-1.68
17621,0.349115,0.382592,9.5648,4.27,-0.91,-0.56
17627,0.10043,0.272597,9.62219,5.04,-1.68,0.35
17633,0.49737,0.511717,9.89,4.62,-0.77,1.54
17639,0.439981,0.344333,9.93783,4.55,-1.89,0.77
17645,0.301291,0.425634,9.86131,3.22,-1.68,1.47
17651,0.454328,0.109995,10.0478,2.8,-2.45,2.17
17657,0.808226,0.306074,9.74653,1.61,-0.28,3.5
17663,0.306074,0.473458,9.83261,1.4,0.14,3.01
17669,0.487805,0.420851,9.96174,3.57,-0.98,3.22
17675,0.329986,0.487805,9.93783,3.64,-0.84,1.75
17681,0.430416,0.392157,9.58393,3.78,-2.31,0.63
17687,0.516499,0.353898,9.63654,3.15,-1.75,-0.77
17693,0.73649,0.334768,10.0622,4.97,-2.66,1.19
17699,0.908656,0.454328,9.60784,3.92,-1.47,0.21
17705,0.626494,0.573888,9.67001,2.66,-2.45,-0.35
17711,0.396939,0.81779,9.79914,2.73,-3.22,-1.68
17717,0.416069,0.593018,10.1196,3.57,-3.78,-0.14
17723,0.320421,0.320421,9.4548,0.49,-2.94,0.28
17729,0.540411,0.416069,9.86131,0.21,-3.08,0.84
17735,0.282162,0.234338,9.95696,0.7,-3.01,-0.07
17741,0.57867,0.612147,10.0239,1.89,-4.06,0.7
17747,0.559541,0.420851,9.92826,1.12,-3.43,-0.07
17753,0.506934,0.511717,9.72262,3.36,-3.71,-0.28
17759,0.45911,0.879962,9.73697,3.5,-3.36,-0.98
17765,0.683883,0.396939,9.67958,3.22,-2.87,-1.26
17771,0.549976,0.483022,9.75131,3.92,-3.57,-2.24
17777,0.248685,0.659971,9.81349,3.99,-2.87,-1.89
17783,0.396939,0.645624,9.79914,3.29,-4.06,-1.26
17789,0.626494,0.186514,9.6748,2.73,-4.34,-0.28
17795,0.282162,0.707795,9.87087,4.34,-1.75,0.7
17801,0.726925,0.133907,9.6461,-0.84,-2.94,1.68
17807,0.540411,0.5978,9.99522,0.7,-2.66,-1.4
17813,0.5978,0.540411,9.82305,1.54,-2.73,0.56
17819,0.416069,0.5978,9.87087,2.8,-2.24,1.68
17825,0.631277,0.449546,9.83261,2.94,-3.57,0.49
17831,0.263032,0.444763,9.82305,2.8,-3.43,-1.05
17837,0.626494,0.908656,9.65567,10.36,-3.92,1.26
17843,0.545194,0.325203,9.72262,1.96,-4.76,-1.4
17849,0.57867,0.511717,10.067,3.08,-3.01,-1.47
17855,0.860832,0.401722,9.62697,4.55,-3.78,-2.52
17861,0.444763,0.396939,9.71784,2.52,-2.87,-0.14
17867,0.396939,0.535629,9.51219,0.21,-0.91,3.01
17873,0.506934,0.808226,9.99522,-1.89,-0.84,6.16
17879,0.0813008,0.664754,9.73697,-2.87,-1.82,5.18
17885,0.21999,0.47824,9.71305,-3.22,-3.78,4.69
17891,0.401722,0.487805,9.88522,-3.01,-3.57,3.64
17897,0.549976,0.607365,9.7561,0.56,-2.66,2.87
17903,0.545194,0.406504,9.68914,1.05,-1.89,0.63
17909,0.588235,0.549976,10.0239,2.17,-3.01,0.84
17915,0.511717,0.693448,9.59828,1.05,-2.31,-1.33
17921,0.454328,0.81779,9.54567,2.03,-4.06,1.61
17927,0.368245,0.664754,9.86131,-0.21,-3.29,1.89
17933,0.569106,0.722142,10.153,-2.17,-3.08,2.8
17939,0.741272,0.559541,9.91392,-1.19,-3.64,1.82
17945,0.946915,0.712578,9.58393,-1.4,-3.29,1.12
17951,0.286944,0.679101,9.92826,-1.4,-1.75,1.12
17957,0.33955,0.492587,9.92826,-1.75,-1.82,0.63
17963,0.263032,0.865614,9.53132,-0.63,-1.68,0.28
17969,0.530846,0.664754,9.78479,-1.75,-2.94,0.7
17975,0.483022,0.664754,9.73697,-2.31,-2.66,1.4
17981,0.703013,0.535629,9.76088,-2.8,-2.45,2.73
17987,0.392157,0.454328,9.54567,-2.52,-1.68,3.01
17993,0.392157,0.650406,9.99043,-1.82,-1.19,3.43
