TimeSinceCollection,Timestamp,PlantarValue
0,443069,2433;0;2;11;0;1;2;10;0;1;3;6;0;2;3;8;0;2;2;6;0;1;2;4;6;0;1;3;4;0;6;0;1;3;4;0;0;1;3;4;0;1;3;4;0
16,443085,2444;0;2;12;0;1;3;8;0;2;3;6;0;1;2;8;0;1;3;6;0;1;3;4;6;0;2;3;4;0;6;0;1;2;4;0;0;1;2;3;0;2;3;4;0
32,443101,2441;0;2;13;0;2;3;8;0;2;3;6;0;1;2;8;0;3;3;6;0;1;3;4;6;0;2;3;4;0;6;0;2;2;4;0;0;1;2;4;0;1;3;4;0
48,443117,2442;0;2;13;0;2;2;8;0;1;1;6;0;2;3;8;0;2;2;6;0;2;2;0;6;0;2;2;4;0;6;0;2;2;4;1;0;1;2;4;0;1;3;4;0
64,443133,2442;0;2;13;0;2;3;8;0;2;3;7;0;1;0;8;0;2;2;6;0;1;3;4;6;0;2;2;4;0;6;0;2;3;0;0;0;2;2;4;0;3;3;3;0
80,443149,2437;0;2;13;0;2;2;9;0;2;2;6;0;2;2;8;0;3;2;8;0;1;3;4;7;0;1;3;4;0;6;0;2;3;4;0;0;2;3;4;0;2;2;4;0
96,443165,2440;0;2;12;0;1;2;10;0;2;2;7;0;3;2;9;0;1;3;6;0;2;3;4;6;0;1;3;4;1;6;0;2;2;4;0;0;1;2;4;0;1;2;4;0
112,443181,2441;0;2;12;0;2;3;10;0;1;3;7;0;1;2;8;0;2;2;6;0;1;3;4;6;0;2;2;4;0;6;0;3;2;4;0;1;2;2;4;0;1;2;4;0
128,443197,2441;0;1;12;1;1;2;9;0;1;2;6;0;3;2;8;0;1;2;6;0;1;3;2;5;0;1;2;4;0;4;1;2;2;4;0;0;1;2;12;0;2;3;4;0
144,443213,2435;0;1;12;0;2;2;8;0;1;3;6;0;1;2;9;0;1;2;6;0;2;2;4;6;0;2;3;4;0;7;0;1;3;4;0;0;2;2;4;0;1;2;4;0
160,443229,2441;0;1;12;0;1;2;8;0;1;2;6;0;1;3;8;1;2;2;7;0;1;3;4;6;4;2;3;4;0;6;0;2;3;4;0;0;1;2;4;0;1;2;4;0
176,443245,2443;0;2;15;0;1;3;8;0;1;2;7;1;2;2;8;0;1;2;3;0;2;2;4;6;0;2;2;4;0;6;0;2;3;4;0;0;2;2;4;0;3;3;4;0
192,443261,2441;0;2;12;0;1;3;8;0;2;3;6;0;1;2;8;0;0;3;6;0;3;3;4;6;0;2;3;4;0;6;0;1;3;4;0;0;2;2;4;0;1;1;3;0
208,443277,2445;0;2;13;0;1;3;8;0;2;2;6;0;2;2;9;0;2;2;6;0;2;2;4;6;0;2;3;4;0;6;0;2;2;4;1;0;1;3;4;0;1;0;4;0
224,443293,2443;0;2;9;0;1;3;8;0;1;2;6;0;2;3;7;0;1;2;6;0;1;3;4;6;0;1;3;4;0;6;0;1;2;6;0;0;2;2;4;0;2;2;4;0
240,443309,2438;0;1;12;0;1;2;9;0;1;2;6;0;2;2;8;0;2;2;7;0;1;2;4;7;0;2;3;3;0;6;0;1;3;4;0;0;2;2;4;0;2;3;4;0
256,443325,2437;0;2;16;4;1;2;9;0;3;3;7;0;3;2;8;0;1;3;6;0;1;2;4;6;0;2;3;4;0;6;0;3;3;4;0;0;1;3;4;0;2;3;4;0
272,443341,2442;0;2;12;0;2;2;8;0;2;2;6;0;1;3;8;0;2;2;6;0;1;2;4;6;0;2;3;4;0;6;0;3;3;4;0;0;2;3;3;0;2;3;0;0
288,443357,2446;0;2;12;0;2;3;8;0;1;3;6;0;2;2;7;0;4;0;6;0;1;0;4;6;0;3;2;4;0;6;0;1;3;4;0;0;1;3;4;0;1;2;4;0
304,443373,2441;0;2;12;0;1;2;8;0;1;2;6;0;1;2;8;0;3;3;6;0;2;2;4;6;0;1;2;4;0;6;0;2;3;4;0;0;2;2;4;0;2;3;8;0
320,443389,2440;3;1;13;0;2;2;8;0;2;2;7;0;1;3;9;0;2;2;6;0;2;2;4;6;0;2;2;4;0;7;0;1;2;4;0;0;1;3;4;0;2;3;4;4
336,443405,2439;0;3;12;0;2;3;9;0;1;2;7;0;2;2;8;0;1;2;6;0;1;2;6;6;0;2;3;4;0;6;0;2;2;4;0;0;1;2;4;0;1;2;6;0
352,443421,2444;0;2;12;0;2;3;8;0;2;3;6;1;2;1;8;1;1;2;7;0;1;3;4;6;0;1;2;3;0;6;0;3;2;4;0;1;2;2;4;0;2;2;4;0
368,443437,2433;0;2;9;0;1;2;8;0;2;2;6;0;1;3;8;0;2;2;6;0;1;1;4;6;0;1;3;4;0;6;0;1;2;4;0;0;2;3;4;0;2;3;4;0
384,443453,2443;0;3;15;0;2;2;9;0;2;3;7;0;3;3;9;0;1;2;7;1;3;2;4;6;0;1;3;4;0;6;0;1;2;4;0;0;1;2;5;0;1;2;4;0
400,443469,2444;0;2;12;0;1;3;8;0;2;2;6;0;1;2;8;0;2;1;5;0;2;2;4;6;0;3;3;4;0;6;0;2;2;4;0;0;2;3;4;0;1;3;4;0
416,443485,2444;1;2;15;0;1;3;8;0;2;0;6;0;2;2;8;0;1;2;6;0;1;2;4;6;0;2;2;4;0;6;0;2;3;4;0;0;2;0;4;1;1;2;4;0
432,443501,2444;0;1;15;0;3;2;9;0;2;4;6;0;2;2;9;0;2;2;7;0;1;3;4;6;0;1;3;4;0;6;0;2;2;4;0;0;2;2;4;0;1;2;4;0
448,443517,2443;0;2;10;0;1;6;8;0;0;3;6;0;1;3;8;0;2;3;6;0;1;2;4;6;0;1;3;4;0;6;0;1;3;3;0;0;1;3;4;0;2;2;4;0
464,443533,2441;0;2;11;0;1;2;8;0;2;2;7;0;1;3;8;0;2;2;6;0;1;2;4;6;0;3;3;4;0;6;0;8;3;4;0;0;1;2;4;0;2;3;4;0
480,443549,2444;0;2;13;0;1;2;8;0;2;3;6;0;3;2;8;0;2;2;6;0;2;3;4;6;0;1;0;4;0;6;0;1;2;4;0;0;1;2;4;0;1;2;4;0
