TimeSinceCollection,Timestamp,PlantarValue
0,35392,2758;0;2;11;0;1;3;8;0;2;2;7;0;2;2;8;0;2;2;6;0;2;3;4;6;0;3;2;4;0;6;0;1;2;4;0;0;1;2;4;0;2;3;4;0
16,35408,2760;0;2;13;0;1;3;8;0;1;3;7;0;2;2;8;0;2;2;6;0;2;0;4;4;0;2;3;4;0;6;0;2;3;4;0;0;2;2;4;0;1;3;4;0
32,35424,2762;0;4;9;0;2;2;8;0;2;2;6;0;4;3;8;0;1;2;7;0;2;2;4;6;0;2;2;4;0;6;0;2;3;3;0;0;1;2;4;0;2;2;3;0
48,35440,2761;1;2;13;0;1;3;8;0;1;2;6;0;2;3;8;0;2;2;6;0;2;2;4;6;0;1;2;4;0;7;0;1;2;4;0;0;2;2;4;0;2;3;3;1
64,35456,2759;0;3;11;0;1;3;8;0;2;3;7;0;1;2;8;0;2;2;7;0;1;3;4;6;0;1;2;4;0;10;0;2;3;4;0;0;1;3;4;0;2;3;4;0
80,35472,2752;0;2;9;0;2;3;8;0;2;2;6;0;2;3;9;1;2;2;6;0;2;4;4;6;0;1;2;4;0;6;0;2;3;4;0;0;4;2;4;0;0;3;4;0
96,35488,2759;0;2;9;0;1;3;9;0;1;2;6;0;2;3;8;0;2;3;6;0;2;2;4;6;0;2;2;4;0;5;0;2;1;4;0;0;1;2;4;1;2;2;4;0
112,35504,2761;0;2;9;0;2;3;8;0;2;2;7;0;2;2;10;0;3;2;6;0;2;0;4;6;0;2;3;4;0;6;0;2;2;4;0;0;2;2;4;0;1;2;4;0
128,35520,2763;0;2;10;0;1;3;8;0;2;3;6;0;2;3;8;0;0;3;6;0;2;3;4;6;0;1;2;4;0;6;0;1;3;4;0;0;2;2;4;0;2;3;8;0
144,35536,2760;0;2;13;0;2;3;9;0;2;2;6;0;2;2;8;0;1;3;6;0;2;3;4;7;0;2;3;0;0;6;1;2;3;4;0;0;1;1;4;0;1;3;4;1
160,35552,2761;2;2;13;0;1;3;9;0;1;2;6;0;3;2;8;0;2;3;6;0;1;2;4;6;0;2;8;4;0;7;0;3;3;4;0;0;2;3;4;0;1;3;4;0
176,35568,2762;0;3;10;0;4;3;10;0;2;2;6;0;2;3;7;0;2;7;7;0;2;2;4;6;0;1;3;4;0;6;0;2;3;4;0;0;2;2;4;0;1;2;4;0
192,35584,2763;0;2;12;1;1;2;8;1;2;3;6;0;2;3;8;0;4;2;6;0;2;3;4;8;0;1;2;4;0;6;0;1;2;4;0;0;3;3;4;0;2;3;4;0
208,35600,2762;0;2;13;0;2;2;9;0;1;2;6;0;2;3;8;0;1;2;4;0;3;2;6;6;0;1;2;4;0;6;0;2;2;4;0;0;2;3;4;0;1;2;4;0
224,35616,2756;0;2;10;0;1;3;8;0;2;2;6;0;1;2;9;0;1;2;6;0;1;2;4;6;0;2;3;4;0;6;0;2;3;4;0;0;2;3;4;0;2;2;4;0
240,35632,2749;0;1;13;0;2;2;8;0;2;2;7;0;2;2;8;0;2;3;6;0;2;3;4;6;0;2;3;4;0;6;0;2;2;4;0;0;1;3;4;0;1;2;4;0
256,35648,2751;0;2;13;0;1;3;9;0;1;3;6;0;2;1;8;0;1;2;6;0;2;3;4;6;0;2;2;4;0;7;0;2;2;4;0;0;2;3;4;1;2;2;4;0
272,35664,2765;0;2;9;0;1;3;8;0;2;2;6;0;6;0;8;0;2;3;7;0;2;4;4;6;0;1;2;4;0;6;0;3;2;4;0;0;3;2;4;0;1;3;4;0
288,35680,2759;0;2;9;0;1;3;8;0;2;3;7;0;1;2;8;0;2;2;6;0;1;2;4;6;0;1;2;4;0;6;0;1;3;4;0;0;3;3;4;0;1;2;4;0
304,35696,2761;0;2;11;0;1;2;8;0;1;2;6;0;1;4;8;0;1;2;6;0;1;2;4;6;0;1;2;6;0;6;0;2;2;4;0;0;2;3;4;0;2;2;4;0
320,35712,2752;0;2;12;0;1;3;8;0;2;2;6;0;2;3;9;0;2;3;6;0;1;3;4;6;0;2;2;4;0;6;0;2;3;4;0;0;2;2;4;0;1;3;4;1
336,35728,2758;0;0;11;0;1;1;8;0;2;2;7;0;1;2;8;0;1;2;6;0;1;3;4;6;0;2;3;3;0;6;0;1;2;4;1;0;1;3;4;0;2;3;4;0
