TimeSinceCollection,Timestamp,PlantarValue
0,202592,2359;0;2;15;3;1;2;8;0;1;3;7;0;2;2;8;0;2;2;6;0;1;2;4;6;0;2;2;4;0;6;0;1;2;4;0;0;2;2;4;0;2;2;4;0
16,202608,2358;0;1;13;0;3;2;8;0;2;0;6;0;2;2;8;0;2;2;6;0;2;3;4;6;0;2;3;4;0;6;0;2;3;4;0;0;4;3;4;0;1;3;4;0
32,202624,2350;0;2;13;0;1;3;9;0;2;2;6;0;2;3;8;0;1;3;6;0;2;3;4;6;0;2;3;4;0;6;0;2;3;4;0;0;2;3;4;0;2;4;4;0
48,202640,2362;0;2;12;0;1;3;8;0;1;3;7;0;1;3;8;0;0;2;6;0;2;3;4;6;0;2;3;4;0;6;0;2;3;4;0;0;2;2;4;0;2;2;4;0
64,202656,2358;0;3;13;1;1;3;9;0;2;3;6;0;2;2;8;0;2;2;6;0;2;2;4;6;0;0;2;4;0;6;0;2;3;4;2;0;2;2;4;0;1;2;4;0
80,202672,2354;0;2;16;0;1;3;8;0;2;2;7;0;2;4;9;0;1;3;6;0;2;2;4;6;0;2;2;4;0;6;0;2;3;4;0;0;1;2;4;0;2;3;4;0
96,202688,2358;1;1;15;0;1;3;8;0;2;3;6;0;2;2;8;0;2;2;7;0;1;3;4;6;0;2;2;4;0;6;4;3;3;4;0;0;2;3;4;0;2;2;4;0
112,202704,2357;0;1;12;0;2;2;8;0;2;4;6;0;2;2;8;0;1;2;6;0;2;1;4;6;0;2;3;4;0;6;0;2;2;4;0;0;1;2;4;0;2;2;4;0
128,202720,2350;0;2;14;0;2;4;8;0;2;3;6;0;2;3;8;0;2;2;7;0;2;2;4;6;0;1;3;4;0;6;0;2;3;4;0;0;2;2;4;0;3;2;4;0
144,202736,2357;0;1;13;0;1;2;9;0;2;3;7;0;3;3;11;0;2;2;6;0;2;2;4;6;0;2;2;4;0;7;0;1;3;4;0;0;2;3;4;0;1;2;4;0
160,202752,2358;0;2;11;0;1;3;8;0;2;2;6;0;2;2;8;0;0;3;8;0;2;2;4;6;0;2;2;4;0;6;0;1;3;4;0;0;1;2;4;0;2;3;4;0
176,202768,2361;0;1;12;0;1;2;8;0;2;3;6;0;1;2;8;0;2;3;6;0;3;2;4;7;0;2;3;4;0;6;0;1;2;5;0;0;2;1;4;0;1;3;4;0
192,202784,2358;0;2;12;0;2;3;8;0;1;2;7;0;2;0;8;0;2;2;6;0;2;2;4;6;0;2;3;4;0;6;0;2;2;4;0;0;3;3;4;4;1;2;3;0
208,202800,2360;0;2;13;0;2;2;8;1;1;3;6;0;1;2;9;0;2;2;7;0;2;2;4;6;0;2;1;4;0;6;0;1;2;4;0;0;2;2;4;0;2;2;4;0
224,202816,2360;0;1;12;0;2;3;9;0;2;3;6;0;1;3;9;0;2;2;6;0;2;3;4;6;0;2;2;4;0;7;0;1;2;4;0;0;2;3;4;0;2;2;4;0
240,202832,2358;0;1;13;0;1;3;9;0;2;2;9;0;3;2;8;0;2;2;6;1;2;3;4;6;0;1;3;3;0;6;0;1;2;4;0;0;2;2;3;0;2;2;4;0
256,202848,2351;0;2;13;0;2;2;9;0;1;2;6;0;2;3;8;0;3;2;6;0;3;3;4;6;0;2;2;4;0;7;0;2;3;4;0;0;2;2;4;0;2;2;4;0
272,202864,2356;0;2;12;0;1;4;8;0;2;2;6;1;2;3;7;0;1;3;6;0;1;3;4;5;0;2;3;4;0;6;0;2;2;4;0;0;4;2;4;0;1;3;6;0
288,202880,2358;0;2;13;0;2;2;8;0;1;2;6;0;3;3;8;0;1;3;6;0;2;2;4;6;0;2;2;4;0;6;0;2;2;4;0;0;1;2;4;0;1;3;4;1
304,202896,2352;0;3;13;0;2;3;9;0;2;3;6;0;2;3;8;0;1;2;6;0;1;2;4;6;0;2;2;4;0;6;0;1;2;4;0;0;1;3;4;0;1;3;4;0
320,202912,2358;0;2;16;0;2;3;8;0;1;2;7;0;1;2;9;0;3;3;7;0;1;2;4;6;0;1;3;4;0;6;0;2;3;4;0;0;2;2;4;0;2;3;4;0
336,202928,2360;0;2;13;0;1;2;8;0;0;2;6;0;2;3;9;0;1;3;6;0;1;2;4;6;0;1;2;4;0;6;0;2;3;4;0;0;2;2;4;0;1;2;4;0
352,202944,2358;0;2;15;0;2;3;8;0;2;2;6;0;1;3;8;0;2;3;6;0;2;3;4;6;0;3;2;4;0;6;0;3;2;4;0;0;2;0;4;1;1;2;4;1
368,202960,2358;0;0;10;0;1;2;8;0;1;2;7;0;2;2;8;0;2;3;6;0;2;2;4;6;0;2;2;4;0;6;0;1;2;4;0;0;2;2;4;0;2;3;4;1
384,202976,2352;0;1;13;0;2;2;9;0;2;2;6;0;1;3;9;0;1;2;6;0;1;3;4;6;0;1;3;4;0;6;0;1;4;4;0;0;1;3;4;0;1;6;4;4
400,202992,2357;1;3;13;0;2;3;9;0;1;3;6;0;2;2;8;0;1;2;7;0;2;2;4;6;0;2;3;4;0;6;0;2;2;4;0;0;2;2;4;0;3;2;4;0
416,203008,2358;0;2;12;0;2;3;10;0;3;3;6;0;3;2;8;0;2;3;6;0;1;2;5;6;0;2;2;4;0;6;0;2;3;4;0;1;2;2;4;0;1;2;4;0
432,203024,2358;0;2;12;0;1;3;9;0;2;2;6;0;1;2;8;0;1;2;6;0;1;2;4;6;0;2;3;4;0;6;0;1;3;4;0;3;2;2;4;0;1;2;4;0
448,203040,2358;1;2;10;0;1;2;8;0;1;3;7;0;1;2;8;0;2;2;6;0;2;3;3;6;0;2;2;4;0;6;0;2;2;4;0;0;2;2;4;0;4;3;4;0
464,203056,2358;0;2;13;0;1;2;8;0;2;2;6;0;2;3;8;0;1;2;7;3;2;3;4;6;0;4;2;0;0;7;0;1;2;4;0;0;2;3;4;0;2;2;4;1
480,203072,2358;0;2;14;0;1;2;8;0;2;3;6;0;2;3;8;1;1;2;6;0;2;2;4;6;0;2;2;4;0;6;0;2;2;4;0;0;2;3;4;0;1;3;4;0
