TimeSinceCollection,Timestamp,PlantarValue
0,181252,0.926314;0.91654;0.921414;0.936185;0.911689;0.911689;0.921414;0.936185;0.911689;0.921414;0.91654;0.936185;0.911689;0.911689;0.91654;0.936185;0.90686;0.911689;0.91654;0.936185;0.911689;0.91654;0.921414;0.926314;0.936185;0.921414;0.91654;0.91654;0.926314;0.90686;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.90686;0.921414;0.91654;0.926314;0.90686;1.53356;1.47224;2.70237;7.78161
16,181268,0.926314;0.911689;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.90686;0.91654;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.911689;0.91654;0.90686;0.936185;0.911689;0.911689;0.921414;0.921414;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.936185;0.90686;0.911689;0.921414;0.926314;0.90686;0.90686;0.91654;0.921414;0.926314;0.90686;1.58108;1.5103;2.80901;8.09161
32,181284,0.926314;0.911689;0.921414;0.936185;0.90686;0.91654;0.91654;0.936185;0.911689;0.91654;0.921414;0.936185;0.911689;0.941157;0.91654;0.941157;0.90686;0.911689;0.91654;0.936185;0.90686;0.921414;0.91654;0.926314;0.936185;0.90686;0.921414;0.91654;0.926314;0.90686;0.936185;0.90686;0.911689;0.91654;0.926314;0.90686;0.90686;0.911689;0.911689;0.926314;0.90686;1.58108;1.50261;2.83626;8.16197
48,181300,0.926314;0.911689;0.91654;0.936185;0.911689;0.90686;0.921414;0.936185;0.90686;0.91654;0.921414;0.936185;0.911689;0.921414;0.921414;0.936185;0.91654;0.911689;0.91654;0.936185;0.90686;0.91654;0.91654;0.926314;0.936185;0.90686;0.91654;0.921414;0.926314;0.90686;0.936185;0.90686;0.91654;0.921414;0.926314;0.90686;0.90686;0.911689;0.91654;0.926314;0.90686;1.58914;1.48736;2.80901;8.02179
64,181316,0.926314;0.911689;0.921414;0.936185;0.911689;0.91654;0.91654;0.936185;0.90686;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.936185;0.911689;0.941157;0.91654;0.936185;0.90686;0.91654;0.921414;0.926314;0.936185;0.90686;0.90686;0.91654;0.921414;0.90686;0.936185;0.90686;0.911689;0.91654;0.926314;0.90686;0.90686;0.911689;0.921414;0.926314;0.90686;1.58914;1.45726;2.86375;7.54782
80,181332,0.926314;0.91654;0.921414;0.936185;0.911689;0.921414;0.921414;0.931237;0.911689;0.911689;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.91654;0.91654;0.921414;0.936185;0.90686;0.911689;0.91654;0.926314;0.90686;0.941157;0.911689;0.91654;0.91654;0.926314;0.90686;0.90686;0.91654;0.91654;0.926314;0.90686;1.58108;1.45726;2.83626;7.2564
96,181348,0.941157;0.91654;0.921414;0.941157;0.90686;0.91654;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.911689;0.921414;0.946153;0.911689;0.911689;0.91654;0.941157;0.90686;0.91654;0.921414;0.926314;0.936185;0.90686;0.91654;0.921414;0.926314;0.90686;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.90686;0.911689;0.921414;0.926314;0.90686;1.5651;1.45726;2.90544;7.13012
112,181364,0.926314;0.91654;0.921414;0.936185;0.911689;0.911689;0.921414;0.936185;0.90686;0.91654;0.91654;0.946153;0.90686;0.911689;0.926314;0.936185;0.90686;0.911689;0.91654;0.936185;0.90686;0.91654;0.91654;0.926314;0.941157;0.90686;0.91654;0.91654;0.926314;0.90686;0.936185;0.911689;0.911689;0.91654;0.926314;0.90686;0.90686;0.91654;0.921414;0.926314;0.90686;1.5651;1.42773;2.86375;6.91381
128,181380,0.926314;0.911689;0.921414;0.941157;0.90686;0.91654;0.91654;0.941157;0.911689;0.91654;0.91654;0.936185;0.911689;0.91654;0.91654;0.941157;0.90686;0.91654;0.91654;0.936185;0.90686;0.91654;0.91654;0.926314;0.936185;0.90686;0.911689;0.921414;0.926314;0.90686;0.941157;0.90686;0.91654;0.921414;0.926314;0.90686;0.90686;0.921414;0.91654;0.926314;0.90686;1.53356;1.39159;2.782;6.27148
144,181396,0.926314;0.91654;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.936185;0.911689;0.911689;0.91654;0.936185;0.90686;0.91654;0.911689;0.936185;0.90686;0.91654;0.91654;0.921414;0.936185;0.90686;0.91654;0.921414;0.926314;0.90686;0.936185;0.90686;0.911689;0.91654;0.926314;0.90686;0.90686;0.91654;0.926314;0.926314;0.90686;1.51802;1.3355;2.70237;5.73427
160,181412,0.926314;0.911689;0.926314;0.936185;0.90686;0.91654;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.91654;0.91654;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.90686;0.91654;0.921414;0.926314;0.90686;1.47224;1.28814;2.59942;5.23856
176,181428,0.926314;0.91654;0.921414;0.936185;0.911689;0.911689;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.911689;0.91654;0.936185;0.90686;0.911689;0.91654;0.936185;0.90686;0.91654;0.91654;0.926314;0.936185;0.90686;0.91654;0.921414;0.926314;0.90686;0.936185;0.90686;0.90686;0.91654;0.926314;0.90686;0.90686;0.91654;0.921414;0.926314;0.90686;1.41317;1.22315;2.26654;4.32048
192,181444,0.926314;0.911689;0.921414;0.936185;0.911689;0.91654;0.91654;0.936185;0.911689;0.91654;0.921414;0.936185;0.90686;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.936185;0.926314;0.91654;0.921414;0.921414;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.941157;0.90686;0.911689;0.921414;0.921414;0.90686;0.90686;0.911689;0.91654;0.926314;0.90686;1.3424;1.16725;1.9927;3.33773
208,181460,0.926314;0.911689;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.90686;0.911689;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.91654;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.936185;0.90686;0.911689;0.921414;0.926314;0.90686;0.90686;0.911689;0.91654;0.926314;0.90686;1.26832;1.06245;1.7671;2.51227
224,181476,0.921414;0.911689;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.911689;0.91654;0.91654;0.936185;0.90686;0.91654;0.921414;0.941157;0.90686;0.911689;0.91654;0.936185;0.90686;0.911689;0.91654;0.91654;0.941157;0.90686;0.91654;0.91654;0.926314;0.90686;0.936185;0.90686;0.91654;0.921414;0.926314;0.90686;0.90686;0.91654;0.91654;0.926314;0.911689;1.14915;1.04037;1.66329;1.9828
240,181492,0.926314;0.911689;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.911689;0.91654;0.91654;0.936185;0.911689;0.911689;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.90686;0.91654;0.921414;0.926314;0.936185;0.90686;0.911689;0.921414;0.926314;0.90686;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.90686;0.911689;0.921414;0.926314;0.90686;1.11955;1.01337;1.54926;1.54139
256,181508,0.921414;0.911689;0.921414;0.936185;0.91654;0.91654;0.91654;0.936185;0.911689;0.91654;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.911689;0.921414;0.941157;0.90686;0.926314;0.921414;0.926314;0.936185;0.911689;0.91654;0.921414;0.926314;0.926314;0.936185;0.911689;0.91654;0.91654;0.926314;0.90686;0.90686;0.91654;0.91654;0.926314;0.90686;1.11955;0.981816;1.5103;1.37031
272,181524,0.926314;0.90686;0.921414;0.941157;0.911689;0.91654;0.91654;0.936185;0.90686;0.91654;0.921414;0.936185;0.90686;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.941157;0.90686;0.911689;0.91654;0.926314;0.936185;0.90686;0.91654;0.921414;0.926314;0.90686;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.90686;0.91654;0.921414;0.926314;0.90686;1.10791;0.966383;1.46473;1.32864
288,181540,0.926314;0.911689;0.921414;0.936185;0.90686;0.91654;0.921414;0.936185;0.90686;0.911689;0.911689;0.936185;0.90686;0.911689;0.921414;0.936185;0.90686;0.911689;0.921414;0.936185;0.90686;0.91654;0.926314;0.926314;0.936185;0.90686;0.91654;0.921414;0.926314;0.90686;0.931237;0.90686;0.91654;0.91654;0.926314;0.911689;0.90686;0.91654;0.921414;0.926314;0.90686;1.08496;0.966383;1.46473;1.30151
304,181556,0.926314;0.911689;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.911689;0.91654;0.91654;0.936185;0.90686;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.911689;0.921414;0.926314;0.941157;0.90686;0.911689;0.91654;0.926314;0.90686;0.936185;0.90686;0.911689;0.91654;0.926314;0.90686;0.90686;0.91654;0.91654;0.926314;0.90686;1.06245;0.946153;1.45726;1.21052
