TimeSinceCollection,Timestamp,AccX,AccY,AccZ,AngleRoll,AnglePitch,AngleYaw,AngularVelX,AngularVelY,AngularVelZ,Q1,Q2,Q3,Q4,MagX,MagY,MagZ,Height,Airpressure
0,19446,1.20586,-9.66602,1.60781,-79.931,-7.11914,-68.8129,0,0.671387,-0.732422,0.608521,-0.555817,0.322968,-0.465149,-16558,14404,-2856,999,-29867
6,19452,1.1915,-9.64688,1.56475,-79.9365,-7.12463,-68.725,0.0610352,0.427246,-0.671387,0.608856,-0.556091,0.32251,-0.464691,-16556,14404,-2869,999,-29867
12,19458,1.21064,-9.6708,1.55039,-79.9365,-7.13013,-68.6755,0.12207,0.854492,-0.549316,0.609009,-0.556244,0.322296,-0.464447,-16557,14405,-2876,999,-29867
18,19464,1.16758,-9.66123,1.55039,-79.9365,-7.13013,-68.6371,0.12207,0.793457,-0.732422,0.609161,-0.556366,0.322083,-0.464233,-16558,14405,-2880,999,-29867
24,19470,1.15801,-9.67559,1.55996,-79.9365,-7.13562,-68.5931,0.244141,0.305176,-0.671387,0.609344,-0.556519,0.321838,-0.46402,-16560,14405,-2885,999,-29867
30,19476,1.24414,-9.68994,1.58867,-79.9365,-7.13562,-68.5492,0.427246,0.610352,-0.488281,0.609497,-0.556641,0.321625,-0.463776,-16563,14405,-2887,999,-29867
36,19482,1.1915,-9.64209,1.54561,-79.9365,-7.14111,-68.4613,0.488281,0.549316,-0.549316,0.609863,-0.556915,0.321167,-0.463318,-16567,14405,-2885,999,-29867
42,19488,1.20586,-9.66602,1.6126,-79.9365,-7.14111,-68.4174,0.427246,0.427246,-0.427246,0.610016,-0.557037,0.320953,-0.463104,-16568,14406,-2886,999,-29867
48,19494,1.13408,-9.64209,1.59824,-79.9365,-7.14111,-68.3734,0.549316,0.671387,-0.549316,0.610199,-0.557159,0.32074,-0.46286,-16568,14405,-2886,999,-29867
54,19500,1.1915,-9.61816,1.63652,-79.9365,-7.14111,-68.3295,0.366211,0.427246,-0.488281,0.610382,-0.557281,0.320496,-0.462646,-16568,14405,-2887,999,-29867
60,19506,1.17715,-9.61338,1.65566,-79.9365,-7.14661,-68.2855,0.244141,0.549316,-0.488281,0.610535,-0.557404,0.320282,-0.462433,-16566,14404,-2883,999,-29867
66,19512,1.16279,-9.62295,1.63652,-79.9365,-7.14661,-68.1976,0.12207,0.549316,-0.610352,0.61087,-0.557678,0.319855,-0.461975,-16567,14402,-2870,999,-29867
72,19518,1.20586,-9.64688,1.62217,-79.942,-7.1521,-68.1537,0.12207,0.305176,-0.610352,0.611023,-0.5578,0.319641,-0.461761,-16568,14403,-2866,999,-29867
78,19524,1.20107,-9.61338,1.59346,-79.942,-7.1521,-68.1097,0.12207,0.488281,-0.732422,0.611176,-0.557953,0.319427,-0.461517,-16567,14402,-2870,999,-29867
84,19530,1.21543,-9.64688,1.59824,-79.942,-7.15759,-68.0713,0.12207,0.427246,-0.915527,0.611359,-0.558075,0.319183,-0.461304,-16566,14400,-2879,999,-29867
90,19536,1.18672,-9.66123,1.60303,-79.942,-7.15759,-68.0273,0.305176,0.427246,-0.671387,0.611511,-0.558197,0.31897,-0.46109,-16566,14399,-2888,999,-29867
96,19542,1.20586,-9.62773,1.58867,-79.942,-7.16858,-67.9395,0.12207,0.305176,-0.915527,0.611816,-0.558472,0.318512,-0.460663,-16571,14397,-2897,999,-29867
102,19548,1.225,-9.65166,1.5791,-79.9475,-7.16858,-67.8955,0,0.610352,-0.854492,0.611969,-0.558624,0.318298,-0.460419,-16575,14399,-2896,999,-29867
108,19554,1.20107,-9.6708,1.59824,-79.9475,-7.16858,-67.8571,-0.0610352,0.610352,-1.0376,0.612122,-0.558746,0.318085,-0.460236,-16578,14400,-2890,999,-29867
114,19560,1.19629,-9.68994,1.59824,-79.9475,-7.17407,-67.8131,0.183105,0.610352,-0.793457,0.612274,-0.558868,0.317871,-0.460022,-16579,14400,-2885,999,-29867
120,19566,1.1915,-9.62773,1.61738,-79.9475,-7.17957,-67.7747,0.244141,0.488281,-1.2207,0.612427,-0.559021,0.317657,-0.459808,-16582,14400,-2878,999,-29867
126,19572,1.19629,-9.62773,1.58867,-79.953,-7.18506,-67.6923,0.12207,0.427246,-0.793457,0.612701,-0.559265,0.3172,-0.459412,-16587,14402,-2862,999,-29867
132,19578,1.18193,-9.6708,1.60781,-79.953,-7.19055,-67.6483,0,0.488281,-0.671387,0.612854,-0.559418,0.317017,-0.459198,-16591,14401,-2859,999,-29867
138,19584,1.15322,-9.63252,1.58389,-79.953,-7.19055,-67.6099,0,0.610352,-0.854492,0.613007,-0.55954,0.316803,-0.458984,-16592,14400,-2861,999,-29867
144,19590,1.18672,-9.62773,1.63652,-79.9585,-7.19604,-67.5714,-0.0610352,0.366211,-0.976563,0.613159,-0.559662,0.316589,-0.458771,-16593,14399,-2865,999,-29867
150,19596,1.21543,-9.63731,1.64131,-79.9585,-7.20154,-67.5275,0.12207,0.488281,-0.671387,0.613281,-0.559814,0.316376,-0.458557,-16593,14398,-2870,999,-29867
156,19602,1.21543,-9.65645,1.60303,-79.964,-7.20703,-67.4451,-0.244141,0.305176,-0.854492,0.613586,-0.560089,0.315948,-0.45813,-16593,14394,-2877,999,-29867
162,19608,1.20107,-9.68037,1.56953,-79.964,-7.21252,-67.4011,0.0610352,0.427246,-0.976563,0.613739,-0.560211,0.315735,-0.457947,-16594,14390,-2874,999,-29867
168,19614,1.19629,-9.64688,1.55039,-79.964,-7.21252,-67.3627,0,0.549316,-1.0376,0.613861,-0.560333,0.315521,-0.457733,-16596,14384,-2868,999,-29867
174,19620,1.19629,-9.68516,1.56953,-79.964,-7.21802,-67.3242,0.305176,0.488281,-1.15967,0.614014,-0.560486,0.315308,-0.45752,-16598,14379,-2863,999,-29867
180,19626,1.19629,-9.64209,1.59824,-79.964,-7.22351,-67.2858,0.427246,0.305176,-1.2207,0.614136,-0.560608,0.315063,-0.457336,-16599,14372,-2857,999,-29867
186,19632,1.24893,-9.65166,1.61738,-79.964,-7.2345,-67.2034,0.366211,0.366211,-0.976563,0.614441,-0.560852,0.314606,-0.45694,-16596,14365,-2852,999,-29867
192,19638,1.25371,-9.63731,1.6126,-79.964,-7.2345,-67.1649,0.244141,0.610352,-0.732422,0.614594,-0.560974,0.314423,-0.456757,-16597,14363,-2851,999,-29867
198,19644,1.24893,-9.68516,1.58389,-79.964,-7.2345,-67.1265,0.244141,0.549316,-0.732422,0.614746,-0.561066,0.314209,-0.456543,-16600,14361,-2852,1007,-29868
204,19650,1.21064,-9.60859,1.5791,-79.964,-7.23999,-67.0825,0.244141,0.488281,-0.976563,0.614899,-0.561188,0.313995,-0.45636,-16602,14360,-2856,1007,-29868
210,19656,1.22021,-9.63252,1.67959,-79.964,-7.24548,-67.0441,0.12207,0.793457,-1.28174,0.615021,-0.56131,0.313782,-0.456146,-16605,14359,-2866,1007,-29868
216,19662,1.26328,-9.68037,1.55518,-79.9695,-7.25098,-66.9727,0,0.610352,-0.549316,0.615295,-0.561554,0.313385,-0.45578,-16605,14359,-2886,999,-29867
222,19668,1.24414,-9.71387,1.57432,-79.9695,-7.25098,-66.9342,0,0.793457,-0.671387,0.615417,-0.561676,0.313171,-0.455566,-16603,14360,-2897,999,-29867
228,19674,1.23936,-9.69473,1.57432,-79.9695,-7.25647,-66.8958,0,0.549316,-0.549316,0.61557,-0.561798,0.312988,-0.455383,-16602,14361,-2905,999,-29867
234,19680,1.25371,-9.67559,1.59824,-79.9695,-7.25647,-66.8573,0.12207,0.488281,-0.427246,0.615692,-0.56192,0.312805,-0.45517,-16599,14361,-2914,999,-29867
240,19686,1.22021,-9.62773,1.59824,-79.975,-7.26196,-66.7804,0,0.610352,-0.549316,0.615845,-0.562042,0.312592,-0.454987,-16596,14362,-2920,999,-29867
246,19692,1.20107,-9.66123,1.60303,-79.975,-7.26196,-66.7419,0.0610352,0.427246,-0.366211,0.616119,-0.562286,0.312225,-0.454559,-16595,14358,-2918,999,-29867
252,19698,1.21064,-9.63252,1.56953,-79.975,-7.26196,-66.7035,0,0.305176,-0.305176,0.616272,-0.562408,0.312012,-0.454346,-16598,14355,-2913,999,-29867
258,19704,1.225,-9.6708,1.56953,-79.9805,-7.26746,-66.6595,0,0.305176,-0.366211,0.616425,-0.562531,0.311829,-0.454132,-16602,14351,-2910,999,-29867
264,19710,1.20586,-9.63252,1.58389,-79.9805,-7.26746,-66.6211,0.366211,0.305176,-0.488281,0.616547,-0.562622,0.311646,-0.453949,-16605,14349,-2906,999,-29867
270,19716,1.19629,-9.63252,1.58867,-79.9805,-7.26746,-66.5442,0.12207,0.427246,-0.488281,0.616699,-0.562744,0.311432,-0.453735,-16607,14347,-2905,999,-29867
276,19722,1.19629,-9.63252,1.62695,-79.9805,-7.27295,-66.5057,0.12207,0.488281,-0.610352,0.616974,-0.562988,0.311035,-0.453339,-16611,14347,-2898,999,-29867
282,19728,1.20107,-9.5751,1.64609,-79.9805,-7.27295,-66.4673,0,0.610352,-0.854492,0.617126,-0.56311,0.310852,-0.453156,-16612,14345,-2892,999,-29867
288,19734,1.21543,-9.60381,1.68916,-79.986,-7.27844,-66.4343,-0.183105,0.305176,-0.549316,0.617249,-0.563202,0.310638,-0.452972,-16611,14343,-2886,999,-29867
294,19740,1.1915,-9.61338,1.63652,-79.986,-7.27844,-66.3959,-0.12207,0.366211,-1.0376,0.617371,-0.563324,0.310455,-0.452759,-16614,14342,-2879,999,-29867
300,19746,1.17715,-9.62295,1.65566,-79.9915,-7.28943,-66.319,-0.366211,0.244141,-0.976563,0.617493,-0.563477,0.310272,-0.452576,-16615,14343,-2874,999,-29867
306,19752,1.22979,-9.63252,1.60303,-79.9969,-7.29492,-66.2805,-0.366211,0.366211,-1.09863,0.617737,-0.563721,0.309875,-0.452179,-16611,14340,-2862,999,-29867
312,19758,1.23457,-9.60859,1.58867,-79.9969,-7.30042,-66.2421,-0.366211,0.488281,-0.732422,0.617859,-0.563873,0.309662,-0.451996,-16608,14338,-2858,999,-29867
318,19764,1.21543,-9.64209,1.6126,-80.0024,-7.30042,-66.2091,-0.488281,0.305176,-1.09863,0.617981,-0.563995,0.309479,-0.451782,-16608,14336,-2852,999,-29867
324,19770,1.23936,-9.61338,1.62695,-80.0079,-7.30591,-66.1707,-0.305176,0.305176,-0.915527,0.618103,-0.564117,0.309296,-0.451599,-16608,14334,-2848,999,-29867
330,19776,1.25371,-9.64209,1.59346,-80.0134,-7.3114,-66.0938,-0.305176,0.244141,-1.15967,0.618225,-0.56427,0.309082,-0.451416,-16612,14336,-2847,1007,-29868
336,19782,1.22021,-9.67559,1.58867,-80.0134,-7.31689,-66.0608,-0.183105,0.488281,-1.09863,0.618439,-0.564514,0.308685,-0.45105,-16620,14338,-2844,1007,-29868
342,19788,1.20586,-9.64688,1.57432,-80.0134,-7.32239,-66.0223,-0.183105,0.427246,-0.732422,0.618561,-0.564636,0.308502,-0.450867,-16622,14338,-2846,1007,-29868
348,19794,1.26328,-9.65645,1.59824,-80.0189,-7.32788,-65.9894,-0.244141,0.610352,-0.854492,0.618683,-0.564758,0.308319,-0.450684,-16623,14337,-2848,1007,-29868
354,19800,1.225,-9.67559,1.55996,-80.0189,-7.32788,-65.9509,-0.183105,0.427246,-0.671387,0.618805,-0.56488,0.308136,-0.4505,-16623,14336,-2849,1007,-29868
360,19806,1.24893,-9.69473,1.57432,-80.0244,-7.33337,-65.8795,-0.0610352,0.244141,-0.915527,0.618927,-0.565002,0.307953,-0.450317,-16624,14337,-2851,1007,-29868
366,19812,1.21543,-9.64688,1.55518,-80.0244,-7.33887,-65.8411,0.427246,0.427246,-0.854492,0.619171,-0.565216,0.307556,-0.449921,-16626,14340,-2856,1007,-29868
372,19818,1.21543,-9.64209,1.55996,-80.0244,-7.33887,-65.8081,0.0610352,0.305176,-0.732422,0.619293,-0.565308,0.307373,-0.449768,-16628,14341,-2860,1007,-29868
378,19824,1.26328,-9.65166,1.57432,-80.0244,-7.34436,-65.7697,0.12207,0.427246,-0.671387,0.619415,-0.56543,0.30719,-0.449585,-16632,14342,-2866,1007,-29868
384,19830,1.26807,-9.68516,1.53604,-80.0244,-7.34436,-65.7367,0.12207,0.305176,-0.915527,0.619568,-0.565552,0.306976,-0.449402,-16633,14343,-2868,1007,-29868
390,19836,1.26807,-9.67559,1.57432,-80.0244,-7.35535,-65.6653,0.427246,0.366211,-0.732422,0.61969,-0.565643,0.306793,-0.449219,-16636,14346,-2870,1007,-29868
396,19842,1.20107,-9.56074,1.63174,-80.0244,-7.35535,-65.6323,0.732422,-0.12207,-0.549316,0.619934,-0.565857,0.306396,-0.448883,-16637,14349,-2873,1007,-29868
402,19848,1.22979,-9.56553,1.65088,-80.0244,-7.36084,-65.5939,0.12207,0.549316,-1.0376,0.620087,-0.565948,0.306183,-0.448669,-16638,14350,-2879,1007,-29868
408,19854,1.24893,-9.64688,1.61738,-80.0244,-7.36633,-65.5609,0.0610352,0.183105,-0.976563,0.620209,-0.566071,0.306,-0.448517,-16639,14350,-2881,1007,-29868
414,19860,1.23457,-9.62773,1.6126,-80.0244,-7.36633,-65.5225,0.0610352,0.671387,-1.09863,0.620331,-0.566193,0.305817,-0.448334,-16638,14349,-2878,1007,-29868
420,19866,1.22979,-9.66602,1.62695,-80.0244,-7.37732,-65.4565,0.0610352,0.549316,-1.40381,0.620422,-0.566284,0.305634,-0.448181,-16638,14343,-2871,1007,-29868
426,19872,1.27764,-9.62773,1.5791,-80.0299,-7.38281,-65.4236,0.0610352,0.671387,-0.976563,0.620636,-0.566528,0.305237,-0.447845,-16639,14337,-2867,1007,-29868
432,19878,1.29678,-9.6708,1.56475,-80.0299,-7.38831,-65.3906,-0.244141,0.305176,-1.0376,0.620758,-0.56662,0.305054,-0.447693,-16639,14334,-2865,1007,-29868
438,19884,1.31592,-9.66123,1.58389,-80.0299,-7.3938,-65.3522,-0.183105,0.488281,-0.915527,0.62088,-0.566742,0.304871,-0.44751,-16640,14330,-2863,1007,-29868
444,19890,1.2585,-9.68994,1.58867,-80.0354,-7.3938,-65.3192,0.0610352,0.244141,-0.610352,0.620972,-0.566864,0.304688,-0.447357,-16643,14329,-2863,1007,-29868
