TimeSinceCollection,Timestamp,PlantarValue
0,813250,0.936185;0.91654;0.926314;0.941157;0.911689;0.91654;0.921414;0.946153;0.90686;0.911689;0.91654;0.936185;0.911689;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.921414;0.91654;0.926314;0.936185;0.90686;0.91654;0.921414;0.926314;0.90686;13.7272;13.8952;35.2738;34.0496;46.8988;61.8246;1.42773;3.84536;4.20187;3.93644;8.6698;2.70237;4.16299;2.20047;9.72848
16,813266,0.931237;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.936185;0.911689;0.91654;0.91654;0.936185;0.90686;0.911689;0.911689;0.936185;0.90686;0.926314;0.921414;0.936185;0.90686;0.921414;0.91654;0.926314;0.936185;0.90686;0.911689;0.921414;0.926314;0.911689;13.5609;13.7272;34.7798;33.6892;46.2752;61.2408;1.39875;3.79164;4.16299;3.89977;8.6698;2.67629;4.16299;2.21135;9.68733
32,813282,0.936185;0.911689;0.921414;0.936185;0.911689;0.91654;0.91654;0.936185;0.911689;0.91654;0.91654;0.941157;0.90686;0.911689;0.921414;0.936185;0.90686;0.911689;0.921414;0.936185;0.90686;0.91654;0.91654;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;13.2877;13.2877;34.4131;33.0957;45.5051;59.8956;1.39159;3.6689;4.10528;3.86342;8.6698;2.66334;4.12443;2.21135;9.68733
48,813298,0.931237;0.91654;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.90686;0.921414;0.91654;0.936185;0.911689;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;13.1798;13.0193;33.5698;32.5109;44.8965;58.3868;1.38446;3.60038;4.0672;3.80947;8.63261;2.65044;4.08619;2.20047;9.64633
64,813314,0.936185;0.91654;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.90686;0.911689;0.91654;0.936185;0.911689;0.91654;0.91654;0.936185;0.90686;0.91654;0.921414;0.926314;0.941157;0.90686;0.91654;0.91654;0.926314;0.90686;13.0193;12.808;32.8607;32.1641;44.145;57.6437;1.36328;3.54975;3.91807;3.73859;8.55868;2.61209;4.02945;2.21135;9.48385
80,813330,0.926314;0.91654;0.91654;0.936185;0.911689;0.91654;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.91654;0.921414;0.931237;0.911689;0.911689;0.921414;0.921414;0.936185;0.911689;0.921414;0.91654;0.926314;0.90686;12.808;12.548;32.5109;31.2544;43.6991;56.5431;1.3424;3.43412;3.82738;3.68621;8.44884;2.5868;3.93644;2.20047;9.28416
96,813346,0.926314;0.911689;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.941157;0.90686;0.911689;0.91654;0.936185;0.90686;0.911689;0.90686;0.926314;0.936185;0.90686;0.911689;0.91654;0.926314;0.90686;12.5996;12.3942;31.8204;30.8077;43.1102;56.5431;1.31501;3.36958;3.70359;3.63449;8.37629;2.54929;3.86342;2.18963;9.24466
112,813362,0.926314;0.911689;0.921414;0.921414;0.911689;0.91654;0.921414;0.941157;0.90686;0.91654;0.91654;0.941157;0.90686;0.91654;0.91654;0.936185;0.90686;0.921414;0.91654;0.941157;0.90686;0.91654;0.91654;0.926314;0.936185;0.90686;0.911689;0.91654;0.926314;0.90686;12.3942;12.1918;30.9189;30.1476;42.5277;55.1017;1.31501;3.36958;3.65166;3.56656;8.26852;2.51227;3.77388;2.16809;9.08817
128,813378,0.936185;0.911689;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.90686;0.911689;0.921414;0.936185;0.90686;0.911689;0.921414;0.936185;0.911689;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.926314;0.936185;0.90686;0.911689;0.91654;0.926314;0.90686;12.2421;11.9923;30.2568;29.3924;41.9517;53.6895;1.2815;3.3219;3.60038;3.48326;7.88376;2.41594;3.73859;2.1574;8.74457
144,813394,0.926314;0.91654;0.91654;0.936185;0.911689;0.911689;0.91654;0.936185;0.911689;0.91654;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.911689;0.921414;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;12.0917;11.7468;29.1796;28.3411;41.2406;51.965;1.26832;3.16734;3.48326;3.27483;7.71417;2.35745;3.6174;2.1151;8.48531
