TimeSinceCollection,Timestamp,PlantarValue
0,36252,513.215;548.787;592.965;1.13131;15.4897;33.0957;0.921414;0.946153;0.91654;0.921414;0.921414;0.936185;0.911689;0.91654;0.91654;0.946153;0.911689;0.911689;0.921414;0.936185;0.90686;0.921414;0.926314;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.936185;0.90686;0.911689;0.91654;0.926314;0.90686;0.90686;0.91654;0.921414;0.926314;0.90686;0.911689;0.91654;0.926314;0.90686
16,36268,516.499;547.968;592.965;1.10213;14.1793;30.2568;0.91654;0.946153;0.91654;0.921414;0.91654;0.936185;0.911689;0.91654;0.91654;0.946153;0.911689;0.91654;0.91654;0.936185;0.90686;0.911689;0.926314;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.936185;0.90686;0.91654;0.921414;0.926314;0.90686;0.90686;0.91654;0.91654;0.926314;0.90686;0.911689;0.921414;0.926314;0.90686
32,36284,518.824;545.489;593.243;1.10791;13.6716;28.968;0.91654;0.946153;0.91654;0.921414;0.91654;0.941157;0.911689;0.91654;0.91654;0.951172;0.911689;0.91654;0.911689;0.936185;0.911689;0.911689;0.91654;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.936185;0.911689;0.921414;0.921414;0.921414;0.90686;0.90686;0.921414;0.91654;0.926314;0.90686;0.91654;0.91654;0.926314;0.90686
48,36300,527.497;538.297;593.796;1.10213;13.5609;27.9295;0.91654;0.946153;0.91654;0.921414;0.921414;0.936185;0.90686;0.91654;0.921414;0.946153;0.911689;0.91654;0.91654;0.941157;0.911689;0.91654;0.91654;0.926314;0.936185;0.911689;0.91654;0.91654;0.921414;0.90686;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.90686;0.91654;0.921414;0.926314;0.90686;0.911689;0.921414;0.926314;0.90686
64,36316,526.596;538.297;591.557;1.07929;12.5996;23.4576;0.921414;0.946153;0.921414;0.921414;0.921414;0.936185;0.90686;0.921414;0.91654;0.941157;0.911689;0.921414;0.91654;0.936185;0.90686;0.911689;0.91654;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.926314;0.911689;0.91654;0.91654;0.926314;0.911689;0.90686;0.921414;0.91654;0.926314;0.90686;0.91654;0.91654;0.926314;0.90686
80,36332,525.24;543.399;585.95;1.09638;11.9428;21.7475;0.921414;0.946153;0.921414;0.921414;0.90686;0.936185;0.911689;0.921414;0.91654;0.951172;0.91654;0.90686;0.921414;0.936185;0.911689;0.911689;0.911689;0.926314;0.936185;0.90686;0.911689;0.91654;0.926314;0.90686;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.90686;0.921414;0.921414;0.926314;0.90686;0.91654;0.91654;0.926314;0.90686
96,36348,528.841;538.297;589.245;1.08496;12.4453;23.1067;0.921414;0.946153;0.91654;0.921414;0.91654;0.936185;0.90686;0.911689;0.911689;0.951172;0.91654;0.91654;0.921414;0.936185;0.90686;0.921414;0.91654;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.936185;0.90686;0.91654;0.921414;0.926314;0.90686;0.90686;0.921414;0.91654;0.926314;0.90686;0.91654;0.921414;0.926314;0.911689
112,36364,535.461;529.981;594.07;1.09638;13.0193;23.9923;0.91654;0.946153;0.91654;0.921414;0.91654;0.936185;0.911689;0.91654;0.921414;0.946153;0.911689;0.91654;0.91654;0.941157;0.90686;0.911689;0.91654;0.926314;0.936185;0.911689;0.911689;0.91654;0.926314;0.90686;0.936185;0.90686;0.911689;0.91654;0.926314;0.90686;0.90686;0.921414;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686
128,36380,537.196;527.296;596.226;1.07929;12.4453;22.6744;0.91654;0.946153;0.91654;0.921414;0.921414;0.941157;0.90686;0.911689;0.91654;0.941157;0.911689;0.921414;0.921414;0.936185;0.90686;0.91654;0.921414;0.926314;0.936185;0.911689;0.91654;0.921414;0.926314;0.90686;0.936185;0.90686;0.921414;0.91654;0.926314;0.90686;0.911689;0.91654;0.91654;0.926314;0.90686;0.91654;0.91654;0.926314;0.90686
144,36396,543.166;521.387;599.817;1.07929;11.6983;21.8304;0.91654;0.946153;0.926314;0.921414;0.921414;0.936185;0.911689;0.911689;0.91654;0.946153;0.911689;0.91654;0.921414;0.936185;0.90686;0.91654;0.911689;0.926314;0.936185;0.90686;0.911689;0.921414;0.926314;0.90686;0.936185;0.90686;0.90686;0.91654;0.926314;0.911689;0.90686;0.921414;0.91654;0.926314;0.90686;0.911689;0.91654;0.926314;0.90686
