TimeSinceCollection,Timestamp,PlantarValue
0,205324,0.936185;0.90686;0.91654;0.936185;0.90686;0.91654;0.921414;0.941157;0.90686;0.926314;0.921414;0.936185;0.90686;0.921414;0.921414;0.936185;0.90686;0.91654;0.921414;0.936185;0.90686;0.911689;0.91654;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.966383;0.90686;1.00275;0.926314;1.18562;1.27489;0.966383;0.976648;0.91654;0.971503;1.22951;0.936185;0.91654;0.921414;0.911689
16,205340,0.936185;0.90686;0.911689;0.936185;0.90686;0.91654;0.91654;0.941157;0.90686;0.91654;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.911689;0.91654;0.936185;0.90686;0.911689;0.921414;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.966383;0.911689;1.00804;0.926314;1.17335;1.26832;0.971503;0.976648;0.91654;0.971503;1.22951;0.931237;0.911689;0.926314;0.911689
32,205356,0.936185;0.90686;0.91654;0.931237;0.90686;0.911689;0.91654;0.936185;0.90686;0.911689;0.921414;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.911689;0.91654;0.936185;0.90686;0.91654;0.921414;0.921414;0.941157;0.90686;0.911689;0.91654;0.926314;0.90686;0.961288;0.90686;1.00804;0.926314;1.17335;1.26832;0.961288;0.976648;0.921414;0.971503;1.22951;0.936185;0.91654;0.926314;0.911689
48,205372,0.936185;0.90686;0.91654;0.936185;0.90686;0.911689;0.91654;0.936185;0.90686;0.911689;0.91654;0.941157;0.90686;0.911689;0.91654;0.936185;0.90686;0.911689;0.91654;0.936185;0.90686;0.911689;0.921414;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.961288;0.90686;1.00275;0.921414;1.16725;1.26177;0.966383;0.976648;0.911689;0.966383;1.21682;0.936185;0.91654;0.926314;0.911689
64,205388,0.936185;0.90686;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.911689;0.921414;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.90686;0.91654;0.936185;0.90686;0.90686;0.91654;0.926314;0.936185;0.90686;0.91654;0.91654;0.926314;0.90686;0.961288;0.911689;1.00275;0.946153;1.17335;1.26832;0.966383;0.976648;0.91654;0.966383;1.22315;0.941157;0.91654;0.926314;0.91654
80,205404,0.941157;0.90686;0.91654;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.911689;0.91654;0.936185;0.90686;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.911689;0.91654;0.926314;0.941157;0.90686;0.911689;0.91654;0.926314;0.90686;0.961288;0.911689;1.00804;0.921414;1.16725;1.25526;0.966383;0.976648;0.911689;0.966383;1.2359;0.936185;0.921414;0.926314;0.90686
96,205420,0.936185;0.90686;0.90686;0.936185;0.90686;0.91654;0.921414;0.936185;0.90686;0.91654;0.91654;0.936185;0.90686;0.911689;0.921414;0.936185;0.90686;0.911689;0.921414;0.941157;0.90686;0.921414;0.91654;0.926314;0.936185;0.90686;0.91654;0.941157;0.926314;0.90686;0.961288;0.90686;1.00804;0.921414;1.16725;1.26832;0.971503;0.976648;0.91654;0.966383;1.22951;0.936185;0.91654;0.926314;0.911689
112,205436,0.941157;0.90686;0.91654;0.936185;0.90686;0.91654;0.921414;0.936185;0.90686;0.911689;0.91654;0.936185;0.90686;0.911689;0.921414;0.936185;0.90686;0.911689;0.91654;0.936185;0.90686;0.911689;0.921414;0.926314;0.936185;0.90686;0.911689;0.921414;0.926314;0.951172;0.961288;0.90686;1.00275;0.926314;1.17335;1.25526;0.966383;0.976648;0.91654;0.966383;1.22951;0.941157;0.911689;0.926314;0.911689
128,205452,0.936185;0.90686;0.91654;0.936185;0.90686;0.91654;0.921414;0.936185;0.90686;0.911689;0.91654;0.936185;0.90686;0.91654;0.921414;0.936185;0.90686;0.911689;0.91654;0.936185;0.90686;0.91654;0.91654;0.921414;0.936185;0.90686;0.911689;0.91654;0.926314;0.90686;0.966383;0.90686;1.00275;0.926314;1.17335;1.26177;0.966383;0.976648;0.91654;0.966383;1.22951;0.936185;0.91654;0.926314;0.911689
144,205468,0.936185;0.90686;0.91654;0.936185;0.90686;0.91654;0.91654;0.931237;0.90686;0.91654;0.91654;0.936185;0.90686;0.911689;0.921414;0.931237;0.90686;0.911689;0.91654;0.936185;0.90686;0.91654;0.91654;0.926314;0.936185;0.90686;0.911689;0.91654;0.926314;0.90686;0.961288;0.90686;1.00804;0.946153;1.17335;1.26177;0.966383;0.981816;0.911689;0.966383;1.22951;0.941157;0.921414;0.926314;0.911689
